Date,Elliott Bay Trail in Myrtle Edwards Park Total,Ped North,Ped South,Bike North,Bike South
10/28/2016 03:00:00 AM,0,0,0,0,0
10/28/2016 02:00:00 AM,4,0,0,2,2
10/28/2016 01:00:00 AM,4,0,0,3,1
10/28/2016 12:00:00 AM,1,0,0,0,1
10/27/2016 11:00:00 PM,3,0,0,2,1
10/27/2016 10:00:00 PM,5,2,2,1,0
10/27/2016 09:00:00 PM,23,2,6,9,6
10/27/2016 08:00:00 PM,13,5,3,3,2
10/27/2016 07:00:00 PM,82,33,6,40,3
10/27/2016 06:00:00 PM,90,25,26,33,6
10/27/2016 05:00:00 PM,298,88,83,104,23
10/27/2016 04:00:00 PM,262,64,71,81,46
10/27/2016 03:00:00 PM,152,52,41,35,24
10/27/2016 02:00:00 PM,135,35,56,19,25
10/27/2016 01:00:00 PM,167,70,72,13,12
10/27/2016 12:00:00 PM,233,97,113,12,11
10/27/2016 11:00:00 AM,184,89,75,13,7
10/27/2016 10:00:00 AM,120,40,51,16,13
10/27/2016 09:00:00 AM,142,52,54,7,29
10/27/2016 08:00:00 AM,214,52,46,30,86
10/27/2016 07:00:00 AM,238,53,60,35,90
10/27/2016 06:00:00 AM,136,46,44,21,25
10/27/2016 05:00:00 AM,68,24,13,12,19
10/27/2016 04:00:00 AM,7,2,3,1,1
10/27/2016 03:00:00 AM,4,0,2,0,2
10/27/2016 02:00:00 AM,5,3,1,1,0
10/27/2016 01:00:00 AM,2,1,0,1,0
10/27/2016 12:00:00 AM,3,1,1,1,0
10/26/2016 11:00:00 PM,4,3,1,0,0
10/26/2016 10:00:00 PM,3,0,0,3,0
10/26/2016 09:00:00 PM,6,2,2,1,1
10/26/2016 08:00:00 PM,17,8,7,2,0
10/26/2016 07:00:00 PM,24,9,8,3,4
10/26/2016 06:00:00 PM,78,22,17,32,7
10/26/2016 05:00:00 PM,155,33,35,78,9
10/26/2016 04:00:00 PM,141,30,30,55,26
10/26/2016 03:00:00 PM,57,13,13,19,12
10/26/2016 02:00:00 PM,53,16,18,5,14
10/26/2016 01:00:00 PM,38,14,17,5,2
10/26/2016 12:00:00 PM,111,48,56,4,3
10/26/2016 11:00:00 AM,91,46,38,3,4
10/26/2016 10:00:00 AM,31,12,13,3,3
10/26/2016 09:00:00 AM,39,9,11,8,11
10/26/2016 08:00:00 AM,118,16,21,16,65
10/26/2016 07:00:00 AM,166,36,32,29,69
10/26/2016 06:00:00 AM,133,40,48,14,31
10/26/2016 05:00:00 AM,71,33,15,7,16
10/26/2016 04:00:00 AM,14,4,5,4,1
10/26/2016 03:00:00 AM,3,1,1,0,1
10/26/2016 02:00:00 AM,1,0,0,1,0
10/26/2016 01:00:00 AM,1,0,0,1,0
10/26/2016 12:00:00 AM,3,2,0,1,0
10/25/2016 11:00:00 PM,3,1,1,0,1
10/25/2016 10:00:00 PM,9,1,1,4,3
10/25/2016 09:00:00 PM,21,6,8,4,3
10/25/2016 08:00:00 PM,19,7,7,4,1
10/25/2016 07:00:00 PM,61,20,18,15,8
10/25/2016 06:00:00 PM,176,47,66,52,11
10/25/2016 05:00:00 PM,442,136,124,143,39
10/25/2016 04:00:00 PM,391,101,102,128,60
10/25/2016 03:00:00 PM,276,116,94,44,22
10/25/2016 02:00:00 PM,236,129,73,14,20
10/25/2016 01:00:00 PM,213,89,82,30,12
10/25/2016 12:00:00 PM,265,109,127,13,16
10/25/2016 11:00:00 AM,256,128,100,14,14
10/25/2016 10:00:00 AM,124,54,40,9,21
10/25/2016 09:00:00 AM,122,37,44,10,31
10/25/2016 08:00:00 AM,221,45,54,26,96
10/25/2016 07:00:00 AM,268,53,52,34,129
10/25/2016 06:00:00 AM,140,44,48,15,33
10/25/2016 05:00:00 AM,65,21,14,13,17
10/25/2016 04:00:00 AM,12,4,3,5,0
10/25/2016 03:00:00 AM,3,2,0,0,1
10/25/2016 02:00:00 AM,3,1,1,1,0
10/25/2016 01:00:00 AM,2,0,0,2,0
10/25/2016 12:00:00 AM,3,2,0,1,0
10/24/2016 11:00:00 PM,4,1,2,1,0
10/24/2016 10:00:00 PM,7,2,2,2,1
10/24/2016 09:00:00 PM,14,7,4,1,2
10/24/2016 08:00:00 PM,11,3,1,5,2
10/24/2016 07:00:00 PM,34,10,10,14,0
10/24/2016 06:00:00 PM,71,18,15,34,4
10/24/2016 05:00:00 PM,206,36,24,122,24
10/24/2016 04:00:00 PM,214,45,39,98,32
10/24/2016 03:00:00 PM,153,34,47,46,26
10/24/2016 02:00:00 PM,133,48,48,17,20
10/24/2016 01:00:00 PM,170,69,67,23,11
10/24/2016 12:00:00 PM,227,85,114,10,18
10/24/2016 11:00:00 AM,238,117,102,10,9
10/24/2016 10:00:00 AM,89,30,39,7,13
10/24/2016 09:00:00 AM,134,41,45,14,34
10/24/2016 08:00:00 AM,215,47,40,24,104
10/24/2016 07:00:00 AM,221,36,41,31,113
10/24/2016 06:00:00 AM,135,43,39,20,33
10/24/2016 05:00:00 AM,56,12,8,11,25
10/24/2016 04:00:00 AM,12,6,2,3,1
10/24/2016 03:00:00 AM,2,1,0,0,1
10/24/2016 02:00:00 AM,4,2,0,1,1
10/24/2016 01:00:00 AM,8,1,6,0,1
10/24/2016 12:00:00 AM,7,3,3,1,0
10/23/2016 11:00:00 PM,4,1,1,1,1
10/23/2016 10:00:00 PM,11,5,3,2,1
10/23/2016 09:00:00 PM,17,6,4,5,2
10/23/2016 08:00:00 PM,10,4,2,3,1
10/23/2016 07:00:00 PM,18,5,6,5,2
10/23/2016 06:00:00 PM,67,21,37,8,1
10/23/2016 05:00:00 PM,179,70,85,10,14
10/23/2016 04:00:00 PM,248,98,100,28,22
10/23/2016 03:00:00 PM,336,106,125,66,39
10/23/2016 02:00:00 PM,350,139,117,46,48
10/23/2016 01:00:00 PM,334,117,137,35,45
10/23/2016 12:00:00 PM,308,103,124,36,45
10/23/2016 11:00:00 AM,260,86,91,44,39
10/23/2016 10:00:00 AM,272,126,111,13,22
10/23/2016 09:00:00 AM,203,101,80,11,11
10/23/2016 08:00:00 AM,114,61,40,7,6
10/23/2016 07:00:00 AM,56,23,26,3,4
10/23/2016 06:00:00 AM,17,12,5,0,0
10/23/2016 05:00:00 AM,7,2,3,0,2
10/23/2016 04:00:00 AM,2,1,0,0,1
10/23/2016 03:00:00 AM,0,0,0,0,0
10/23/2016 02:00:00 AM,0,0,0,0,0
10/23/2016 01:00:00 AM,2,0,1,1,0
10/23/2016 12:00:00 AM,1,0,1,0,0
10/22/2016 11:00:00 PM,9,6,3,0,0
10/22/2016 10:00:00 PM,10,3,4,0,3
10/22/2016 09:00:00 PM,15,2,3,5,5
10/22/2016 08:00:00 PM,18,5,6,5,2
10/22/2016 07:00:00 PM,24,8,6,8,2
10/22/2016 06:00:00 PM,84,25,35,13,11
10/22/2016 05:00:00 PM,276,93,123,37,23
10/22/2016 04:00:00 PM,343,101,164,41,37
10/22/2016 03:00:00 PM,470,153,186,88,43
10/22/2016 02:00:00 PM,417,129,158,65,65
10/22/2016 01:00:00 PM,366,135,126,47,58
10/22/2016 12:00:00 PM,312,100,119,41,52
10/22/2016 11:00:00 AM,324,121,110,50,43
10/22/2016 10:00:00 AM,301,112,132,23,34
10/22/2016 09:00:00 AM,198,92,78,12,16
10/22/2016 08:00:00 AM,201,87,81,15,18
10/22/2016 07:00:00 AM,105,48,42,6,9
10/22/2016 06:00:00 AM,32,18,9,1,4
10/22/2016 05:00:00 AM,5,1,1,1,2
10/22/2016 04:00:00 AM,8,1,6,0,1
10/22/2016 03:00:00 AM,3,2,0,1,0
10/22/2016 02:00:00 AM,2,0,1,1,0
10/22/2016 01:00:00 AM,3,1,0,2,0
10/22/2016 12:00:00 AM,2,1,1,0,0
10/21/2016 11:00:00 PM,7,1,1,4,1
10/21/2016 10:00:00 PM,21,6,10,4,1
10/21/2016 09:00:00 PM,9,2,2,3,2
10/21/2016 08:00:00 PM,20,4,5,8,3
10/21/2016 07:00:00 PM,41,12,18,7,4
10/21/2016 06:00:00 PM,85,24,25,27,9
10/21/2016 05:00:00 PM,212,46,58,92,16
10/21/2016 04:00:00 PM,258,59,62,90,47
10/21/2016 03:00:00 PM,182,53,66,39,24
10/21/2016 02:00:00 PM,181,70,65,25,21
10/21/2016 01:00:00 PM,168,54,68,24,22
10/21/2016 12:00:00 PM,262,125,105,21,11
10/21/2016 11:00:00 AM,183,77,70,15,21
10/21/2016 10:00:00 AM,158,58,74,14,12
10/21/2016 09:00:00 AM,126,41,48,9,28
10/21/2016 08:00:00 AM,222,47,64,22,89
10/21/2016 07:00:00 AM,213,53,50,27,83
10/21/2016 06:00:00 AM,124,47,33,17,27
10/21/2016 05:00:00 AM,42,12,7,7,16
10/21/2016 04:00:00 AM,7,1,1,2,3
10/21/2016 03:00:00 AM,2,1,1,0,0
10/21/2016 02:00:00 AM,2,0,0,1,1
10/21/2016 01:00:00 AM,1,0,0,1,0
10/21/2016 12:00:00 AM,0,0,0,0,0
10/20/2016 11:00:00 PM,3,0,1,1,1
10/20/2016 10:00:00 PM,4,2,1,1,0
10/20/2016 09:00:00 PM,14,4,7,2,1
10/20/2016 08:00:00 PM,17,8,5,3,1
10/20/2016 07:00:00 PM,40,10,16,11,3
10/20/2016 06:00:00 PM,149,36,57,38,18
10/20/2016 05:00:00 PM,360,119,98,104,39
10/20/2016 04:00:00 PM,201,59,28,75,39
10/20/2016 03:00:00 PM,83,42,7,24,10
10/20/2016 02:00:00 PM,79,26,10,28,15
10/20/2016 01:00:00 PM,55,27,8,15,5
10/20/2016 12:00:00 PM,68,47,7,8,6
10/20/2016 11:00:00 AM,30,19,4,4,3
10/20/2016 10:00:00 AM,15,6,1,4,4
10/20/2016 09:00:00 AM,36,6,1,15,14
10/20/2016 08:00:00 AM,128,20,16,31,61
10/20/2016 07:00:00 AM,121,14,19,29,59
10/20/2016 06:00:00 AM,69,19,19,14,17
10/20/2016 05:00:00 AM,38,8,5,17,8
10/20/2016 04:00:00 AM,4,0,1,1,2
10/20/2016 03:00:00 AM,1,0,0,0,1
10/20/2016 02:00:00 AM,0,0,0,0,0
10/20/2016 01:00:00 AM,2,0,0,2,0
10/20/2016 12:00:00 AM,2,1,0,1,0
10/19/2016 11:00:00 PM,3,0,2,0,1
10/19/2016 10:00:00 PM,7,3,2,2,0
10/19/2016 09:00:00 PM,4,2,0,1,1
10/19/2016 08:00:00 PM,13,3,5,3,2
10/19/2016 07:00:00 PM,64,7,37,11,9
10/19/2016 06:00:00 PM,156,68,46,26,16
10/19/2016 05:00:00 PM,299,63,60,150,26
10/19/2016 04:00:00 PM,321,88,78,101,54
10/19/2016 03:00:00 PM,202,59,69,46,28
10/19/2016 02:00:00 PM,168,58,61,24,25
10/19/2016 01:00:00 PM,168,53,68,18,29
10/19/2016 12:00:00 PM,307,131,138,16,22
10/19/2016 11:00:00 AM,235,98,103,24,10
10/19/2016 10:00:00 AM,153,64,54,14,21
10/19/2016 09:00:00 AM,154,51,52,15,36
10/19/2016 08:00:00 AM,235,44,45,41,105
10/19/2016 07:00:00 AM,308,65,66,39,138
10/19/2016 06:00:00 AM,185,64,60,28,33
10/19/2016 05:00:00 AM,68,21,20,12,15
10/19/2016 04:00:00 AM,13,6,2,2,3
10/19/2016 03:00:00 AM,3,1,1,0,1
10/19/2016 02:00:00 AM,4,0,1,2,1
10/19/2016 01:00:00 AM,4,0,2,2,0
10/19/2016 12:00:00 AM,3,3,0,0,0
10/18/2016 11:00:00 PM,4,2,0,2,0
10/18/2016 10:00:00 PM,17,7,7,1,2
10/18/2016 09:00:00 PM,13,4,5,3,1
10/18/2016 08:00:00 PM,23,11,10,2,0
10/18/2016 07:00:00 PM,60,17,22,16,5
10/18/2016 06:00:00 PM,214,68,92,36,18
10/18/2016 05:00:00 PM,475,155,131,137,52
10/18/2016 04:00:00 PM,320,87,86,106,41
10/18/2016 03:00:00 PM,233,83,80,40,30
10/18/2016 02:00:00 PM,170,77,66,13,14
10/18/2016 01:00:00 PM,197,92,78,13,14
10/18/2016 12:00:00 PM,290,131,132,17,10
10/18/2016 11:00:00 AM,236,114,101,12,9
10/18/2016 10:00:00 AM,109,39,47,6,17
10/18/2016 09:00:00 AM,157,55,57,22,23
10/18/2016 08:00:00 AM,210,45,29,37,99
10/18/2016 07:00:00 AM,228,47,54,26,101
10/18/2016 06:00:00 AM,145,47,49,16,33
10/18/2016 05:00:00 AM,56,16,12,15,13
10/18/2016 04:00:00 AM,3,0,1,1,1
10/18/2016 03:00:00 AM,3,1,2,0,0
10/18/2016 02:00:00 AM,4,1,2,1,0
10/18/2016 01:00:00 AM,3,2,0,1,0
10/18/2016 12:00:00 AM,6,3,0,2,1
10/17/2016 11:00:00 PM,3,0,2,1,0
10/17/2016 10:00:00 PM,7,3,4,0,0
10/17/2016 09:00:00 PM,20,7,7,2,4
10/17/2016 08:00:00 PM,28,10,8,9,1
10/17/2016 07:00:00 PM,51,17,21,9,4
10/17/2016 06:00:00 PM,199,57,91,37,14
10/17/2016 05:00:00 PM,423,147,114,117,45
10/17/2016 04:00:00 PM,334,109,83,95,47
10/17/2016 03:00:00 PM,192,67,69,31,25
10/17/2016 02:00:00 PM,169,65,67,18,19
10/17/2016 01:00:00 PM,110,50,45,5,10
10/17/2016 12:00:00 PM,214,93,108,6,7
10/17/2016 11:00:00 AM,159,83,57,10,9
10/17/2016 10:00:00 AM,90,21,41,9,19
10/17/2016 09:00:00 AM,109,31,38,8,32
10/17/2016 08:00:00 AM,227,56,49,34,88
10/17/2016 07:00:00 AM,178,35,30,21,92
10/17/2016 06:00:00 AM,103,29,21,24,29
10/17/2016 05:00:00 AM,30,3,8,5,14
10/17/2016 04:00:00 AM,13,5,3,5,0
10/17/2016 03:00:00 AM,1,0,0,0,1
10/17/2016 02:00:00 AM,3,1,1,1,0
10/17/2016 01:00:00 AM,2,1,1,0,0
10/17/2016 12:00:00 AM,0,0,0,0,0
10/16/2016 11:00:00 PM,2,1,0,0,1
10/16/2016 10:00:00 PM,9,4,4,1,0
10/16/2016 09:00:00 PM,5,1,2,1,1
10/16/2016 08:00:00 PM,13,4,2,3,4
10/16/2016 07:00:00 PM,14,4,6,3,1
10/16/2016 06:00:00 PM,33,10,18,4,1
10/16/2016 05:00:00 PM,160,52,92,7,9
10/16/2016 04:00:00 PM,206,103,78,15,10
10/16/2016 03:00:00 PM,200,74,99,12,15
10/16/2016 02:00:00 PM,155,61,77,9,8
10/16/2016 01:00:00 PM,95,37,47,9,2
10/16/2016 12:00:00 PM,86,31,39,8,8
10/16/2016 11:00:00 AM,125,53,60,6,6
10/16/2016 10:00:00 AM,134,49,70,3,12
10/16/2016 09:00:00 AM,113,46,51,10,6
10/16/2016 08:00:00 AM,70,32,30,4,4
10/16/2016 07:00:00 AM,29,12,15,2,0
10/16/2016 06:00:00 AM,14,6,5,2,1
10/16/2016 05:00:00 AM,11,9,1,0,1
10/16/2016 04:00:00 AM,2,0,1,0,1
10/16/2016 03:00:00 AM,0,0,0,0,0
10/16/2016 02:00:00 AM,4,2,0,2,0
10/16/2016 01:00:00 AM,1,0,1,0,0
10/16/2016 12:00:00 AM,3,1,1,0,1
10/15/2016 11:00:00 PM,7,2,3,1,1
10/15/2016 10:00:00 PM,2,1,1,0,0
10/15/2016 09:00:00 PM,6,1,0,2,3
10/15/2016 08:00:00 PM,14,4,3,7,0
10/15/2016 07:00:00 PM,18,4,11,2,1
10/15/2016 06:00:00 PM,20,12,6,1,1
10/15/2016 05:00:00 PM,77,16,36,21,4
10/15/2016 04:00:00 PM,123,46,68,5,4
10/15/2016 03:00:00 PM,89,41,42,3,3
10/15/2016 02:00:00 PM,93,44,43,4,2
10/15/2016 01:00:00 PM,63,27,30,5,1
10/15/2016 12:00:00 PM,45,16,25,2,2
10/15/2016 11:00:00 AM,61,28,31,1,1
10/15/2016 10:00:00 AM,87,27,40,14,6
10/15/2016 09:00:00 AM,111,45,56,7,3
10/15/2016 08:00:00 AM,130,71,53,1,5
10/15/2016 07:00:00 AM,34,15,17,2,0
10/15/2016 06:00:00 AM,20,8,7,2,3
10/15/2016 05:00:00 AM,11,8,2,0,1
10/15/2016 04:00:00 AM,1,0,0,0,1
10/15/2016 03:00:00 AM,2,0,1,0,1
10/15/2016 02:00:00 AM,0,0,0,0,0
10/15/2016 01:00:00 AM,3,1,0,2,0
10/15/2016 12:00:00 AM,1,0,0,1,0
10/14/2016 11:00:00 PM,0,0,0,0,0
10/14/2016 10:00:00 PM,3,0,0,2,1
10/14/2016 09:00:00 PM,13,3,6,4,0
10/14/2016 08:00:00 PM,11,6,4,0,1
10/14/2016 07:00:00 PM,18,8,9,1,0
10/14/2016 06:00:00 PM,83,24,37,17,5
10/14/2016 05:00:00 PM,124,37,52,29,6
10/14/2016 04:00:00 PM,166,56,66,28,16
10/14/2016 03:00:00 PM,111,47,39,21,4
10/14/2016 02:00:00 PM,38,12,11,12,3
10/14/2016 01:00:00 PM,34,10,8,7,9
10/14/2016 12:00:00 PM,35,15,16,3,1
10/14/2016 11:00:00 AM,26,8,9,4,5
10/14/2016 10:00:00 AM,35,15,12,6,2
10/14/2016 09:00:00 AM,37,9,14,7,7
10/14/2016 08:00:00 AM,66,17,11,8,30
10/14/2016 07:00:00 AM,56,8,10,15,23
10/14/2016 06:00:00 AM,31,8,7,9,7
10/14/2016 05:00:00 AM,23,5,5,3,10
10/14/2016 04:00:00 AM,5,2,2,1,0
10/14/2016 03:00:00 AM,3,2,1,0,0
10/14/2016 02:00:00 AM,2,0,2,0,0
10/14/2016 01:00:00 AM,4,1,0,3,0
10/14/2016 12:00:00 AM,1,0,0,1,0
10/13/2016 11:00:00 PM,1,1,0,0,0
10/13/2016 10:00:00 PM,1,0,0,1,0
10/13/2016 09:00:00 PM,4,1,1,1,1
10/13/2016 08:00:00 PM,2,0,0,1,1
10/13/2016 07:00:00 PM,17,4,5,8,0
10/13/2016 06:00:00 PM,44,14,14,9,7
10/13/2016 05:00:00 PM,116,22,17,66,11
10/13/2016 04:00:00 PM,99,21,19,40,19
10/13/2016 03:00:00 PM,65,15,19,22,9
10/13/2016 02:00:00 PM,57,14,22,12,9
10/13/2016 01:00:00 PM,58,26,20,6,6
10/13/2016 12:00:00 PM,83,32,44,4,3
10/13/2016 11:00:00 AM,81,41,32,4,4
10/13/2016 10:00:00 AM,34,13,15,1,5
10/13/2016 09:00:00 AM,50,13,15,9,13
10/13/2016 08:00:00 AM,92,17,18,13,44
10/13/2016 07:00:00 AM,114,24,22,16,52
10/13/2016 06:00:00 AM,74,26,21,13,14
10/13/2016 05:00:00 AM,37,12,5,5,15
10/13/2016 04:00:00 AM,1,0,1,0,0
10/13/2016 03:00:00 AM,1,0,0,0,1
10/13/2016 02:00:00 AM,1,0,0,1,0
10/13/2016 01:00:00 AM,3,0,2,1,0
10/13/2016 12:00:00 AM,2,1,1,0,0
10/12/2016 11:00:00 PM,2,0,0,0,2
10/12/2016 10:00:00 PM,15,2,5,7,1
10/12/2016 09:00:00 PM,33,5,3,23,2
10/12/2016 08:00:00 PM,32,9,14,7,2
10/12/2016 07:00:00 PM,61,18,26,13,4
10/12/2016 06:00:00 PM,207,58,75,43,31
10/12/2016 05:00:00 PM,443,106,107,173,57
10/12/2016 04:00:00 PM,390,109,73,144,64
10/12/2016 03:00:00 PM,249,61,81,54,53
10/12/2016 02:00:00 PM,228,84,90,28,26
10/12/2016 01:00:00 PM,193,69,72,23,29
10/12/2016 12:00:00 PM,346,139,166,24,17
10/12/2016 11:00:00 AM,305,148,119,16,22
10/12/2016 10:00:00 AM,154,56,52,17,29
10/12/2016 09:00:00 AM,135,43,45,24,23
10/12/2016 08:00:00 AM,255,51,52,35,117
10/12/2016 07:00:00 AM,305,64,71,38,132
10/12/2016 06:00:00 AM,196,67,59,25,45
10/12/2016 05:00:00 AM,60,23,9,14,14
10/12/2016 04:00:00 AM,9,2,2,4,1
10/12/2016 03:00:00 AM,1,0,0,0,1
10/12/2016 02:00:00 AM,5,2,2,1,0
10/12/2016 01:00:00 AM,2,0,1,1,0
10/12/2016 12:00:00 AM,2,1,1,0,0
10/11/2016 11:00:00 PM,3,3,0,0,0
10/11/2016 10:00:00 PM,5,1,2,2,0
10/11/2016 09:00:00 PM,13,3,3,4,3
10/11/2016 08:00:00 PM,18,5,8,2,3
10/11/2016 07:00:00 PM,55,12,22,15,6
10/11/2016 06:00:00 PM,315,90,125,64,36
10/11/2016 05:00:00 PM,559,185,143,162,69
10/11/2016 04:00:00 PM,501,149,127,150,75
10/11/2016 03:00:00 PM,302,99,105,51,47
10/11/2016 02:00:00 PM,236,71,97,27,41
10/11/2016 01:00:00 PM,253,112,112,19,10
10/11/2016 12:00:00 PM,342,144,151,28,19
10/11/2016 11:00:00 AM,321,127,142,30,22
10/11/2016 10:00:00 AM,167,71,69,15,12
10/11/2016 09:00:00 AM,168,55,64,15,34
10/11/2016 08:00:00 AM,239,41,36,34,128
10/11/2016 07:00:00 AM,288,55,69,41,123
10/11/2016 06:00:00 AM,197,62,59,29,47
10/11/2016 05:00:00 AM,78,19,12,13,34
10/11/2016 04:00:00 AM,11,2,3,5,1
10/11/2016 03:00:00 AM,3,2,0,0,1
10/11/2016 02:00:00 AM,0,0,0,0,0
10/11/2016 01:00:00 AM,0,0,0,0,0
10/11/2016 12:00:00 AM,5,3,0,2,0
10/10/2016 11:00:00 PM,2,0,0,2,0
10/10/2016 10:00:00 PM,13,1,2,6,4
10/10/2016 09:00:00 PM,10,2,2,1,5
10/10/2016 08:00:00 PM,14,6,1,4,3
10/10/2016 07:00:00 PM,59,18,25,12,4
10/10/2016 06:00:00 PM,293,80,130,53,30
10/10/2016 05:00:00 PM,521,167,147,164,43
10/10/2016 04:00:00 PM,386,128,93,105,60
10/10/2016 03:00:00 PM,294,77,115,56,46
10/10/2016 02:00:00 PM,198,68,72,35,23
10/10/2016 01:00:00 PM,218,77,102,18,21
10/10/2016 12:00:00 PM,357,150,166,20,21
10/10/2016 11:00:00 AM,246,110,98,19,19
10/10/2016 10:00:00 AM,134,49,47,13,25
10/10/2016 09:00:00 AM,128,42,42,8,36
10/10/2016 08:00:00 AM,229,35,48,33,113
10/10/2016 07:00:00 AM,263,51,52,35,125
10/10/2016 06:00:00 AM,121,33,41,19,28
10/10/2016 05:00:00 AM,58,20,8,15,15
10/10/2016 04:00:00 AM,7,0,1,6,0
10/10/2016 03:00:00 AM,1,0,0,0,1
10/10/2016 02:00:00 AM,3,0,2,1,0
10/10/2016 01:00:00 AM,4,3,1,0,0
10/10/2016 12:00:00 AM,1,1,0,0,0
10/09/2016 11:00:00 PM,5,2,2,1,0
10/09/2016 10:00:00 PM,4,2,2,0,0
10/09/2016 09:00:00 PM,1,0,0,1,0
10/09/2016 08:00:00 PM,2,0,0,1,1
10/09/2016 07:00:00 PM,20,5,5,10,0
10/09/2016 06:00:00 PM,18,5,12,1,0
10/09/2016 05:00:00 PM,126,42,68,7,9
10/09/2016 04:00:00 PM,220,69,116,16,19
10/09/2016 03:00:00 PM,296,111,115,47,23
10/09/2016 02:00:00 PM,233,74,92,28,39
10/09/2016 01:00:00 PM,229,78,90,34,27
10/09/2016 12:00:00 PM,234,95,96,22,21
10/09/2016 11:00:00 AM,232,87,95,30,20
10/09/2016 10:00:00 AM,246,100,104,24,18
10/09/2016 09:00:00 AM,242,89,113,24,16
10/09/2016 08:00:00 AM,184,88,79,10,7
10/09/2016 07:00:00 AM,75,32,32,7,4
10/09/2016 06:00:00 AM,22,13,6,3,0
10/09/2016 05:00:00 AM,6,2,1,1,2
10/09/2016 04:00:00 AM,3,1,1,0,1
10/09/2016 03:00:00 AM,0,0,0,0,0
10/09/2016 02:00:00 AM,2,2,0,0,0
10/09/2016 01:00:00 AM,1,0,0,0,1
10/09/2016 12:00:00 AM,0,0,0,0,0
10/08/2016 11:00:00 PM,0,0,0,0,0
10/08/2016 10:00:00 PM,3,1,1,0,1
10/08/2016 09:00:00 PM,5,1,1,2,1
10/08/2016 08:00:00 PM,6,1,4,0,1
10/08/2016 07:00:00 PM,9,3,3,3,0
10/08/2016 06:00:00 PM,27,13,13,0,1
10/08/2016 05:00:00 PM,34,14,15,2,3
10/08/2016 04:00:00 PM,40,19,15,2,4
10/08/2016 03:00:00 PM,48,17,19,8,4
10/08/2016 02:00:00 PM,83,38,35,4,6
10/08/2016 01:00:00 PM,53,10,27,8,8
10/08/2016 12:00:00 PM,182,55,97,14,16
10/08/2016 11:00:00 AM,198,88,85,14,11
10/08/2016 10:00:00 AM,159,57,72,17,13
10/08/2016 09:00:00 AM,150,62,69,6,13
10/08/2016 08:00:00 AM,140,64,53,8,15
10/08/2016 07:00:00 AM,84,36,41,6,1
10/08/2016 06:00:00 AM,37,23,13,0,1
10/08/2016 05:00:00 AM,9,3,2,1,3
10/08/2016 04:00:00 AM,2,0,2,0,0
10/08/2016 03:00:00 AM,1,0,0,1,0
10/08/2016 02:00:00 AM,4,3,0,1,0
10/08/2016 01:00:00 AM,1,0,1,0,0
10/08/2016 12:00:00 AM,7,1,2,3,1
10/07/2016 11:00:00 PM,5,3,1,1,0
10/07/2016 10:00:00 PM,5,2,0,0,3
10/07/2016 09:00:00 PM,8,3,2,0,3
10/07/2016 08:00:00 PM,7,2,3,1,1
10/07/2016 07:00:00 PM,65,13,33,8,11
10/07/2016 06:00:00 PM,153,56,61,23,13
10/07/2016 05:00:00 PM,234,65,73,78,18
10/07/2016 04:00:00 PM,269,71,67,78,53
10/07/2016 03:00:00 PM,196,54,66,47,29
10/07/2016 02:00:00 PM,171,59,61,30,21
10/07/2016 01:00:00 PM,170,62,72,22,14
10/07/2016 12:00:00 PM,203,71,92,22,18
10/07/2016 11:00:00 AM,143,70,57,10,6
10/07/2016 10:00:00 AM,85,31,34,11,9
10/07/2016 09:00:00 AM,84,24,31,14,15
10/07/2016 08:00:00 AM,165,34,37,29,65
10/07/2016 07:00:00 AM,186,44,39,32,71
10/07/2016 06:00:00 AM,115,36,43,13,23
10/07/2016 05:00:00 AM,47,13,9,11,14
10/07/2016 04:00:00 AM,5,3,2,0,0
10/07/2016 03:00:00 AM,0,0,0,0,0
10/07/2016 02:00:00 AM,0,0,0,0,0
10/07/2016 01:00:00 AM,4,1,1,2,0
10/07/2016 12:00:00 AM,0,0,0,0,0
10/06/2016 11:00:00 PM,3,0,2,1,0
10/06/2016 10:00:00 PM,5,1,0,3,1
10/06/2016 09:00:00 PM,14,5,3,3,3
10/06/2016 08:00:00 PM,10,2,1,6,1
10/06/2016 07:00:00 PM,46,11,11,18,6
10/06/2016 06:00:00 PM,134,41,42,38,13
10/06/2016 05:00:00 PM,288,76,53,133,26
10/06/2016 04:00:00 PM,259,42,58,110,49
10/06/2016 03:00:00 PM,164,47,57,37,23
10/06/2016 02:00:00 PM,157,44,62,27,24
10/06/2016 01:00:00 PM,141,61,57,14,9
10/06/2016 12:00:00 PM,259,101,120,22,16
10/06/2016 11:00:00 AM,248,118,96,14,20
10/06/2016 10:00:00 AM,146,45,60,10,31
10/06/2016 09:00:00 AM,178,53,68,20,37
10/06/2016 08:00:00 AM,266,55,65,38,108
10/06/2016 07:00:00 AM,265,63,65,37,100
10/06/2016 06:00:00 AM,171,58,64,15,34
10/06/2016 05:00:00 AM,81,28,17,14,22
10/06/2016 04:00:00 AM,11,2,2,7,0
10/06/2016 03:00:00 AM,1,0,0,0,1
10/06/2016 02:00:00 AM,2,0,0,0,2
10/06/2016 01:00:00 AM,2,0,0,2,0
10/06/2016 12:00:00 AM,3,1,2,0,0
10/05/2016 11:00:00 PM,3,0,0,1,2
10/05/2016 10:00:00 PM,7,1,1,3,2
10/05/2016 09:00:00 PM,16,7,3,3,3
10/05/2016 08:00:00 PM,16,6,5,1,4
