Date,MTS Trail West of I-90 Bridge Total,Ped East,Ped West,Bike East,Bike West
03/06/2017 02:00:00 PM,9,3,0,4,2
03/06/2017 01:00:00 PM,8,1,0,4,3
03/06/2017 01:00:00 PM,8,1,0,4,3
03/06/2017 12:00:00 PM,4,0,0,2,2
03/06/2017 12:00:00 PM,4,0,0,2,2
03/06/2017 11:00:00 AM,13,1,0,6,6
03/06/2017 11:00:00 AM,13,1,0,6,6
03/06/2017 10:00:00 AM,4,0,0,2,2
03/06/2017 10:00:00 AM,4,0,0,2,2
03/06/2017 09:00:00 AM,11,0,0,6,5
03/06/2017 09:00:00 AM,11,0,0,6,5
03/06/2017 08:00:00 AM,28,1,1,12,14
03/06/2017 08:00:00 AM,28,1,1,12,14
03/06/2017 07:00:00 AM,38,0,1,18,19
03/06/2017 07:00:00 AM,38,0,1,18,19
03/06/2017 06:00:00 AM,12,0,0,6,6
03/06/2017 06:00:00 AM,12,0,0,6,6
03/06/2017 05:00:00 AM,6,0,1,3,2
03/06/2017 05:00:00 AM,6,0,1,3,2
03/06/2017 04:00:00 AM,1,0,0,1,0
03/06/2017 04:00:00 AM,1,0,0,1,0
03/06/2017 03:00:00 AM,0,0,0,0,0
03/06/2017 03:00:00 AM,0,0,0,0,0
03/06/2017 02:00:00 AM,0,0,0,0,0
03/06/2017 02:00:00 AM,0,0,0,0,0
03/06/2017 01:00:00 AM,0,0,0,0,0
03/06/2017 01:00:00 AM,0,0,0,0,0
03/06/2017 12:00:00 AM,1,0,0,1,0
03/06/2017 12:00:00 AM,1,0,0,1,0
03/05/2017 11:00:00 PM,1,0,0,1,0
03/05/2017 11:00:00 PM,1,0,0,1,0
03/05/2017 10:00:00 PM,1,0,0,1,0
03/05/2017 10:00:00 PM,1,0,0,1,0
03/05/2017 09:00:00 PM,0,0,0,0,0
03/05/2017 09:00:00 PM,0,0,0,0,0
03/05/2017 08:00:00 PM,2,0,1,1,0
03/05/2017 08:00:00 PM,2,0,1,1,0
03/05/2017 07:00:00 PM,4,0,0,2,2
03/05/2017 07:00:00 PM,4,0,0,2,2
03/05/2017 06:00:00 PM,2,1,0,1,0
03/05/2017 06:00:00 PM,2,1,0,1,0
03/05/2017 05:00:00 PM,6,1,0,3,2
03/05/2017 05:00:00 PM,6,1,0,3,2
03/05/2017 04:00:00 PM,5,0,0,3,2
03/05/2017 04:00:00 PM,5,0,0,3,2
03/05/2017 03:00:00 PM,12,0,0,6,6
03/05/2017 03:00:00 PM,12,0,0,6,6
03/05/2017 02:00:00 PM,13,0,0,6,7
03/05/2017 02:00:00 PM,13,0,0,6,7
03/05/2017 01:00:00 PM,18,1,1,6,10
03/05/2017 01:00:00 PM,18,1,1,6,10
03/05/2017 12:00:00 PM,42,1,0,20,21
03/05/2017 12:00:00 PM,42,1,0,20,21
03/05/2017 11:00:00 AM,47,3,2,19,23
03/05/2017 11:00:00 AM,47,3,2,19,23
03/05/2017 10:00:00 AM,36,1,3,16,16
03/05/2017 10:00:00 AM,36,1,3,16,16
03/05/2017 09:00:00 AM,38,3,4,15,16
03/05/2017 09:00:00 AM,38,3,4,15,16
03/05/2017 08:00:00 AM,27,0,2,11,14
03/05/2017 08:00:00 AM,27,0,2,11,14
03/05/2017 07:00:00 AM,4,1,0,2,1
03/05/2017 07:00:00 AM,4,1,0,2,1
03/05/2017 06:00:00 AM,0,0,0,0,0
03/05/2017 06:00:00 AM,0,0,0,0,0
03/05/2017 05:00:00 AM,1,0,0,1,0
03/05/2017 05:00:00 AM,1,0,0,1,0
03/05/2017 04:00:00 AM,0,0,0,0,0
03/05/2017 04:00:00 AM,0,0,0,0,0
03/05/2017 03:00:00 AM,0,0,0,0,0
03/05/2017 03:00:00 AM,0,0,0,0,0
03/05/2017 02:00:00 AM,0,0,0,0,0
03/05/2017 02:00:00 AM,0,0,0,0,0
03/05/2017 01:00:00 AM,1,0,0,1,0
03/05/2017 01:00:00 AM,1,0,0,1,0
03/05/2017 12:00:00 AM,0,0,0,0,0
03/05/2017 12:00:00 AM,0,0,0,0,0
03/04/2017 11:00:00 PM,0,0,0,0,0
03/04/2017 11:00:00 PM,0,0,0,0,0
03/04/2017 10:00:00 PM,0,0,0,0,0
03/04/2017 10:00:00 PM,0,0,0,0,0
03/04/2017 09:00:00 PM,1,0,0,1,0
03/04/2017 09:00:00 PM,1,0,0,1,0
03/04/2017 08:00:00 PM,0,0,0,0,0
03/04/2017 08:00:00 PM,0,0,0,0,0
03/04/2017 07:00:00 PM,2,0,0,1,1
03/04/2017 07:00:00 PM,2,0,0,1,1
03/04/2017 06:00:00 PM,3,0,0,1,2
03/04/2017 06:00:00 PM,3,0,0,1,2
03/04/2017 05:00:00 PM,17,1,2,6,8
03/04/2017 05:00:00 PM,17,1,2,6,8
03/04/2017 04:00:00 PM,29,1,2,14,12
03/04/2017 04:00:00 PM,29,1,2,14,12
03/04/2017 03:00:00 PM,69,0,0,35,34
03/04/2017 03:00:00 PM,69,0,0,35,34
03/04/2017 02:00:00 PM,73,0,2,34,37
03/04/2017 02:00:00 PM,73,0,2,34,37
03/04/2017 01:00:00 PM,100,2,4,42,52
03/04/2017 01:00:00 PM,100,2,4,42,52
03/04/2017 12:00:00 PM,121,5,4,51,61
03/04/2017 12:00:00 PM,121,5,4,51,61
03/04/2017 11:00:00 AM,119,3,3,53,60
03/04/2017 11:00:00 AM,119,3,3,53,60
03/04/2017 10:00:00 AM,95,1,6,45,43
03/04/2017 10:00:00 AM,95,1,6,45,43
03/04/2017 09:00:00 AM,98,4,9,43,42
03/04/2017 09:00:00 AM,98,4,9,43,42
03/04/2017 08:00:00 AM,26,4,1,11,10
03/04/2017 08:00:00 AM,26,4,1,11,10
03/04/2017 07:00:00 AM,16,2,3,5,6
03/04/2017 07:00:00 AM,16,2,3,5,6
03/04/2017 06:00:00 AM,0,0,0,0,0
03/04/2017 06:00:00 AM,0,0,0,0,0
03/04/2017 05:00:00 AM,1,0,0,1,0
03/04/2017 05:00:00 AM,1,0,0,1,0
03/04/2017 04:00:00 AM,0,0,0,0,0
03/04/2017 04:00:00 AM,0,0,0,0,0
03/04/2017 03:00:00 AM,0,0,0,0,0
03/04/2017 03:00:00 AM,0,0,0,0,0
03/04/2017 02:00:00 AM,0,0,0,0,0
03/04/2017 02:00:00 AM,0,0,0,0,0
03/04/2017 01:00:00 AM,0,0,0,0,0
03/04/2017 01:00:00 AM,0,0,0,0,0
03/04/2017 12:00:00 AM,0,0,0,0,0
03/04/2017 12:00:00 AM,0,0,0,0,0
03/03/2017 11:00:00 PM,3,0,0,2,1
03/03/2017 11:00:00 PM,3,0,0,2,1
03/03/2017 10:00:00 PM,1,1,0,0,0
03/03/2017 10:00:00 PM,1,1,0,0,0
03/03/2017 09:00:00 PM,0,0,0,0,0
03/03/2017 09:00:00 PM,0,0,0,0,0
03/03/2017 08:00:00 PM,1,0,0,1,0
03/03/2017 08:00:00 PM,1,0,0,1,0
03/03/2017 07:00:00 PM,4,0,0,2,2
03/03/2017 07:00:00 PM,4,0,0,2,2
03/03/2017 06:00:00 PM,12,0,0,7,5
03/03/2017 06:00:00 PM,12,0,0,7,5
03/03/2017 05:00:00 PM,26,0,0,13,13
03/03/2017 05:00:00 PM,26,0,0,13,13
03/03/2017 04:00:00 PM,17,0,0,9,8
03/03/2017 04:00:00 PM,17,0,0,9,8
03/03/2017 03:00:00 PM,2,0,0,1,1
03/03/2017 03:00:00 PM,2,0,0,1,1
03/03/2017 02:00:00 PM,3,0,0,2,1
03/03/2017 02:00:00 PM,3,0,0,2,1
03/03/2017 01:00:00 PM,3,0,0,2,1
03/03/2017 01:00:00 PM,3,0,0,2,1
03/03/2017 12:00:00 PM,2,0,0,1,1
03/03/2017 12:00:00 PM,2,0,0,1,1
03/03/2017 11:00:00 AM,4,0,0,2,2
03/03/2017 11:00:00 AM,4,0,0,2,2
03/03/2017 10:00:00 AM,11,0,0,6,5
03/03/2017 10:00:00 AM,11,0,0,6,5
03/03/2017 09:00:00 AM,11,0,0,6,5
03/03/2017 09:00:00 AM,11,0,0,6,5
03/03/2017 08:00:00 AM,25,0,1,12,12
03/03/2017 08:00:00 AM,25,0,1,12,12
03/03/2017 07:00:00 AM,28,0,0,14,14
03/03/2017 07:00:00 AM,28,0,0,14,14
03/03/2017 06:00:00 AM,6,0,0,3,3
03/03/2017 06:00:00 AM,6,0,0,3,3
03/03/2017 05:00:00 AM,1,0,0,1,0
03/03/2017 05:00:00 AM,1,0,0,1,0
03/03/2017 04:00:00 AM,1,0,0,1,0
03/03/2017 04:00:00 AM,1,0,0,1,0
03/03/2017 03:00:00 AM,0,0,0,0,0
03/03/2017 03:00:00 AM,0,0,0,0,0
03/03/2017 02:00:00 AM,0,0,0,0,0
03/03/2017 02:00:00 AM,0,0,0,0,0
03/03/2017 01:00:00 AM,0,0,0,0,0
03/03/2017 01:00:00 AM,0,0,0,0,0
03/03/2017 12:00:00 AM,1,0,0,1,0
03/03/2017 12:00:00 AM,1,0,0,1,0
03/02/2017 11:00:00 PM,0,0,0,0,0
03/02/2017 11:00:00 PM,0,0,0,0,0
03/02/2017 10:00:00 PM,0,0,0,0,0
03/02/2017 10:00:00 PM,0,0,0,0,0
03/02/2017 09:00:00 PM,2,0,0,1,1
03/02/2017 09:00:00 PM,2,0,0,1,1
03/02/2017 08:00:00 PM,3,0,0,2,1
03/02/2017 08:00:00 PM,3,0,0,2,1
03/02/2017 07:00:00 PM,10,0,0,5,5
03/02/2017 07:00:00 PM,10,0,0,5,5
03/02/2017 06:00:00 PM,31,0,1,14,16
03/02/2017 06:00:00 PM,31,0,1,14,16
03/02/2017 05:00:00 PM,36,0,0,17,19
03/02/2017 05:00:00 PM,36,0,0,17,19
03/02/2017 04:00:00 PM,22,0,1,10,11
03/02/2017 04:00:00 PM,22,0,1,10,11
03/02/2017 03:00:00 PM,13,0,2,6,5
03/02/2017 03:00:00 PM,13,0,2,6,5
03/02/2017 02:00:00 PM,6,0,0,3,3
03/02/2017 02:00:00 PM,6,0,0,3,3
03/02/2017 01:00:00 PM,4,0,0,2,2
03/02/2017 01:00:00 PM,4,0,0,2,2
03/02/2017 12:00:00 PM,12,1,4,4,3
03/02/2017 12:00:00 PM,12,1,4,4,3
03/02/2017 11:00:00 AM,16,1,0,7,8
03/02/2017 11:00:00 AM,16,1,0,7,8
03/02/2017 10:00:00 AM,11,1,1,5,4
03/02/2017 10:00:00 AM,11,1,1,5,4
03/02/2017 09:00:00 AM,12,0,0,6,6
03/02/2017 09:00:00 AM,12,0,0,6,6
03/02/2017 08:00:00 AM,42,2,1,17,22
03/02/2017 08:00:00 AM,42,2,1,17,22
03/02/2017 07:00:00 AM,35,1,1,15,18
03/02/2017 07:00:00 AM,35,1,1,15,18
03/02/2017 06:00:00 AM,10,1,1,4,4
03/02/2017 06:00:00 AM,10,1,1,4,4
03/02/2017 05:00:00 AM,5,0,0,2,3
03/02/2017 05:00:00 AM,5,0,0,2,3
03/02/2017 04:00:00 AM,1,0,0,1,0
03/02/2017 04:00:00 AM,1,0,0,1,0
03/02/2017 03:00:00 AM,0,0,0,0,0
03/02/2017 03:00:00 AM,0,0,0,0,0
03/02/2017 02:00:00 AM,0,0,0,0,0
03/02/2017 02:00:00 AM,0,0,0,0,0
03/02/2017 01:00:00 AM,0,0,0,0,0
03/02/2017 01:00:00 AM,0,0,0,0,0
03/02/2017 12:00:00 AM,0,0,0,0,0
03/02/2017 12:00:00 AM,0,0,0,0,0
03/01/2017 11:00:00 PM,0,0,0,0,0
03/01/2017 11:00:00 PM,0,0,0,0,0
03/01/2017 10:00:00 PM,1,0,0,1,0
03/01/2017 10:00:00 PM,1,0,0,1,0
03/01/2017 09:00:00 PM,2,0,0,1,1
03/01/2017 09:00:00 PM,2,0,0,1,1
03/01/2017 08:00:00 PM,3,0,0,2,1
03/01/2017 08:00:00 PM,3,0,0,2,1
03/01/2017 07:00:00 PM,19,0,0,7,12
03/01/2017 07:00:00 PM,19,0,0,7,12
03/01/2017 06:00:00 PM,40,1,1,15,23
03/01/2017 06:00:00 PM,40,1,1,15,23
03/01/2017 05:00:00 PM,51,1,6,22,22
03/01/2017 05:00:00 PM,51,1,6,22,22
03/01/2017 04:00:00 PM,37,0,2,19,16
03/01/2017 04:00:00 PM,37,0,2,19,16
03/01/2017 03:00:00 PM,17,1,0,8,8
03/01/2017 03:00:00 PM,17,1,0,8,8
03/01/2017 02:00:00 PM,6,0,0,3,3
03/01/2017 02:00:00 PM,6,0,0,3,3
03/01/2017 01:00:00 PM,9,0,0,5,4
03/01/2017 01:00:00 PM,9,0,0,5,4
03/01/2017 12:00:00 PM,8,0,0,4,4
03/01/2017 12:00:00 PM,8,0,0,4,4
03/01/2017 11:00:00 AM,11,0,0,6,5
03/01/2017 11:00:00 AM,11,0,0,6,5
03/01/2017 10:00:00 AM,24,14,3,4,3
03/01/2017 10:00:00 AM,24,14,3,4,3
03/01/2017 09:00:00 AM,16,1,0,8,7
03/01/2017 09:00:00 AM,16,1,0,8,7
03/01/2017 08:00:00 AM,39,0,1,19,19
03/01/2017 08:00:00 AM,39,0,1,19,19
03/01/2017 07:00:00 AM,34,0,0,17,17
03/01/2017 07:00:00 AM,34,0,0,17,17
03/01/2017 06:00:00 AM,16,0,0,8,8
03/01/2017 06:00:00 AM,16,0,0,8,8
03/01/2017 05:00:00 AM,4,0,0,2,2
03/01/2017 05:00:00 AM,4,0,0,2,2
03/01/2017 04:00:00 AM,1,0,0,1,0
03/01/2017 04:00:00 AM,1,0,0,1,0
03/01/2017 03:00:00 AM,0,0,0,0,0
03/01/2017 03:00:00 AM,0,0,0,0,0
03/01/2017 02:00:00 AM,0,0,0,0,0
03/01/2017 02:00:00 AM,0,0,0,0,0
03/01/2017 01:00:00 AM,0,0,0,0,0
03/01/2017 01:00:00 AM,0,0,0,0,0
03/01/2017 12:00:00 AM,0,0,0,0,0
03/01/2017 12:00:00 AM,0,0,0,0,0
02/28/2017 11:00:00 PM,1,0,0,1,0
02/28/2017 11:00:00 PM,1,0,0,1,0
02/28/2017 10:00:00 PM,0,0,0,0,0
02/28/2017 10:00:00 PM,0,0,0,0,0
02/28/2017 09:00:00 PM,2,0,0,1,1
02/28/2017 09:00:00 PM,2,0,0,1,1
02/28/2017 08:00:00 PM,5,0,0,3,2
02/28/2017 08:00:00 PM,5,0,0,3,2
02/28/2017 07:00:00 PM,14,0,1,6,7
02/28/2017 07:00:00 PM,14,0,1,6,7
02/28/2017 06:00:00 PM,25,0,1,10,14
02/28/2017 06:00:00 PM,25,0,1,10,14
02/28/2017 05:00:00 PM,32,1,1,14,16
02/28/2017 05:00:00 PM,32,1,1,14,16
02/28/2017 04:00:00 PM,23,0,2,10,11
02/28/2017 04:00:00 PM,23,0,2,10,11
02/28/2017 03:00:00 PM,13,0,0,7,6
02/28/2017 03:00:00 PM,13,0,0,7,6
02/28/2017 02:00:00 PM,13,0,1,6,6
02/28/2017 02:00:00 PM,13,0,1,6,6
02/28/2017 01:00:00 PM,8,0,1,4,3
02/28/2017 01:00:00 PM,8,0,1,4,3
02/28/2017 12:00:00 PM,8,0,1,4,3
02/28/2017 12:00:00 PM,8,0,1,4,3
02/28/2017 11:00:00 AM,3,0,0,2,1
02/28/2017 11:00:00 AM,3,0,0,2,1
02/28/2017 10:00:00 AM,4,0,1,2,1
02/28/2017 10:00:00 AM,4,0,1,2,1
02/28/2017 09:00:00 AM,12,0,0,6,6
02/28/2017 09:00:00 AM,12,0,0,6,6
02/28/2017 08:00:00 AM,20,0,2,8,10
02/28/2017 08:00:00 AM,20,0,2,8,10
02/28/2017 07:00:00 AM,15,1,0,6,8
02/28/2017 07:00:00 AM,15,1,0,6,8
02/28/2017 06:00:00 AM,7,0,0,3,4
02/28/2017 06:00:00 AM,7,0,0,3,4
02/28/2017 05:00:00 AM,0,0,0,0,0
02/28/2017 05:00:00 AM,0,0,0,0,0
02/28/2017 04:00:00 AM,0,0,0,0,0
02/28/2017 04:00:00 AM,0,0,0,0,0
02/28/2017 03:00:00 AM,0,0,0,0,0
02/28/2017 03:00:00 AM,0,0,0,0,0
02/28/2017 02:00:00 AM,0,0,0,0,0
02/28/2017 02:00:00 AM,0,0,0,0,0
02/28/2017 01:00:00 AM,0,0,0,0,0
02/28/2017 01:00:00 AM,0,0,0,0,0
02/28/2017 12:00:00 AM,0,0,0,0,0
02/28/2017 12:00:00 AM,0,0,0,0,0
02/27/2017 11:00:00 PM,0,0,0,0,0
02/27/2017 11:00:00 PM,0,0,0,0,0
02/27/2017 10:00:00 PM,1,0,0,1,0
02/27/2017 10:00:00 PM,1,0,0,1,0
02/27/2017 09:00:00 PM,1,1,0,0,0
02/27/2017 09:00:00 PM,1,1,0,0,0
02/27/2017 08:00:00 PM,2,0,1,1,0
02/27/2017 08:00:00 PM,2,0,1,1,0
02/27/2017 07:00:00 PM,7,4,0,3,0
02/27/2017 07:00:00 PM,7,4,0,3,0
02/27/2017 06:00:00 PM,36,21,4,11,0
02/27/2017 06:00:00 PM,36,21,4,11,0
02/27/2017 05:00:00 PM,40,21,2,17,0
02/27/2017 05:00:00 PM,40,21,2,17,0
02/27/2017 04:00:00 PM,17,6,0,9,2
02/27/2017 04:00:00 PM,17,6,0,9,2
02/27/2017 03:00:00 PM,12,9,1,2,0
02/27/2017 03:00:00 PM,12,9,1,2,0
02/27/2017 02:00:00 PM,9,5,0,2,2
02/27/2017 02:00:00 PM,9,5,0,2,2
02/27/2017 01:00:00 PM,5,2,0,3,0
02/27/2017 01:00:00 PM,5,2,0,3,0
02/27/2017 12:00:00 PM,8,7,0,1,0
02/27/2017 12:00:00 PM,8,7,0,1,0
02/27/2017 11:00:00 AM,18,14,2,1,1
02/27/2017 11:00:00 AM,18,14,2,1,1
02/27/2017 10:00:00 AM,8,2,1,5,0
02/27/2017 10:00:00 AM,8,2,1,5,0
02/27/2017 09:00:00 AM,4,1,0,1,2
02/27/2017 09:00:00 AM,4,1,0,1,2
02/27/2017 08:00:00 AM,17,5,0,10,2
02/27/2017 08:00:00 AM,17,5,0,10,2
02/27/2017 07:00:00 AM,14,0,0,11,3
02/27/2017 07:00:00 AM,14,0,0,11,3
02/27/2017 06:00:00 AM,6,1,0,4,1
02/27/2017 06:00:00 AM,6,1,0,4,1
02/27/2017 05:00:00 AM,3,0,0,2,1
02/27/2017 05:00:00 AM,3,0,0,2,1
02/27/2017 04:00:00 AM,1,0,0,1,0
02/27/2017 04:00:00 AM,1,0,0,1,0
02/27/2017 03:00:00 AM,0,0,0,0,0
02/27/2017 03:00:00 AM,0,0,0,0,0
02/27/2017 02:00:00 AM,0,0,0,0,0
02/27/2017 02:00:00 AM,0,0,0,0,0
02/27/2017 01:00:00 AM,0,0,0,0,0
02/27/2017 01:00:00 AM,0,0,0,0,0
02/27/2017 12:00:00 AM,4,4,0,0,0
02/27/2017 12:00:00 AM,4,4,0,0,0
02/26/2017 11:00:00 PM,0,0,0,0,0
02/26/2017 11:00:00 PM,0,0,0,0,0
02/26/2017 10:00:00 PM,0,0,0,0,0
02/26/2017 10:00:00 PM,0,0,0,0,0
02/26/2017 09:00:00 PM,7,7,0,0,0
02/26/2017 09:00:00 PM,7,7,0,0,0
02/26/2017 08:00:00 PM,1,0,0,1,0
02/26/2017 08:00:00 PM,1,0,0,1,0
02/26/2017 07:00:00 PM,0,0,0,0,0
02/26/2017 07:00:00 PM,0,0,0,0,0
02/26/2017 06:00:00 PM,9,3,0,6,0
02/26/2017 06:00:00 PM,9,3,0,6,0
02/26/2017 05:00:00 PM,18,8,1,9,0
02/26/2017 05:00:00 PM,18,8,1,9,0
02/26/2017 04:00:00 PM,16,2,0,8,6
02/26/2017 04:00:00 PM,16,2,0,8,6
02/26/2017 03:00:00 PM,19,0,7,6,6
02/26/2017 03:00:00 PM,19,0,7,6,6
02/26/2017 02:00:00 PM,11,2,2,4,3
02/26/2017 02:00:00 PM,11,2,2,4,3
02/26/2017 01:00:00 PM,16,9,2,5,0
02/26/2017 01:00:00 PM,16,9,2,5,0
02/26/2017 12:00:00 PM,27,16,2,7,2
02/26/2017 12:00:00 PM,27,16,2,7,2
02/26/2017 11:00:00 AM,20,12,1,7,0
02/26/2017 11:00:00 AM,20,12,1,7,0
02/26/2017 10:00:00 AM,18,8,0,10,0
02/26/2017 10:00:00 AM,18,8,0,10,0
02/26/2017 09:00:00 AM,29,10,0,18,1
02/26/2017 09:00:00 AM,29,10,0,18,1
02/26/2017 08:00:00 AM,19,5,0,13,1
02/26/2017 08:00:00 AM,19,5,0,13,1
02/26/2017 07:00:00 AM,5,1,0,4,0
02/26/2017 07:00:00 AM,5,1,0,4,0
02/26/2017 06:00:00 AM,10,2,0,8,0
02/26/2017 06:00:00 AM,10,2,0,8,0
02/26/2017 05:00:00 AM,0,0,0,0,0
02/26/2017 05:00:00 AM,0,0,0,0,0
02/26/2017 04:00:00 AM,0,0,0,0,0
02/26/2017 04:00:00 AM,0,0,0,0,0
02/26/2017 03:00:00 AM,0,0,0,0,0
02/26/2017 03:00:00 AM,0,0,0,0,0
02/26/2017 02:00:00 AM,0,0,0,0,0
02/26/2017 02:00:00 AM,0,0,0,0,0
02/26/2017 01:00:00 AM,1,1,0,0,0
02/26/2017 01:00:00 AM,1,1,0,0,0
02/26/2017 12:00:00 AM,0,0,0,0,0
02/26/2017 12:00:00 AM,0,0,0,0,0
02/25/2017 11:00:00 PM,0,0,0,0,0
02/25/2017 11:00:00 PM,0,0,0,0,0
02/25/2017 10:00:00 PM,2,2,0,0,0
02/25/2017 10:00:00 PM,2,2,0,0,0
02/25/2017 09:00:00 PM,2,2,0,0,0
02/25/2017 09:00:00 PM,2,2,0,0,0
02/25/2017 08:00:00 PM,4,4,0,0,0
02/25/2017 08:00:00 PM,4,4,0,0,0
02/25/2017 07:00:00 PM,2,0,0,2,0
02/25/2017 07:00:00 PM,2,0,0,2,0
02/25/2017 06:00:00 PM,7,5,0,2,0
02/25/2017 06:00:00 PM,7,5,0,2,0
02/25/2017 05:00:00 PM,24,9,0,10,5
02/25/2017 05:00:00 PM,24,9,0,10,5
02/25/2017 04:00:00 PM,36,8,0,21,7
02/25/2017 04:00:00 PM,36,8,0,21,7
02/25/2017 03:00:00 PM,66,10,1,46,9
02/25/2017 03:00:00 PM,66,10,1,46,9
02/25/2017 02:00:00 PM,76,20,1,49,6
02/25/2017 02:00:00 PM,76,20,1,49,6
02/25/2017 01:00:00 PM,89,19,4,56,10
02/25/2017 01:00:00 PM,89,19,4,56,10
02/25/2017 12:00:00 PM,139,28,2,94,15
02/25/2017 12:00:00 PM,139,28,2,94,15
02/25/2017 11:00:00 AM,100,31,1,60,8
02/25/2017 11:00:00 AM,100,31,1,60,8
02/25/2017 10:00:00 AM,118,34,1,80,3
02/25/2017 10:00:00 AM,118,34,1,80,3
02/25/2017 09:00:00 AM,85,22,2,51,10
02/25/2017 09:00:00 AM,85,22,2,51,10
02/25/2017 08:00:00 AM,20,5,0,15,0
02/25/2017 08:00:00 AM,20,5,0,15,0
02/25/2017 07:00:00 AM,9,7,0,2,0
02/25/2017 07:00:00 AM,9,7,0,2,0
02/25/2017 06:00:00 AM,4,2,0,2,0
02/25/2017 06:00:00 AM,4,2,0,2,0
02/25/2017 05:00:00 AM,0,0,0,0,0
02/25/2017 05:00:00 AM,0,0,0,0,0
02/25/2017 04:00:00 AM,0,0,0,0,0
02/25/2017 04:00:00 AM,0,0,0,0,0
02/25/2017 03:00:00 AM,0,0,0,0,0
02/25/2017 03:00:00 AM,0,0,0,0,0
02/25/2017 02:00:00 AM,6,6,0,0,0
02/25/2017 02:00:00 AM,6,6,0,0,0
02/25/2017 01:00:00 AM,3,3,0,0,0
02/25/2017 01:00:00 AM,3,3,0,0,0
02/25/2017 12:00:00 AM,0,0,0,0,0
02/25/2017 12:00:00 AM,0,0,0,0,0
02/24/2017 11:00:00 PM,0,0,0,0,0
02/24/2017 11:00:00 PM,0,0,0,0,0
02/24/2017 10:00:00 PM,0,0,0,0,0
02/24/2017 10:00:00 PM,0,0,0,0,0
02/24/2017 09:00:00 PM,0,0,0,0,0
02/24/2017 09:00:00 PM,0,0,0,0,0
02/24/2017 08:00:00 PM,8,7,0,1,0
02/24/2017 08:00:00 PM,8,7,0,1,0
02/24/2017 07:00:00 PM,6,2,0,4,0
02/24/2017 07:00:00 PM,6,2,0,4,0
02/24/2017 06:00:00 PM,29,3,1,19,6
02/24/2017 06:00:00 PM,29,3,1,19,6
02/24/2017 05:00:00 PM,55,12,3,34,6
02/24/2017 05:00:00 PM,55,12,3,34,6
02/24/2017 04:00:00 PM,49,16,3,24,6
02/24/2017 04:00:00 PM,49,16,3,24,6
02/24/2017 03:00:00 PM,31,11,0,20,0
02/24/2017 03:00:00 PM,31,11,0,20,0
02/24/2017 02:00:00 PM,34,14,2,17,1
02/24/2017 02:00:00 PM,34,14,2,17,1
02/24/2017 01:00:00 PM,6,3,0,3,0
02/24/2017 01:00:00 PM,6,3,0,3,0
02/24/2017 12:00:00 PM,14,7,0,7,0
02/24/2017 12:00:00 PM,14,7,0,7,0
02/24/2017 11:00:00 AM,16,3,0,11,2
02/24/2017 11:00:00 AM,16,3,0,11,2
02/24/2017 10:00:00 AM,23,8,0,14,1
02/24/2017 10:00:00 AM,23,8,0,14,1
02/24/2017 09:00:00 AM,15,3,0,11,1
02/24/2017 09:00:00 AM,15,3,0,11,1
02/24/2017 08:00:00 AM,33,3,0,22,8
02/24/2017 08:00:00 AM,33,3,0,22,8
02/24/2017 07:00:00 AM,30,5,0,22,3
02/24/2017 07:00:00 AM,30,5,0,22,3
02/24/2017 06:00:00 AM,9,1,0,7,1
02/24/2017 06:00:00 AM,9,1,0,7,1
02/24/2017 05:00:00 AM,1,0,0,1,0
02/24/2017 05:00:00 AM,1,0,0,1,0
02/24/2017 04:00:00 AM,0,0,0,0,0
02/24/2017 04:00:00 AM,0,0,0,0,0
02/24/2017 03:00:00 AM,0,0,0,0,0
02/24/2017 03:00:00 AM,0,0,0,0,0
02/24/2017 02:00:00 AM,0,0,0,0,0
02/24/2017 02:00:00 AM,0,0,0,0,0
02/24/2017 01:00:00 AM,0,0,0,0,0
02/24/2017 01:00:00 AM,0,0,0,0,0
02/24/2017 12:00:00 AM,0,0,0,0,0
02/24/2017 12:00:00 AM,0,0,0,0,0
02/23/2017 11:00:00 PM,1,0,0,1,0
02/23/2017 11:00:00 PM,1,0,0,1,0
02/23/2017 10:00:00 PM,10,9,1,0,0
02/23/2017 10:00:00 PM,10,9,1,0,0
02/23/2017 09:00:00 PM,3,1,0,2,0
02/23/2017 09:00:00 PM,3,1,0,2,0
02/23/2017 08:00:00 PM,16,13,1,2,0
02/23/2017 08:00:00 PM,16,13,1,2,0
02/23/2017 07:00:00 PM,28,15,1,12,0
02/23/2017 07:00:00 PM,28,15,1,12,0
02/23/2017 06:00:00 PM,38,8,3,16,11
02/23/2017 06:00:00 PM,38,8,3,16,11
02/23/2017 05:00:00 PM,42,4,1,30,7
02/23/2017 05:00:00 PM,42,4,1,30,7
02/23/2017 04:00:00 PM,50,25,4,18,3
02/23/2017 04:00:00 PM,50,25,4,18,3
02/23/2017 03:00:00 PM,17,8,0,9,0
02/23/2017 03:00:00 PM,17,8,0,9,0
02/23/2017 02:00:00 PM,12,2,1,9,0
02/23/2017 02:00:00 PM,12,2,1,9,0
02/23/2017 01:00:00 PM,26,6,1,18,1
02/23/2017 01:00:00 PM,26,6,1,18,1
02/23/2017 12:00:00 PM,17,3,0,9,5
02/23/2017 12:00:00 PM,17,3,0,9,5
02/23/2017 11:00:00 AM,31,11,3,16,1
02/23/2017 11:00:00 AM,31,11,3,16,1
02/23/2017 10:00:00 AM,10,0,0,9,1
