tconst,title_type,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,christmas,hanukkah,kwanzaa,holiday
tt15245738,movie,The Holiday Fix Up,The Holiday Fix Up,2021,84,"Drama,Romance",the holiday fix up,6.5,1003,FALSE,FALSE,FALSE,TRUE
tt15248422,movie,The King a Christmas Story from a Heavenly Perspective,The King: A Christmas Story from a Heavenly Perspective,2021,NA,Family,the king a christmas story from a heavenly perspective,5.7,29,TRUE,FALSE,FALSE,FALSE
tt15254212,tvMovie,Christmas in Tune,Christmas in Tune,2021,87,"Drama,Romance",christmas in tune,7,698,TRUE,FALSE,FALSE,FALSE
tt15279930,movie,Another Christmas,Another Christmas,2021,73,Comedy,another christmas,5.1,18,TRUE,FALSE,FALSE,FALSE
tt15289090,tvMovie,Christmas on the Farm,Christmas on the Farm,2021,86,"Comedy,Drama,Romance",christmas on the farm,5.2,898,TRUE,FALSE,FALSE,FALSE
tt15294458,movie,Black Christmas: 2021 Remake,Black Christmas,2021,54,"Horror,Mystery,Thriller",black christmas 2021 remake,3.9,31,TRUE,FALSE,FALSE,FALSE
tt15302344,tvMovie,Candy Coated Christmas,Candy Coated Christmas,2021,83,"Comedy,Romance",candy coated christmas,5.8,574,TRUE,FALSE,FALSE,FALSE
tt15316422,tvMovie,The Christmas Contest,The Christmas Contest,2021,83,"Drama,Romance",the christmas contest,5.8,1263,TRUE,FALSE,FALSE,FALSE
tt15348352,tvMovie,The Christmas Promise,The Christmas Promise,2021,84,"Drama,Romance",the christmas promise,6.7,1222,TRUE,FALSE,FALSE,FALSE
tt15353214,movie,'Twas the Fight Before Christmas,'Twas the Fight Before Christmas,2021,91,Documentary,twas the fight before christmas,6.3,755,TRUE,FALSE,FALSE,FALSE
tt15359506,tvMovie,The Great Christmas Switch,The Great Christmas Switch,2021,84,"Comedy,Drama,Romance",the great christmas switch,6,506,TRUE,FALSE,FALSE,FALSE
tt15379406,movie,Christmas at the Holly Day Inn,Christmas at the Holly Day Inn,2023,88,"Comedy,Drama,Family",christmas at the holly day inn,5.3,88,TRUE,FALSE,FALSE,FALSE
tt15388610,movie,Zoey's Extraordinary Christmas,Zoey's Extraordinary Christmas,2021,99,"Comedy,Drama,Fantasy",zoeys extraordinary christmas,7.2,2232,TRUE,FALSE,FALSE,FALSE
tt1539985,tvMovie,Christmas with the King Family,Christmas with the King Family,2009,60,Musical,christmas with the king family,8.2,14,TRUE,FALSE,FALSE,FALSE
tt15410692,movie,The Magical Christmas Tree,The Magical Christmas Tree,2021,NA,"Fantasy,Romance",the magical christmas tree,5.5,30,TRUE,FALSE,FALSE,FALSE
tt15412176,tvMovie,"Next Stop, Christmas","Next Stop, Christmas",2021,84,"Comedy,Drama,Fantasy",next stop christmas,7,2580,TRUE,FALSE,FALSE,FALSE
tt1541785,tvMovie,Mid Life Christmas,Mid Life Christmas,2009,59,Comedy,mid life christmas,6.5,108,TRUE,FALSE,FALSE,FALSE
tt15420960,tvMovie,A Christmas Together with You,A Christmas Together with You,2021,83,"Drama,Romance",a christmas together with you,6.5,1169,TRUE,FALSE,FALSE,FALSE
tt1542347,movie,A Carol of Christmas,A Carol of Christmas,2005,101,Comedy,a carol of christmas,5.3,24,TRUE,FALSE,FALSE,FALSE
tt15425920,tvMovie,Christmas in Harmony,Christmas in Harmony,2021,84,"Drama,Romance",christmas in harmony,5.5,734,TRUE,FALSE,FALSE,FALSE
tt15450798,tvMovie,Hot Mess Holiday,Hot Mess Holiday,2021,70,Comedy,hot mess holiday,5.6,446,FALSE,FALSE,FALSE,TRUE
tt15463198,tvMovie,Our Christmas Journey,Our Christmas Journey,2021,84,"Drama,Romance",our christmas journey,6.6,471,TRUE,FALSE,FALSE,FALSE
tt15484422,tvMovie,"You, Me & the Christmas Trees","You, Me & the Christmas Trees",2021,84,Romance,you me  the christmas trees,6.3,1289,TRUE,FALSE,FALSE,FALSE
tt15485160,tvMovie,A Holiday in Harlem,A Holiday in Harlem,2021,84,"Drama,Romance",a holiday in harlem,5.5,583,FALSE,FALSE,FALSE,TRUE
tt15502006,tvMovie,A Mrs. Miracle Christmas,A Mrs. Miracle Christmas,2021,84,"Drama,Family,Fantasy",a mrs miracle christmas,7.3,946,TRUE,FALSE,FALSE,FALSE
tt1550321,movie,The Night Before Christmas,Noch pered Rozhdestvom,1951,49,"Animation,Comedy,Fantasy",the night before christmas,7.3,289,TRUE,FALSE,FALSE,FALSE
tt15508150,tvMovie,My Christmas Family Tree,My Christmas Family Tree,2021,84,"Drama,Romance",my christmas family tree,7.6,2338,TRUE,FALSE,FALSE,FALSE
tt15515030,tvMovie,An Ice Wine Christmas,An Ice Wine Christmas,2021,84,"Comedy,Drama,Romance",an ice wine christmas,5.1,350,TRUE,FALSE,FALSE,FALSE
tt15515260,tvMovie,Saying Yes to Christmas,Saying Yes to Christmas,2021,87,"Drama,Romance",saying yes to christmas,5.8,351,TRUE,FALSE,FALSE,FALSE
tt15515414,tvMovie,Kirk Franklin's A Gospel Christmas,Kirk Franklin's A Gospel Christmas,2021,87,"Drama,Musical,Romance",kirk franklins a gospel christmas,6.5,316,TRUE,FALSE,FALSE,FALSE
tt15515460,tvMovie,My Favorite Christmas Melody,My Favorite Christmas Melody,2021,87,"Comedy,Romance",my favorite christmas melody,5.5,260,TRUE,FALSE,FALSE,FALSE
tt15515522,tvMovie,Christmas Movie Magic,Christmas Movie Magic,2021,87,"Comedy,Drama,Romance",christmas movie magic,6.3,659,TRUE,FALSE,FALSE,FALSE
tt15515750,tvMovie,Ghosts of Christmas Past,Ghosts of Christmas Past,2021,87,"Comedy,Romance",ghosts of christmas past,6.4,701,TRUE,FALSE,FALSE,FALSE
tt15515882,tvMovie,Under the Christmas Tree,Under the Christmas Tree,2021,87,"Drama,Romance",under the christmas tree,5.8,875,TRUE,FALSE,FALSE,FALSE
tt1552113,tvMovie,Surviving the Holidays with Lewis Black,Surviving the Holidays with Lewis Black,2009,97,Comedy,surviving the holidays with lewis black,6.6,74,FALSE,FALSE,FALSE,TRUE
tt15524132,movie,Who Is Christmas Eve?,Who Is Christmas Eve?,2021,90,"Drama,Mystery,Romance",who is christmas eve,6.9,75,TRUE,FALSE,FALSE,FALSE
tt15544202,video,WWE Ring in the Holiday,WWE Ring in the Holiday,2015,118,Sport,wwe ring in the holiday,8.4,14,FALSE,FALSE,FALSE,TRUE
tt15565510,tvMovie,A Kiss Before Christmas,A Kiss Before Christmas,2021,83,"Comedy,Romance",a kiss before christmas,7.1,1812,TRUE,FALSE,FALSE,FALSE
tt15565704,movie,A Naija Christmas,A Naija Christmas,2021,121,"Comedy,Drama,Romance",a naija christmas,4.9,440,TRUE,FALSE,FALSE,FALSE
tt15565724,movie,Grumpy Christmas,Una navidad no tan padre,2021,87,Comedy,grumpy christmas,4.5,433,TRUE,FALSE,FALSE,FALSE
tt15568228,movie,Saving Christmas Spirit,Saving Christmas Spirit,2022,90,"Comedy,Drama,Romance",saving christmas spirit,5.7,456,TRUE,FALSE,FALSE,FALSE
tt15655480,tvMovie,Christmas in My Heart,Christmas in My Heart,2021,84,Romance,christmas in my heart,6.5,1194,TRUE,FALSE,FALSE,FALSE
tt1567140,tvMovie,The Night Before the Night Before Christmas,The Night Before the Night Before Christmas,2010,88,"Family,Fantasy",the night before the night before christmas,5.6,723,TRUE,FALSE,FALSE,FALSE
tt15691922,tvMovie,Christmas CEO,Christmas CEO,2021,84,Romance,christmas ceo,5.6,1050,TRUE,FALSE,FALSE,FALSE
tt1569470,video,NLO Spirit of Christmas,Northern Light Orchestra: The Spirit of Christmas,2009,70,Music,nlo spirit of christmas,10,18,TRUE,FALSE,FALSE,FALSE
tt1570352,tvMovie,Christmas Dreams,Christmas Dreams,2009,60,Family,christmas dreams,6.6,30,TRUE,FALSE,FALSE,FALSE
tt15706104,tvMovie,Boyfriends of Christmas Past,Boyfriends of Christmas Past,2021,84,"Comedy,Fantasy,Romance",boyfriends of christmas past,6,1299,TRUE,FALSE,FALSE,FALSE
tt1570964,tvMovie,Curious George: A Very Monkey Christmas,Curious George: A Very Monkey Christmas,2009,58,"Adventure,Animation,Family",curious george a very monkey christmas,6.3,623,TRUE,FALSE,FALSE,FALSE
tt15716528,tvMovie,Joy for Christmas,Joy for Christmas,2021,86,"Comedy,Romance",joy for christmas,6.2,745,TRUE,FALSE,FALSE,FALSE
tt1572008,tvMovie,A Nanny for Christmas,A Nanny for Christmas,2010,90,Comedy,a nanny for christmas,5.3,1821,TRUE,FALSE,FALSE,FALSE
tt15720718,tvMovie,Trolls Holiday in Harmony,Trolls Holiday in Harmony,2021,26,"Adventure,Animation,Comedy",trolls holiday in harmony,6.1,536,FALSE,FALSE,FALSE,TRUE
tt1573475,movie,"Love, Guns & Christmas","Love, Guns & Christmas",2015,83,"Action,Comedy,Drama",love guns  christmas,6.3,16,TRUE,FALSE,FALSE,FALSE
tt15739494,tvMovie,Christmas in Tahoe,Christmas in Tahoe,2021,83,"Drama,Romance",christmas in tahoe,6.3,1228,TRUE,FALSE,FALSE,FALSE
tt15758364,tvMovie,Christmas Sail,Christmas Sail,2021,84,"Drama,Romance",christmas sail,6.2,1138,TRUE,FALSE,FALSE,FALSE
tt15758400,tvMovie,Open by Christmas,Open by Christmas,2021,84,Romance,open by christmas,6.9,1393,TRUE,FALSE,FALSE,FALSE
tt15766640,tvMovie,An Unexpected Christmas,An Unexpected Christmas,2021,83,Romance,an unexpected christmas,6.9,2580,TRUE,FALSE,FALSE,FALSE
tt1577038,tvMovie,A Christmas Wish,A Christmas Wish,2011,97,"Comedy,Drama,Family",a christmas wish,6.5,2059,TRUE,FALSE,FALSE,FALSE
tt15771862,movie,Lacy's Christmas Do-Over,Lacy's Christmas Do-Over,2021,93,"Comedy,Family,Fantasy",lacys christmas doover,5.5,80,TRUE,FALSE,FALSE,FALSE
tt15771958,movie,Christmas in the Caribbean,Christmas in the Caribbean,2022,90,"Comedy,Romance",christmas in the caribbean,4.3,50,TRUE,FALSE,FALSE,FALSE
tt15772866,movie,Christmas with the Chosen: The Messengers,Christmas with the Chosen: The Messengers,2021,123,Music,christmas with the chosen the messengers,7.8,881,TRUE,FALSE,FALSE,FALSE
tt15783694,tvMovie,Merry Liddle Christmas Baby,Merry Liddle Christmas Baby,2021,84,"Comedy,Drama,Romance",merry liddle christmas baby,6.5,329,TRUE,FALSE,FALSE,FALSE
tt1579220,tvMovie,A Christmas Celebration: Send Round the Song,A Christmas Celebration: Send Round the Song,1992,60,"Documentary,Music",a christmas celebration send round the song,7.9,10,TRUE,FALSE,FALSE,FALSE
tt1579419,tvMovie,"Sun, Sex & Holiday Madness","Sun, Sex & Holiday Madness",2010,NA,Documentary,sun sex  holiday madness,6.2,10,FALSE,FALSE,FALSE,TRUE
tt1579947,tvMovie,Dora's Christmas Carol Adventure,Dora's Christmas Carol Adventure,2009,48,"Adventure,Animation,Family",doras christmas carol adventure,4.5,56,TRUE,FALSE,FALSE,FALSE
tt15800166,movie,Adventures in Christmasing,Adventures in Christmasing,2021,87,Drama,adventures in christmasing,6.5,110,TRUE,FALSE,FALSE,FALSE
tt15800254,tvMovie,The Bitch Who Stole Christmas,The Bitch Who Stole Christmas,2021,86,Comedy,the bitch who stole christmas,5.5,861,TRUE,FALSE,FALSE,FALSE
tt15800378,tvMovie,Hip Hop Family Christmas,Hip Hop Family Christmas,2021,89,Drama,hip hop family christmas,5.1,139,TRUE,FALSE,FALSE,FALSE
tt15800610,movie,A Family Matters Christmas,A Family Matters Christmas,2022,86,"Comedy,Fantasy",a family matters christmas,5.3,54,TRUE,FALSE,FALSE,FALSE
tt1581275,movie,Christmas with Walt Disney,Christmas with Walt Disney,2009,51,Documentary,christmas with walt disney,8,54,TRUE,FALSE,FALSE,FALSE
tt15819904,tvMovie,Royally Wrapped for Christmas,Royally Wrapped for Christmas,2021,85,Romance,royally wrapped for christmas,6.3,813,TRUE,FALSE,FALSE,FALSE
tt15824322,movie,Christmas with You,Christmas with You,2022,89,"Comedy,Family,Romance",christmas with you,5.6,7205,TRUE,FALSE,FALSE,FALSE
tt15829734,tvMovie,A Royal Queens Christmas,A Royal Queens Christmas,2021,84,"Drama,Romance",a royal queens christmas,6.5,1416,TRUE,FALSE,FALSE,FALSE
tt15857304,tvMovie,Shaun the Sheep: The Flight Before Christmas,Shaun the Sheep: The Flight Before Christmas,2021,30,"Animation,Comedy,Family",shaun the sheep the flight before christmas,7.3,2437,TRUE,FALSE,FALSE,FALSE
tt15891306,tvMovie,Christmas in Toyland,Christmas in Toyland,2022,85,"Comedy,Romance",christmas in toyland,6.4,782,TRUE,FALSE,FALSE,FALSE
tt15904522,tvMovie,Christmas Time Is Here,Christmas Time Is Here,2021,85,"Comedy,Family,Romance",christmas time is here,5.4,702,TRUE,FALSE,FALSE,FALSE
tt1590844,tvMovie,A Child's Christmases in Wales,A Child's Christmases in Wales,2009,59,Comedy,a childs christmases in wales,7.3,160,TRUE,FALSE,FALSE,FALSE
tt15943556,tvMovie,Christmas at Castle Hart,Christmas at Castle Hart,2021,84,"Comedy,Romance",christmas at castle hart,6.2,1907,TRUE,FALSE,FALSE,FALSE
tt15978102,tvMovie,Angel Falls Christmas,Angel Falls Christmas,2021,84,"Drama,Romance",angel falls christmas,5,3701,TRUE,FALSE,FALSE,FALSE
tt15979222,tvMovie,A Kindhearted Christmas,A Kindhearted Christmas,2021,84,"Comedy,Romance",a kindhearted christmas,6.1,1847,TRUE,FALSE,FALSE,FALSE
tt1599293,video,Fred Hammond's Christmas... Who Needs It,Fred Hammond's Christmas... Who Needs It,2007,136,"Comedy,Drama,Family",fred hammonds christmas who needs it,5.9,23,TRUE,FALSE,FALSE,FALSE
tt1601195,movie,Home by Christmas,Home by Christmas,2010,95,"Biography,Romance,War",home by christmas,7.1,87,TRUE,FALSE,FALSE,FALSE
tt16047114,tvMovie,A Godwink Christmas: Miracle of Love,A Godwink Christmas: Miracle of Love,2021,84,"Comedy,Drama,Romance",a godwink christmas miracle of love,6.2,854,TRUE,FALSE,FALSE,FALSE
tt16047292,tvMovie,Christmas for Keeps,Christmas for Keeps,2021,84,"Comedy,Romance",christmas for keeps,5.2,593,TRUE,FALSE,FALSE,FALSE
tt16047670,tvMovie,Time for Them to Come Home for Christmas,Time for Them to Come Home for Christmas,2021,84,"Comedy,Drama,Romance",time for them to come home for christmas,7.2,1660,TRUE,FALSE,FALSE,FALSE
tt16048864,movie,A Christmas Carol,A Christmas Carol,2021,50,Thriller,a christmas carol,4.2,15,TRUE,FALSE,FALSE,FALSE
tt16057434,tvMovie,A Christmas Witness,A Christmas Witness,2021,84,Romance,a christmas witness,5.4,254,TRUE,FALSE,FALSE,FALSE
tt1606191,movie,A Christmas Snow,A Christmas Snow,2009,110,"Comedy,Drama,Family",a christmas snow,6,874,TRUE,FALSE,FALSE,FALSE
tt1608159,video,Jim and Them Holiday Specials,Jim and Them Holiday Specials,2010,150,Comedy,jim and them holiday specials,7.9,15,FALSE,FALSE,FALSE,TRUE
tt16103310,tvMovie,The Christmas Thief,The Christmas Thief,2021,84,"Family,Romance",the christmas thief,5.6,204,TRUE,FALSE,FALSE,FALSE
tt16117078,movie,Days of Our Lives: A Very Salem Christmas,Days of Our Lives: A Very Salem Christmas,2021,78,Drama,days of our lives a very salem christmas,6.1,147,TRUE,FALSE,FALSE,FALSE
tt16148580,movie,Christmas Trees 8,Yolki 8,2021,94,"Comedy,Drama,Family",christmas trees 8,3.1,357,TRUE,FALSE,FALSE,FALSE
tt16150870,tvMovie,A Lot Like Christmas,A Lot Like Christmas,2021,86,"Comedy,Drama,Romance",a lot like christmas,6.3,879,TRUE,FALSE,FALSE,FALSE
tt16150878,tvMovie,A Christmas Star,A Christmas Star,2021,84,Romance,a christmas star,6.5,914,TRUE,FALSE,FALSE,FALSE
tt16162574,movie,A Christmas Invitation,A Christmas Invitation,2022,NA,Drama,a christmas invitation,6.4,14,TRUE,FALSE,FALSE,FALSE
tt1617154,movie,On Holiday,On Holiday,2010,85,Comedy,on holiday,7.6,61,FALSE,FALSE,FALSE,TRUE
tt16180532,movie,Letters at Christmas,Letters at Christmas,2022,NA,"Drama,Fantasy,Romance",letters at christmas,7,16,TRUE,FALSE,FALSE,FALSE
tt1618891,video,OVW: Christmas Chaos,OVW: Christmas Chaos,2001,NA,Sport,ovw christmas chaos,6.2,16,TRUE,FALSE,FALSE,FALSE
tt1623143,tvMovie,Christmas Spirits,Christmas Spirits,1981,45,Horror,christmas spirits,6.5,39,TRUE,FALSE,FALSE,FALSE
tt1626240,movie,Summertime Christmas,Summertime Christmas,2010,111,"Comedy,Family",summertime christmas,3.1,115,TRUE,FALSE,FALSE,FALSE
tt16274720,movie,Save Christmas,Save Christmas,2022,90,"Comedy,Family,Fantasy",save christmas,8.9,260,TRUE,FALSE,FALSE,FALSE
tt16275882,tvMovie,A Christmas Miracle for Daisy,A Christmas Miracle for Daisy,2021,85,Romance,a christmas miracle for daisy,5.9,2602,TRUE,FALSE,FALSE,FALSE
tt16280514,tvMovie,Christmas Is You,Christmas Is You,2021,84,"Family,Romance",christmas is you,5.8,401,TRUE,FALSE,FALSE,FALSE
tt16282114,tvMovie,Eight Gifts of Hanukkah,Eight Gifts of Hanukkah,2021,84,"Drama,Romance",eight gifts of hanukkah,6.9,1081,FALSE,TRUE,FALSE,FALSE
tt16365840,tvMovie,The Christmas House 2: Deck Those Halls,The Christmas House 2: Deck Those Halls,2021,84,"Comedy,Family,Romance",the christmas house 2 deck those halls,6.4,1083,TRUE,FALSE,FALSE,FALSE
tt16376618,tvMovie,A Very Boy Band Holiday,A Very Boy Band Holiday,2021,41,Music,a very boy band holiday,6.5,109,FALSE,FALSE,FALSE,TRUE
tt1640116,movie,Christmas with a Capital C,Christmas with a Capital C,2011,81,"Comedy,Drama,Family",christmas with a capital c,4.3,1107,TRUE,FALSE,FALSE,FALSE
tt1640714,movie,The Christmas Bunny,The Christmas Bunny,2010,98,"Drama,Family",the christmas bunny,6,853,TRUE,FALSE,FALSE,FALSE
tt16410192,tvMovie,Someday at Christmas,Someday at Christmas,2021,120,Romance,someday at christmas,6.8,49,TRUE,FALSE,FALSE,FALSE
tt16421260,tvMovie,Beauty and the Beast: A Comic Relief Pantomime for Christmas,Beauty and the Beast: A Comic Relief Pantomime for Christmas,2021,NA,Comedy,beauty and the beast a comic relief pantomime for christmas,6.5,37,TRUE,FALSE,FALSE,FALSE
tt16451308,movie,The Love of a King Christmas Movie Musical,The Love of a King Christmas Movie Musical,2021,66,Musical,the love of a king christmas movie musical,7.6,13,TRUE,FALSE,FALSE,FALSE
tt1649752,video,Elmo's World: Happy Holidays!,Elmo's World: Happy Holidays!,2002,60,Family,elmos world happy holidays,6.7,44,FALSE,FALSE,FALSE,TRUE
tt1651084,movie,Holiday,Holiday,2010,90,"Comedy,Crime,Mystery",holiday,5.7,208,FALSE,FALSE,FALSE,TRUE
tt1651146,tvMovie,The Christmas Tree,The Christmas Tree,1991,43,"Animation,Drama,Family",the christmas tree,1.4,854,TRUE,FALSE,FALSE,FALSE
tt1656695,movie,Nixon and Hogan Smoke Christmas,Nixon and Hogan Smoke Christmas,2010,71,"Comedy,Horror",nixon and hogan smoke christmas,3.9,34,TRUE,FALSE,FALSE,FALSE
tt1663628,movie,Christmas Mail,Christmas Mail,2010,89,"Comedy,Drama,Family",christmas mail,5.3,1891,TRUE,FALSE,FALSE,FALSE
tt1663950,video,The Untold Christmas Story,The Untold Christmas Story,2008,78,Documentary,the untold christmas story,8.1,11,TRUE,FALSE,FALSE,FALSE
tt1678037,movie,A Holiday Heist,A Holiday Heist,2011,90,"Comedy,Family,Romance",a holiday heist,3.9,349,FALSE,FALSE,FALSE,TRUE
tt1681372,movie,Caesar and Otto's Deadly Xmas,Caesar and Otto's Deadly Xmas,2012,83,"Comedy,Horror",caesar and ottos deadly xmas,3.6,194,TRUE,FALSE,FALSE,FALSE
tt1691012,tvMovie,The Dog Who Saved Christmas Vacation,The Dog Who Saved Christmas Vacation,2010,89,"Comedy,Family",the dog who saved christmas vacation,3.7,466,TRUE,FALSE,FALSE,FALSE
tt1692235,movie,A Cadaver Christmas,A Cadaver Christmas,2011,85,"Comedy,Horror",a cadaver christmas,4.6,833,TRUE,FALSE,FALSE,FALSE
tt16985078,movie,No Good Deed: A Crowdfunding Holiday Heist,No Good Deed: A Crowdfunding Holiday Heist,2021,53,"Crime,Documentary,Drama",no good deed a crowdfunding holiday heist,7.8,47,FALSE,FALSE,FALSE,TRUE
tt16985198,movie,The Christmas Spirit,The Christmas Spirit,2022,89,Family,the christmas spirit,6.8,17,TRUE,FALSE,FALSE,FALSE
tt1699511,movie,Haunted Holiday,Zimmer Feri 2.,2010,100,Comedy,haunted holiday,3.4,659,FALSE,FALSE,FALSE,TRUE
tt1699746,tvMovie,Christmas Cupid,Christmas Cupid,2010,85,"Comedy,Fantasy,Romance",christmas cupid,5.4,4018,TRUE,FALSE,FALSE,FALSE
tt17013954,tvMovie,LEGO Friends: Holiday Special,LEGO Friends: Holiday Special,2021,21,Animation,lego friends holiday special,6,27,FALSE,FALSE,FALSE,TRUE
tt17057126,movie,Christmas at the Holly Hotel,Christmas at the Holly Hotel,2022,85,"Comedy,Drama,Romance",christmas at the holly hotel,3.9,303,TRUE,FALSE,FALSE,FALSE
tt17058290,tvMovie,Christmas with the Sex Pistols,Christmas with the Sex Pistols,2013,60,"Documentary,Music",christmas with the sex pistols,7.1,11,TRUE,FALSE,FALSE,FALSE
tt1708658,tvMovie,November Christmas,November Christmas,2010,96,Drama,november christmas,7.5,2033,TRUE,FALSE,FALSE,FALSE
tt1711525,movie,Office Christmas Party,Office Christmas Party,2016,105,Comedy,office christmas party,5.9,85255,TRUE,FALSE,FALSE,FALSE
tt1717155,tvMovie,Holly and Hal Moose: Our Uplifting Christmas Adventure,Holly and Hal Moose: Our Uplifting Christmas Adventure,2008,50,Family,holly and hal moose our uplifting christmas adventure,6.8,19,TRUE,FALSE,FALSE,FALSE
tt1720276,tvMovie,The Town Christmas Forgot,The Town Christmas Forgot,2010,84,"Comedy,Family",the town christmas forgot,5.7,876,TRUE,FALSE,FALSE,FALSE
tt17220704,movie,A Christmas Story Christmas,A Christmas Story Christmas,2022,98,"Comedy,Family",a christmas story christmas,6.7,16778,TRUE,FALSE,FALSE,FALSE
tt1722515,movie,Home for Christmas,Hjem til jul,2010,90,"Comedy,Drama",home for christmas,6.1,1123,TRUE,FALSE,FALSE,FALSE
tt1730762,tvMovie,On Strike for Christmas,On Strike for Christmas,2010,87,"Comedy,Drama",on strike for christmas,5.2,965,TRUE,FALSE,FALSE,FALSE
tt1733111,tvMovie,Cancel Christmas,Cancel Christmas,2010,87,"Comedy,Family,Fantasy",cancel christmas,5.5,608,TRUE,FALSE,FALSE,FALSE
tt17371496,tvMovie,Meeting Mr. Christmas,Meeting Mr. Christmas,2022,90,Romance,meeting mr christmas,6,304,TRUE,FALSE,FALSE,FALSE
tt1738298,movie,Christmas in South Africa,Natale in Sudafrica,2010,105,Comedy,christmas in south africa,3.3,813,TRUE,FALSE,FALSE,FALSE
tt17492000,movie,Merry Ex-Mas,Merry Ex-Mas,2022,NA,"Comedy,Romance",merry exmas,5.9,218,TRUE,FALSE,FALSE,FALSE
tt17500912,movie,A Wesley Christmas,A Wesley Christmas,2022,NA,Family,a wesley christmas,6.1,177,TRUE,FALSE,FALSE,FALSE
tt17542540,movie,Christmas with the Campbells,Christmas with the Campbells,2022,88,"Comedy,Romance",christmas with the campbells,5.4,1422,TRUE,FALSE,FALSE,FALSE
tt1754658,movie,The Magic of Christmas II,The Magic of Christmas II,2010,74,Family,the magic of christmas ii,7.6,11,TRUE,FALSE,FALSE,FALSE
tt1754946,movie,Holidays by the Sea,Ni à vendre ni à louer,2011,77,Comedy,holidays by the sea,5.6,411,FALSE,FALSE,FALSE,TRUE
tt1756835,movie,The Wizard's Christmas,The Wizard's Christmas,2014,90,"Animation,Family,Fantasy",the wizards christmas,5.2,42,TRUE,FALSE,FALSE,FALSE
tt1764607,video,Spot's Magical Christmas,Spot's Magical Christmas,1995,30,"Animation,Family,Short",spots magical christmas,7.6,59,TRUE,FALSE,FALSE,FALSE
tt1765664,movie,A Christmas Miracle,A Christmas Miracle,2009,NA,Comedy,a christmas miracle,7.5,11,TRUE,FALSE,FALSE,FALSE
tt17663776,tvMovie,A Royal Christmas Match,A Royal Christmas Match,2022,85,"Comedy,Romance",a royal christmas match,5.5,293,TRUE,FALSE,FALSE,FALSE
tt1783367,video,Santa Preys for X-mas,Santa Preys for X-mas,2010,3,"Action,Comedy,Horror",santa preys for xmas,8.5,22,TRUE,FALSE,FALSE,FALSE
tt1785287,tvMovie,An Old Fashioned Christmas,An Old Fashioned Christmas,2010,88,Drama,an old fashioned christmas,5.9,467,TRUE,FALSE,FALSE,FALSE
tt1789982,video,We Wish You a Turtle Christmas,We Wish You a Turtle Christmas,1994,25,"Comedy,Musical,Short",we wish you a turtle christmas,2.2,434,TRUE,FALSE,FALSE,FALSE
tt1790621,tvMovie,A Kiss for Christmas,A Christmas Kiss,2011,96,"Comedy,Romance",a kiss for christmas,6.1,4940,TRUE,FALSE,FALSE,FALSE
tt1795004,movie,The Last Holiday,The Last Holiday,2009,50,Crime,the last holiday,7.1,45,FALSE,FALSE,FALSE,TRUE
tt1798141,video,Disney's Christmas Favorites,Disney's Christmas Favorites,2008,58,Animation,disneys christmas favorites,5.9,113,TRUE,FALSE,FALSE,FALSE
tt1806954,movie,Lost Christmas,Lost Christmas,2011,89,"Drama,Family",lost christmas,7,1494,TRUE,FALSE,FALSE,FALSE
tt1807047,tvMovie,The Night Before Christmas Carol,The Night Before Christmas Carol,2010,57,NA,the night before christmas carol,5.8,23,TRUE,FALSE,FALSE,FALSE
tt18077672,tvMovie,Jolly Good Christmas,Jolly Good Christmas,2022,90,"Comedy,Romance",jolly good christmas,6.6,1335,TRUE,FALSE,FALSE,FALSE
tt1807892,tvMovie,Holiday Engagement,Holiday Engagement,2011,97,"Comedy,Romance",holiday engagement,6,4150,FALSE,FALSE,FALSE,TRUE
tt1811319,video,My Dog's Christmas Miracle,My Dog's Christmas Miracle,2011,91,"Comedy,Drama,Family",my dogs christmas miracle,4.6,295,TRUE,FALSE,FALSE,FALSE
tt1813195,tvMovie,Bob Hope's Cross-Country Christmas,Bob Hope's Cross-Country Christmas,1991,60,Music,bob hopes crosscountry christmas,8.2,15,TRUE,FALSE,FALSE,FALSE
tt1813773,tvMovie,At Home for Christmas,À la maison pour Noël,2011,84,"Comedy,Drama",at home for christmas,5.8,113,TRUE,FALSE,FALSE,FALSE
tt18178194,tvMovie,A Tiny Home Christmas,A Tiny Home Christmas,2022,90,"Drama,Romance",a tiny home christmas,5.3,252,TRUE,FALSE,FALSE,FALSE
tt18239364,movie,The Christmas Challenge,The Christmas Challenge,2022,86,"Comedy,Romance",the christmas challenge,4.8,42,TRUE,FALSE,FALSE,FALSE
tt1825712,tvMovie,Christmas Spirit,Christmas Spirit,2011,88,"Drama,Family,Fantasy",christmas spirit,3.8,154,TRUE,FALSE,FALSE,FALSE
tt18260368,movie,A Christmas Gift,A Christmas Gift,2022,90,Family,a christmas gift,6.2,45,TRUE,FALSE,FALSE,FALSE
tt18263854,movie,The Christmas Games,Navidad en Vivo,2022,NA,Comedy,the christmas games,6.9,28,TRUE,FALSE,FALSE,FALSE
tt18278400,tvMovie,Cloudy with a Chance of Christmas,Cloudy with a Chance of Christmas,2022,90,"Comedy,Romance",cloudy with a chance of christmas,5.6,337,TRUE,FALSE,FALSE,FALSE
