"","species","id","name","sex","accuracy","birthYear","acquisition","originDate","originLocation","mother","father","transfers","currently","region","status","statusDate","COD","notes","transferDate","transfer","entryDate"
"1035","Commerson's","NOA0005515, SWC-CC-9528","Cookie","F","a","1995","Born",1995-09-08,"SeaWorld San Diego","Oreo",NA,NA,"SeaWorld San Diego","US","Died",2003-12-28,"Subacute degenerative hepatopathy",NA,NA,"US",1995-09-08
"1036","Commerson's","NOA0005697, SWC-CC-9726",NA,"F","a","1997","Born",1997-09-25,"SeaWorld San Diego",NA,NA,NA,"SeaWorld San Diego","US","Died",1997-10-24,"Gastropathy, nephropathy",NA,NA,"US",1997-09-25
"1037","Killer Whale; Orca","NOA0005770, SWF-OO-9801","Sumar","M","a","1998","Born",1998-05-14,"SeaWorld Orlando","Taima","Tilikum","SeaWorld Orlando to SeaWorld San Diego (08-Mar-1999) to SeaWorld Aurora (15-Apr-2000) to SeaWorld San Diego (18-Feb-2001)","SeaWorld San Diego","US","Died",2010-09-07,"Acute intestinal and mesenteric volvulus",NA,NA,"US",1998-05-14
"1038","Bottlenose","NOA0005792, SWC-TTG-9827","Jones","M","a","1998","Born",1998-10-19,"SeaWorld San Diego","Gracie(T.t. gilli)","Crunch",NA,"SeaWorld San Diego","US","Died",2000-04-14,"Acute erysipelas",NA,NA,"US",1998-10-19
"1039","Commerson's","NOA0005967, SWC-CC-0126","Rachel","F","a","2001","Born",2001-06-08,"SeaWorld San Diego","Betsy","Juan",NA,"SeaWorld San Diego","US","Died",2003-12-15,"Severe fatty liver",NA,NA,"US",2001-06-08
"1040","Bottlenose","NOA0006065, SWC-TT-O226","Penny's Calf","F","a","2002","Born",2002-09-03,"SeaWorld San Diego","Penny","Crunch",NA,"SeaWorld San Diego","US","Died",2002-10-19,"-",NA,NA,"US",2002-09-03
"1041","Bottlenose","NOA0006326, SWC-TT-0626","Osa","F","a","2006","Born",2006-04-13,"SeaWorld San Diego","Daphne","Razzle",NA,"SeaWorld San Diego","US","Died",2007-01-30,"-",NA,NA,"US",2006-04-13
"1042","Pilot, Short-fin","NOA0006707","Sully","M","e","2006","Rescue",2009-07-14,"Curacao",NA,NA,"Curacao, Caribbean to Dolphin Academy (14-Jul-2009) to SeaWorld San Diego (04-Jan-2010)","SeaWorld San Diego","US","Died",2012-05-23,"degenerative hepatopathy","Hearing impaired?",NA,"US",2009-07-14
"1043","Bottlenose","NOA0006580, SWC-TT-0928","Montenegro","M","a","2009","Born",2009-09-05,"SeaWorld San Diego","Cascade","Crunch",NA,"SeaWorld San Diego","US","Died",2016-10-04,"Acute Fungal Encephalit",NA,NA,"US",2009-09-05
"1044","White-sided, Pacific","NOA0002537, SWC-LO-8008",NA,"M","e",NA,"Capture",1980-02-01,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to SeaWorld San Diego (01-Feb-1980) to SeaWorld San Antonio (1988 ~ 1992) to Shedd Aquarium (22-Aug-2005)","Shedd Aquarium","US","Died",2007-07-23,"Chronic progressive pleuritis",NA,NA,"US",1980-02-01
"1045","White-sided, Pacific","NOA0003696, #10","Sira","F","e","1985","Capture",1988-11-21,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Long Marine Laboratory (21-Nov-1988) to Shedd Aquarium (14-Mar-1991)","Shedd Aquarium","US","Died",2004-12-03,"-",NA,NA,"US",1988-11-21
"1046","White-sided, Pacific","NOA0003697, #11","Bulea","M","e","1985","Capture",1988-11-30,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Long Marine Laboratory (30-Nov-1988) to Shedd Aquarium (14-Mar-1991)","Shedd Aquarium","US","Died",1998-05-28,"Chronic pneumonia",NA,NA,"US",1988-11-30
"1047","White-sided, Pacific","#12","Tique","F","e","1985","Capture",1988-12-12,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Long Marine Laboratory (12-Dec-1988) to Shedd Aquarium (14-Mar-1991) to Mystic Aquarium (30-Aug-2008) to Miami Seaquarium (17-Apr-2009) to Shedd Aquarium (??-Oct-2010)","Shedd Aquarium","US","Died",2015-01-23,"Euthanasia (deteriorating kidney disease)",NA,NA,"US",1988-12-12
"1048","Beluga","NOA0003699","Immiayuk","F","e","1986","Capture",1989-07-21,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Point Defiance Zoo (05-Aug-1989) to Shedd Aquarium (04-Mar-1991)","Shedd Aquarium","US","Died",1999-12-26,"Cause not reported",NA,NA,"US",1989-07-21
"1049","Beluga","NOA0003700","Puiji","F","e","1986","Capture",1989-07-26,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Point Defiance Zoo (05-Aug-1989) to Shedd Aquarium (04-Mar-1991) to Mystic Aquarium (29-Aug-2008) to Shedd Aquarium (24-Apr-2009)","Shedd Aquarium","US","Died",2011-10-26,"Possibly age-related",NA,NA,"US",1989-07-26
"1050","Beluga","NOA0003704","#","F","e",NA,"Capture",1992-08-13,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Shedd Aquarium (18-Aug-1992)","Shedd Aquarium","US","Died",1992-09-22,"Acute cardiovascular collapse, due to overdose of de-worming medication","Part of the last beluga capture in Canada",NA,"US",1992-08-13
"1051","Beluga","NOA0003705","#","M","e",NA,"Capture",1992-08-14,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Shedd Aquarium (18-Aug-1992)","Shedd Aquarium","US","Died",1992-09-22,"Acute cardiovascular collapse, due to overdose of de-worming medication","Part of the last beluga capture in Canada",NA,"US",1992-08-14
"1052","White-sided, Pacific","NOA0003709, #15","Quitz","M","e","1988","Capture",1993-11-27,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Kettenburg Marine (27-Nov-1993) to Shedd Aquarium (22-Dec-1993)","Shedd Aquarium","US","Died",1995-02-24,"Acute Erysipelas septicemia","Part of last dolphin capture in the U.S.",NA,"US",1993-11-27
"1053","Beluga","NOA0005850","Puiji's Calf","M","a","1999","Born",1999-07-23,"Shedd Aquarium","Puiji","Naluark",NA,"Shedd Aquarium","US","Died",1999-08-24,"-",NA,NA,"US",1999-07-23
"1054","Beluga","NOA0006608, 8302","Naya's Calf","M","a","2009","Born",2009-12-20,"Shedd Aquarium","Naya","Naluark",NA,"Shedd Aquarium","US","Died",2009-12-22,"-",NA,NA,"US",2009-12-20
"1055","Bottlenose","NOA0002852, SWC-TT-8741","White Pec","M","e",NA,"Capture",1972-11-21,"Atlantic Ocean",NA,NA,"Atlantic Ocean to Marineland of the Pacific (21-Nov-1972) to Six Flags Discovery Kingdom (11-Nov-1986)","Six Flags Discovery Kingdom","US","Died",1987-05-09,"Glomerular sclerosis, myocarditis","White Pec was on breeding loan from Marineland of the Pacific, when the park sold his ownership was transferred to SeaWorld but he remained on loan until his death.",NA,"US",1972-11-21
"1056","Bottlenose","NOA0001435, AZA 72, TT06, TT8018","Terry","F","e","1960","Capture",1973-06-30,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (30-Jun-1973) to Marine World Africa USA (05-Jan-1980) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (01-Oct-2011) to Compano Bay, Texas (22-Apr-1978)","Six Flags Discovery Kingdom","US","Died",2011-10-01,"Old age",NA,NA,"US",1973-06-30
"1057","Bottlenose","NOA0001433, AZA 147, TT8016","Bayou","M","e","1975","Capture",1978-04-22,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (08-Sep-2001) to Compano Bay, Texas (22-Apr-1978)","Six Flags Discovery Kingdom","US","Died",2001-09-08,"Sepsis, shock",NA,NA,"US",1978-04-22
"1058","Bottlenose","NOA0001432, AZA 161, TT8015","Schooner","U","e","1975","Capture",1978-04-22,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (13-Nov-1999) to Compano Bay, Texas (22-Apr-1978)","Six Flags Discovery Kingdom","US","Died",1999-11-13,"Septicemia, liver disease",NA,NA,"US",1978-04-22
"1059","Bottlenose","NOA0001431, AZA 149, TT8013","Stormy","F","e","1975","Capture",1978-04-22,"Compano Bay, TX",NA,NA,"Compano Bay, Texas to Sea-Arama Marineworld (22-Apr-1978) to Marine World Africa USA (07-Jun-1978) to Six Flags Discovery Kingdom (??-???-1985) to Six Flags Discovery Kingdom (22-Feb-2006) to Mississippi, Gulf of Mexico (23-Aug-1983)","Six Flags Discovery Kingdom","US","Died",2006-02-22,"Euthanasia",NA,NA,"US",1978-04-22
"1060","Bottlenose","NOA0001519","Sadie's Calf","M","a","1992","Born",1992-06-03,"Six Flags Discovery Kingdom","Sadie",NA,NA,"Six Flags Discovery Kingdom","US","Died",1992-06-21,"Aspiration pneumonia",NA,NA,"US",1992-06-03
"1061","Bottlenose","NOA0001509, AZA 529, TT9403","Sadie's Calf","F","a","1994","Born",1994-05-05,"Six Flags Discovery Kingdom","Sadie",NA,NA,"Six Flags Discovery Kingdom","US","Died",1994-05-13,"Brain hemorrhage",NA,NA,"US",1994-05-05
"1062","Bottlenose","AZA 572","Sadie's Calf","M","a","1996","Born",1996-04-28,"Six Flags Discovery Kingdom","Sadie",NA,NA,"Six Flags Discovery Kingdom","US","Died",1996-05-20,"-",NA,NA,"US",1996-04-28
"1063","Bottlenose","AZA 576","Terry's Calf","M","a","1996","Born",1996-05-28,"Six Flags Discovery Kingdom","Terry","Merlin",NA,"Six Flags Discovery Kingdom","US","Died",1996-05-28,"-",NA,NA,"US",1996-05-28
"1064","Bottlenose","NOA0005889, TT00527","Jasmine's Calf","M","a","2000","Born",2000-05-27,"Six Flags Discovery Kingdom","Jasmine",NA,NA,"Six Flags Discovery Kingdom","US","Died",2000-06-17,"Pulmonary abscess",NA,NA,"US",2000-05-27
"1065","Bottlenose","AZA 1092","Stormy's Calf","F","a","2003","Born",2003-05-02,"Six Flags Discovery Kingdom","Stormy","Merlin",NA,"Six Flags Discovery Kingdom","US","Died",2003-05-02,"-",NA,NA,"US",2003-05-02
"1066","Bottlenose","AZA 1098","Jasmine's Calf","F","a","2005","Born",2005-04-17,"Six Flags Discovery Kingdom","Jasmine",NA,NA,"Six Flags Discovery Kingdom","US","Died",2005-04-30,"-","Born with a birth defect",NA,"US",2005-04-17
"1067","Bottlenose","NOA0006495, AZA 1232, SWC-TT-0826","Cortez","M","a","2008","Born",2008-07-14,"SeaWorld San Diego","Dottie","Crunch","SeaWorld San Diego to Six Flags Discovery Kingdom (11-Feb-2013)","Six Flags Discovery Kingdom","US","Died",2015-10-26,"Euthanasia",NA,NA,"US",2008-07-14
"1068","Bottlenose","NOA0006641","Titan","M","a","2010","Born",2010-05-23,"Six Flags Discovery Kingdom","Jasmine","A.I., Talon",NA,"Six Flags Discovery Kingdom","US","Died",2012-02-17,"-","Sired through artificial insemination, Talon lives at Dolphin Research Center",NA,"US",2010-05-23
"1069","Bottlenose","NOA00010127","Mirabella","F","a","2014","Born",2014-01-09,"Six Flags Discovery Kingdom","Bella","Semo",NA,"Six Flags Discovery Kingdom","US","Died",2014-04-18,"Bacterial pneumonia",NA,NA,"US",2014-01-09
"1070","Bottlenose","NOA0002135, 292032TSA","Cobie","M","a","1992","Born",1992-03-26,"National Aquarium","Hailey","Akai","National Aquarium to Texas State Aquarium (26-Oct-2005)","Texas State Aquarium","US","Died",2007-09-21,"Chronic illness",NA,NA,"US",1992-03-26
"1071","Bottlenose","NOA0005368",NA,"U","e",NA,"Capture",1958-01-01,"Florida?",NA,NA,"Florida? to Theater of the Sea (??-???-1958)","Theater of the Sea","US","Died",1973-09-25,"-",NA,NA,"US",1958-01-01
"1072","Bottlenose","NOA0005369, AZA 26","Jeannie Ii","F","e","1960","Capture",1963-01-01,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (??-???-1963)","Theater of the Sea","US","Died",1984-09-23,"Necrosis, hemorrhage",NA,NA,"US",1963-01-01
"1073","Bottlenose","NOA0005371, AZA 111","Nicky","M","e","1971","Capture",1975-02-06,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (06-Feb-1975)","Theater of the Sea","US","Died",1999-09-24,"Undetermined",NA,NA,"US",1975-02-06
"1074","Bottlenose","NOA0005372, AZA 121","Buttons Ii","M","e","1972","Capture",1975-08-15,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (15-Aug-1975)","Theater of the Sea","US","Died",2000-10-22,"Nephrosis",NA,NA,"US",1975-08-15
"1075","Bottlenose","NOA0005373, AZA 153","Bubbles","F","e","1974","Capture",1976-12-06,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (06-Dec-1976)","Theater of the Sea","US","Died",2001-12-07,"Cerebral hemorrhage",NA,NA,"US",1976-12-06
"1076","Bottlenose","NOA0005385, AZA 174","Kona","F","e","1976","Capture",1978-10-21,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Marine Animal Productions (21-Oct-1978) to Theater of the Sea (19-Dec-1987)","Theater of the Sea","US","Died",2014-10-01,"-","Estimated date of death, removed from website in October 2014",NA,"US",1978-10-21
"1077","Bottlenose","NOA0005380","Misty","F","a","1984","Born",1984-09-01,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Died",1985-10-13,"Undetermined",NA,NA,"US",1984-09-01
"1078","Bottlenose","NOA0005379, AZA 273","Jeannie Iii","F","e","1981","Capture",1985-05-08,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (08-May-1985)","Theater of the Sea","US","Died",2000-08-26,"Septicemia",NA,NA,"US",1985-05-08
"1079","Bottlenose","NOA0003409, AZA 269","Howard","M","e","1981","Capture",1985-05-09,"Florida Keys",NA,NA,"Florida Keys to Unknown Holder, possibly TOTS (09-May-1985) to West Edmonton Mall (07-Sep-1985) to Theater of the Sea (23-May-2004)","Theater of the Sea","US","Died",2005-04-30,"Cerebral hemorrhage",NA,NA,"US",1985-05-09
"1080","Bottlenose","NOA0005380",NA,"F","a","1985","Miscarriage",1985-09-29,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Miscarriage",1985-09-29,"-",NA,NA,"US",1985-09-29
"1081","Bottlenose","NOA0005382, S86-M1","Sonny","M","e","1983","Capture",1986-09-11,"Florida Keys",NA,NA,"Florida Keys to Theater of the Sea (11-Sep-1986)","Theater of the Sea","US","Died",1988-04-14,"Liver failure, hepatitis",NA,NA,"US",1986-09-11
"1082","Bottlenose","NOA0005384","Boomer","F","a","1986","Born",1986-11-04,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Died",1988-07-06,"Liver failure",NA,NA,"US",1986-11-04
"1083","Bottlenose","NOA0005386","Calf ","F","a","1988","Born",1988-01-17,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Died",1988-02-11,"Metabolic, idiopathic",NA,NA,"US",1988-01-17
"1084","Bottlenose","NOA0005387","Tetra","M","a","1989","Born",1989-07-26,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Died",1989-08-01,"Pulmonary compromise, septicemia",NA,NA,"US",1989-07-26
"1085","Bottlenose","NOA0005388, AZA 445","Shiloh","F","a","1990","Born",1990-08-08,"Theater of the Sea",NA,NA,NA,"Theater of the Sea","US","Died",2000-11-19,"Pulmonary abscess",NA,NA,"US",1990-08-08
"1086","Bottlenose","NOA0005389, AZA 462","Thunder","M","a","1991","Born",1991-08-18,"Theater of the Sea","Jeannie III","Nicky",NA,"Theater of the Sea","US","Died",2003-09-01,"Chronic tracheitis",NA,NA,"US",1991-08-18
"1087","Bottlenose","NOA0005390, AZA 515","Ariel","M","a","1993","Born",1993-10-18,"Theater of the Sea","Bubbles","Nicky",NA,"Theater of the Sea","US","Died",1997-01-26,"Pneumonia",NA,NA,"US",1993-10-18
"1088","Bottlenose","NOA0005391, AZA 546","Lightning","M","a","1994","Born",1994-11-08,"Theater of the Sea","Jeannie III","Nicky",NA,"Theater of the Sea","US","Died",1996-12-07,"Severe chronic bronchitis",NA,NA,"US",1994-11-08
"1089","Bottlenose","NOA0005392, AZA 547","Echo","M","a","1994","Born",1994-11-12,"Theater of the Sea","Sherry","Nicky",NA,"Theater of the Sea","US","Died",1999-04-26,"Gross mass on thyroid",NA,NA,"US",1994-11-12
"1090","Bottlenose","NOA0006026, AZA 596","Twister","M","a","1996","Born",1996-11-21,"Theater of the Sea","Jeannie III","Nicky",NA,"Theater of the Sea","US","Died",2013-01-17,"(Possibly 27-Jan?)",NA,NA,"US",1996-11-21
"1091","Bottlenose","NOA0006001, AZA 697, MARS0025","Eclipse","M","e",NA,"Rescue",2000-01-19,"Florida Keys",NA,NA,"Florida Keys to MARS, Keys Marine Lab (19-Jan-2000) to Theater of the Sea (29-Feb-2000)","Theater of the Sea","US","Died",2007-10-16,"Hepatic issues","Stranded as a neonate, bottle fed",NA,"US",2000-01-19
"1092","Bottlenose","NOA0006027, AZA 696","Savannah","F","a","2000","Born",2000-05-12,"Theater of the Sea","Jeannie III","Stormy",NA,"Theater of the Sea","US","Died",2004-10-06,"Uterine infection",NA,NA,"US",2000-05-12
"1093","Bottlenose","UNK0000147, NOA0004911, TG-550","Papalepap","M","e","1960","Capture",1962-01-01,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to Sea Life Park (1960s?) to U.S. Navy MMP (30-Aug-1975*)","U.S. Navy","US","Died",1978-05-27,"Septicemia","*Or 30-Sep (conflicting dates between MMIRs).",NA,"US",1962-01-01
"1094","Bottlenose","NOA0004866, TT-000","Mauimau","M","e","1958","Capture",1962-09-15,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (15-Sep-1962)","U.S. Navy","US","Died",1996-07-03,"Stroke, old age","Previously named ""Dash"", custody transferred on 18-Nov-1962.",NA,"US",1962-09-15
"1095","Bottlenose","NOA0004875, TT-020","Cyclopscyc","F","e","1959","Capture",1966-01-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1966)","U.S. Navy","US","Died",1987-02-06,"Pulmonary congestion and edema",NA,NA,"US",1966-01-01
"1096","Bottlenose","NOA0004892, TT-077","Wavewav","F","e","1945","Capture",1966-01-02,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1966)","U.S. Navy","US","Died",1977-08-23,"Septicemia",NA,NA,"US",1966-01-02
"1097","Bottlenose","NOA0004872, TT-016","Snoopersno","M","e","1964","Capture",1967-01-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)","U.S. Navy","US","Died",1980-04-09,"Renal failure",NA,NA,"US",1967-01-01
"1098","Bottlenose","NOA0004873, TT-017","Snorkelsnr","M","e","1965","Capture",1967-01-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)","U.S. Navy","US","Died",1978-04-19,"Drowning",NA,NA,"US",1967-01-01
"1099","Bottlenose","NOA0004882, TT-032","Svensvn","M","e","1964","Capture",1967-01-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1967)","U.S. Navy","US","Died",1983-09-01,"Gastroenteritis",NA,NA,"US",1967-01-01
"1100","Bottlenose","NOA0004868, TT-004","Toadtod","F","e","1958","Capture",1968-03-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (27-Jun-1968)","U.S. Navy","US","Died",2008-02-09,"with wild dolphins","Custody transfer on 08-Apr-1968.",NA,"US",1968-03-01
"1101","Bottlenose","NOA0004867, TT-001","Slansla","F","e","1960","Capture",1968-04-08,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (09-May-1968)","U.S. Navy","US","Died",1995-08-06,"Histoplasmosis",NA,NA,"US",1968-04-08
"1102","Bottlenose","NOA0004870, TT-010","Konakna","M","e","1965","Capture",1969-09-15,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)","U.S. Navy","US","Died",1976-12-03,"Terminal septicemia",NA,NA,"US",1969-09-15
"1103","Bottlenose","NOA0004871, TT-011","E'hikuehi","M","e","1963","Capture",1969-09-18,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)","U.S. Navy","US","Died",1992-04-11,"Septicemia",NA,NA,"US",1969-09-18
"1104","Bottlenose","NOA0004869, TT-008","E'kahieha","M","e","1962","Capture",1969-09-18,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (25-Sep-1969)","U.S. Navy","US","Died",2004-08-05,"Bacterial bronchopneumonia",NA,NA,"US",1969-09-18
"1105","Bottlenose","NOA0004874, TT-018","Heptunahep","M","e","1964","Capture",1970-01-01,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (??-???-1970)","U.S. Navy","US","Died",2010-04-30,"Anaphylaxis",NA,NA,"US",1970-01-01
"1106","Bottlenose","NOA0004935, TT-021","Shebashe","F","e","1967","Capture",1970-10-14,"Unknown, FL, US",NA,NA,"Florida, unknown to U.S. Navy MMP (18-Oct-1970)","U.S. Navy","US","Died",1979-12-20,"Undetermined",NA,NA,"US",1970-10-14
"1107","Bottlenose","NOA0004897, TG-419","Ivaniay","M","e","1964","Capture",1971-09-14,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to Los Angeles Zoo?* (14-Sep-1971) to U.S. Navy MMP (02-Dec-1971)","U.S. Navy","US","Died",1991-03-27,"Heart failure","*Collected for the Japanese Deer Park (CA)?",NA,"US",1971-09-14
"1108","Bottlenose","NOA0004876, TT-024","Ottooto","M","e","1966","Capture",1971-09-16,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Sep-1971)","U.S. Navy","US","Died",1989-02-17,"Septicemia",NA,NA,"US",1971-09-16
"1109","Bottlenose","NOA0004885, TT-037","Little Bitbit","F","e","1969","Capture",1972-02-01,"Florida",NA,NA,"Florida, unknown to U.S. Navy MMP (28-Jul-1972)","U.S. Navy","US","Died",1986-03-25,"Possible fish toxicity","Custody transferred on 21-Jul-1972.",NA,"US",1972-02-01
"1110","Bottlenose","NOA0004878, TT-026","E'hukaiehu","M","e","1965","Capture",1972-02-17,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Feb-1972)","U.S. Navy","US","Died",1981-01-05,"Undetermined",NA,NA,"US",1972-02-17
"1111","Bottlenose","NOA0004877, TT-025","Coa","M","e","1965","Capture",1972-02-18,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (18-Feb-1972)","U.S. Navy","US","Died",1976-03-08,"Peritonitis",NA,NA,"US",1972-02-18
"1112","Bottlenose","NOA0004879, TT-028","Greengrn","F","e","1963","Capture",1972-02-23,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (23-Feb-1972)","U.S. Navy","US","Died",1980-01-23,"Gastric impaction",NA,NA,"US",1972-02-23
"1113","Bottlenose","NOA0004884, TT-036","Cjo","M","e","1970","Capture",1972-06-01,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (01-Jun-1972)","U.S. Navy","US","Died",1975-11-04,"Septicemia","May have been named ""C.J.""",NA,"US",1972-06-01
"1114","Bottlenose","NOA0004887, TT-039","Wit","F","e","1967","Capture",1972-06-01,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Jul-1972)","U.S. Navy","US","Died",1976-03-26,"Drowning","Custody transferred on 14-Jul-1972.",NA,"US",1972-06-01
"1115","Bottlenose","NOA0004888, TT-041","Sergeantsrg","M","e","1963","Capture",1972-06-01,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (01-Jun-1972)","U.S. Navy","US","Died",1976-09-01,"Infection",NA,NA,"US",1972-06-01
"1116","Bottlenose","NOA0004886, TT-038","Whiskeywis","M","e","1965","Capture",1972-06-22,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Jul-1972)","U.S. Navy","US","Died",1991-05-11,"Glomerulosclerosis","Custody transferred on 21-Jul-1972.",NA,"US",1972-06-22
"1117","Bottlenose","NOA0004883, TT-034","Goosegoo","F","e","1968","Capture",1972-06-24,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (24-Jun-1972)","U.S. Navy","US","Died",1979-10-11,"Bronchopneumonia",NA,NA,"US",1972-06-24
"1118","Bottlenose","NOA0004880, TT-029","Anakoaana","M","e","1966","Capture",1972-07-11,"Florida",NA,NA,"Florida, unknown to U.S. Navy MMP (11-Jul-1972)","U.S. Navy","US","Died",1978-10-17,"Gastric foreign body",NA,NA,"US",1972-07-11
"1119","Bottlenose","NOA0004881, TT-031","Blueblu","F","e","1965","Capture",1972-07-28,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (28-Feb-1972)","U.S. Navy","US","Died",NA,"Euthanasia","Returned (from where?) on 01-Oct-1998?",NA,"US",1972-07-28
"1120","Bottlenose","NOA0004891, TT-044","Gen","F","e","1965","Capture",1972-10-24,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (21-Nov-1972)","U.S. Navy","US","Died",1977-10-11,"Drowning",NA,NA,"US",1972-10-24
"1121","Bottlenose","NOA0004951, TT-455","Lauralor","F","e","1961","Capture",1972-11-06,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (06-Nov-1972)","U.S. Navy","US","Died",1982-05-24,"Abscess and septicemia",NA,NA,"US",1972-11-06
"1122","Bottlenose","NOA0004950, TT-453","Pandorapan","F","e","1960","Capture",1972-11-06,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (06-Nov-1972)","U.S. Navy","US","Died",1985-08-09,"Chronic debilitation",NA,NA,"US",1972-11-06
"1123","Bottlenose","NOA0004889, TT-042","Buckbuc","M","e","1968","Capture",1972-11-12,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (14-Nov-1972)","U.S. Navy","US","Died",1996-07-06,"Polyserositis",NA,NA,"US",1972-11-12
"1124","Bottlenose","NOA0004902, TT-490","Maukamay","M","e","1966","Capture",1974-07-09,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)","U.S. Navy","US","Died",2000-04-29,"Chronic extensive severe derma(...)","""Orange""?",NA,"US",1974-07-09
"1125","Bottlenose","NOA0004894, TT-389",NA,"F","e","1960","Capture",1974-07-09,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (16-Jul-1974)","U.S. Navy","US","Died",1974-07-16,"Toxic hepatitis",NA,NA,"US",1974-07-09
"1126","Bottlenose","NOA0004896, TT-392",NA,"F","e","1971","Capture",1974-07-09,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (16-Jul-1974)","U.S. Navy","US","Died",1974-07-16,"Toxic hepatitis","Toxic hepatitis",NA,"US",1974-07-09
