language_iso_code,tweet,label,intended_use
hau,"@user Jan-kunne! Jan-kunne!! Jan-kunne!!! 😎😎😎 Ya kamata tarayyar Afrika ta ja kunnen shugaba Trump da kada ya kuskura ya kawo yamutsi a siyasar Amurka. Tunda dai sun ce gyara kayan ka ba ya zama sauke mu raba. Ashe dai kunnen-jaki ba ƙashi ba ne, tsoka ce?",neutral,train
hau,@user Amma jiya cewa kukayi yace ayi sallah Eid a gida?? 🤔 yanzu kun samu sahihin labari koh?,neutral,train
hau,@user Mun ji dan jine dole ba yarda bah😎,neutral,train
hau,@user Wai har yanxu bai farfado bane daga suman da yayi 😹😹,neutral,train
hau,@user Is it 'tantabara' or 'tattabara' 🤷‍♂️,neutral,train
hau,@user @user Hajiyar market wato komai nasayarwane 😂😂😂💔,neutral,train
hau,"@user No kayan aure No kayan daki 🤕🤕,idan aka hana kayan aure kmr an hana kayan dakine🙄🙄",neutral,train
hau,"@user Yin hidiman ai ra'ayi ne, saboda haka ko hakuri da xaman kasan ma ai hidima ne🙄, don kuwa kana Nan wasu na can suna ci da guminka.",neutral,train
hau,@user 🤣🤣🤣kAratuna bae kawo. Nam ba dan Allah a fassaramin da yare hausa🙏🏻🙏🏻🙏🏻🙏🏻,neutral,train
hau,@user Za’a futa operation Harda yin makeup 😂😂,neutral,train
hau,@user Shhini rijiya batasu 👈 ga fassarana,neutral,train
hau,@user Ashe maulana ma yana cikin gwamnati😋,neutral,train
hau,@user Kema kice kina tabawa kenn🤔😂,neutral,train
hau,@user @user Why not yaya Ali koh shi ba cele bane?🤣😂,neutral,train
hau,@user yakamata abawa yan karota bindiga suma😂😂😂,neutral,train
hau,@user Ke habaaaa😠😠😠😠😠😠😠😠 Nakosa inje kince mati a sambisa...,neutral,train
hau,@user Yazama Dan siyasa kenan 🤔,neutral,train
hau,@user Yauma tubula-ssara'ir na nan zuwa Mama. Ki komai ba komai fah!😂🤜,neutral,train
hau,@user I think Nairobi ce tafi dacewa🤗🤗fa,neutral,train
hau,@user Aljanu zasu rinka kamawa cikin dare🤔,neutral,train
hau,@user Waye kenan zai kafa? Ince ba ganduje ba kam 🤔?,neutral,train
hau,@user A'a kawai dai kice kin bar min shi 😄 @user @user,neutral,train
hau,"@user 👌Ina ganin 'ya mace kamar Zahra Buhari, kuma ' ya ta gaban goshin MB ganawa da ita kan (10k only) yayi matuqar Araha.",neutral,train
hau,"@user Aa bakai kadai bakam, Ahmadu Umaru Fintiri baya taba wuce 23-24 yake biyan albashi, Adamawa sai madalla 🙏 👏🏼",neutral,train
hau,@user Ina ruwan biri🐒 da fada🌁,neutral,train
hau,@user Biya ake ko customer care ne🤔,neutral,train
hau,@user Ahaf dukda zadar maidin kenan🤗,neutral,train
hau,@user Suzanne baza ta barki ba😀,neutral,train
hau,@user Ko Tsoro camera man📽 bayayi😲,neutral,train
hau,@user To fa amarya ta bada umarnin kama uwar gida to taya hakan zai faru 🙄🙄🙄🙄🙄,neutral,train
hau,@user Hmm nidai bakina da goro🏃‍♀️😅,neutral,train
hau,@user Kasan me yasa Allah bai baka gwamna a kano ba toh kabiyo ta DM dina zan fada ma😎,neutral,train
hau,"@user Kowa mace ce ta haife shi. Shin, akwai wanda zai manta uwarsa?😏",neutral,train
hau,@user Aww dama yayi karatu😭,neutral,train
hau,@user Ai sunce ba'ama kamashi ba. To wane kwatoshi zasuyi kuma? 😏,neutral,train
hau,@user 😁😁😁😁 wlh BBC HAUSA kaga ne ko,neutral,train
hau,"So contract is """""""""""""""""""""""""""""""" kwantiragi""""""""""""""""""""""""""""""""😂😂 “@user: Hazard ya tsawaita kwantiraginsa da Chelsea http://t.co/GZt4Lce77c”",neutral,train
hau,@user Laaaaaaa🤔 Ashe shima Ganduje ya zaba😂,neutral,train
hau,@user Me yakai ga kotu bayan ga tukunya 😂,neutral,train
hau,@user Eh amma an gani a kasar mu niger 🇳🇪 🙏😂,neutral,train
hau,@user Rahama Rahama Rahama Rahama Rahama Rahama Rahama Rahama Rahama Rahama Rahama don't leave me 😂😂😂,neutral,train
hau,"@user @user @user @user @user @user @user @user 💃😃Khalipa ,Dikko and Nuhu💃.Cant wait.",neutral,train
hau,@user Series din da tun tuni angama me ko za ace akan sa🤷‍♀️,neutral,train
hau,@user Wanan al adace mara ma ana 🤪🤪,neutral,train
hau,@user Kai ana maganar Bam kana maganar follow bck🙄,neutral,train
hau,@user Dama ae nashine da za'a Sami Wani yaleƙa cikin takalmin sunanshi zaku kagi believe me 😂🤣🤔💯💯🤍🙏,neutral,train
hau,@user Gaskiya a dawo da lukman sumayya ta aura saboda bazata samu kamanshiba while mahmud kuma bana so ya samu laila bayan ya rasa sumayya abarshi ya kare da naja ta annabi 😂😂,neutral,train
hau,@user Gsky kara a takatar dasu😎,neutral,train
hau,@user Wai batason zuwa Dubai sbd gidan kowa ne 🤔😂 to mu ki mana visa mana,neutral,train
hau,@user Yan Kannywood kadai ake wa interview. Mu da ba celeb ba mu boye kan mu 🤣,neutral,train
hau,"@user @user, kowa yayi fada da damisa bai san dadin yi da zaki ba 😁",neutral,train
hau,@user Harda rubuta mai farfesa 🤣🤣,neutral,train
hau,@user 😂😂😂 su Damisar Takadda sune agaba gaba...,neutral,train
hau,@user Koh ni bazan bata shawara baaa🙈🙈,neutral,train
hau,@user Duniyar masu likimo 😅😅,neutral,train
hau,@user Bamu gani ba ..a niger 🙄,neutral,train
hau,@user Gaskiya y kamata ayi protest akan hakan tun kafi ya gagare mu😓,neutral,train
hau,@user Gsky mlm aminu mu aka ayemawa duka🤕🤕 ba ummar bah SBD ummar nakowa baida damuwa nasow mahamud presdo yakama ammah ai next episode presdo bai hakuraba,neutral,train
hau,@user ba sani ba sabo kenan😂,neutral,train
hau,@user Babbar magana d'an-sanda yaga gawar soja 😂😂😂,neutral,train
hau,@user Dayake sauqa daga bene be ko🥺,neutral,train
hau,@user 2 -1 🙄😏Amma banso haka ba,neutral,train
hau,@user Chap saide amusu kam Amma ni lafiya na kalau da hankali baza’amin ba😒,neutral,train
hau,@user Zamu Kai kukan mu wajin wanda bai bacci wanda kullu yana jinmu bai bukatar wane yagama halinda muke ci Allah kinan 🙏🏻,neutral,train
hau,@user Yaga mulkin baba buhari 😏,neutral,train
hau,@user Daga birnin wuhan ( kaduna )a kasar Nigeriya Nima ina samu yasin sai nayi wufff da buhunhuna🙄,neutral,train
hau,@user 😂😂😂😂😂 kwarai kuwaa kusa da kada ma suke mudai namu kallo ne muga yadda zata kaya kwai malam,neutral,train
hau,@user Hmmm A Ina zakasamu comments 1000 din 🤔🤔🤔🤔🤓,neutral,train
hau,@user @user Sunan wata qofa a kano wai ita... QOFAR MAZUGAL 😂,neutral,train
hau,@user Za aje garinsu Keenan😀😀😀😀😀,neutral,train
hau,"@user @user Kinan! Inda ace BORIS JOHNSON DAN Nigeria ake jita jitar an sa Mai vantilata. Abun da zaku rubuta a shafinku Shi ne👇 """"""""""""""""""""""""""""""""SHIN AN SAKAWA BORIS JOHNSON NA'URAR TAIMAKAWA NUMFASHI""""""""""""""""""""""""""""""""?",neutral,train
hau,@user Wai a lokaci daya 😳😳😰,neutral,train
hau,@user BBC Hausa cikakkun wailers ne da wayau fa 😂,neutral,train
hau,@user Innalillahi wa inna iliahirrajiun. Wata sabuwa 🙄,neutral,train
hau,@user Dan dai ba inda zanje wanda yafi kasar haiyuwa ta amma da sai na koma nijar da zama 😂,neutral,train
hau,@user 😂 ba girin ba tayi mai inji hausawa,neutral,train
hau,@user Wai yaushe xamu koma makarantane?📃,neutral,train
hau,@user 🤣😂🤣Rana Mai raba ma kowa aiki,neutral,train
hau,@user Wannan shugaban Navy dinnan ai nadauka garzali miko ne yasin😀😁,neutral,train
hau,@user Kai rfi hausa🤔,neutral,train
hau,"@user Ko dai me kuka yi mashi kwankwaso mai gidanka ne, kuma shine silan abin duk da kazama arayuwa. #Kwankwanso2023 💪💪💪💪💪💪💪💪💪💪💪💪",neutral,train
hau,@user Abunda ya faru inec jua zai tabbatar muku da hakan. 👍🏼,neutral,train
hau,@user Kace mumayi a bandaku nan mu ba gidajen mu baa🙄,neutral,train
hau,@user Rashin 2nani qarara 😏,neutral,train
hau,@user you didn't unblock me😢 I watched jinin jikina,neutral,train
hau,@user Suje Ina Wai 😂😅,neutral,train
hau,@user 😃😃😃 kace kyauta ta tashi,neutral,train
hau,@user Wannan news neh? 🤔,neutral,train
hau,@user Akwai abunda za’a shuka 😂😂,neutral,train
hau,"@user @user Ashe sumayya da laila nasu na wasa ne, ga mai yi da gaske tazo😂😂",neutral,train
hau,@user Irin ta ji abin da ya CE din nan 😅,neutral,train
hau,@user Da alama kin saba da motsa jiki😂😂😂,neutral,train
hau,@user Naira daya ta Zama Dollar daya😂,neutral,train
hau,@user Karfa sujanye sai sun tabbatar da sun karbi hakkin su gaba daya domin babu alaman wani strike in some decades..yauwa👊,neutral,train
hau,"@user Ina tausaya wa kamfanin layika wlh😌😌, amma kuma karku biya harajin wlh😎😎",neutral,train
hau,@user Ashsha🙄 wani ya kai me maganan?,neutral,train
hau,@user Sai yanzu ka sani kenan 🚶,neutral,train
hau,@user @user @user @user @user @user @user @user @user Muna nan muna jira kuma shiru fa mai gadi 🤣🤣,neutral,train
hau,@user @user @user Kwarae kuwa muna gamsuwa 💯,neutral,train
hau,@user Lallai Yan Mata zasu dage da shan lemun stami kuwa 🙈🙈,neutral,train
hau,@user Karde a manta da takunkumi da kuma bada tazara wajan taro 🙏🏻,neutral,train
hau,@user @user Eh shi nake nufi🤣🤣🤣,neutral,train
hau,@user wannan ba lokaci da yakamataace anyibane bakuda Ahannun mutant💴💴💴,neutral,train
hau,@user Toh me ya kawo hoton ganduje nan kuma.....🤔🤷‍♂️🤷‍♂️,neutral,train
hau,@user Ruwa ruwa na malale.........🎻🪕🎹,neutral,train
hau,"@user Toh in Banda ke @user Hrithik da ya Saba Hira da su Priyanka da Nandini, taya zai kula ki😅😒",neutral,train
hau,@user Yes daban yake😂,neutral,train
hau,@user Karfa kumanta a tafah aka daura auren faa😒 Indai mutum yasan tafah to yasan cewa ahakama sunyi kkri🤩,neutral,train
hau,@user Iliya dan mai karfi yayi magana yan fashin daji kuyi saranda🤧,neutral,train
hau,@user bata Zata fi gari bah🤣🤣,neutral,train
hau,@user Yaje dajin birnin gwari can ze ganshi.🤣 https://t.co/SpVaY2nAwI,neutral,train
hau,@user 🤔🤔Duk girman Gona........... sai annometa gabadaya.,neutral,train
hau,@user Ashe duk tsawon lokacin nan a kwance suke???🤔🤔🤔,neutral,train
hau,@user Instead of a dauko su a gyara su sojojin suyi amfani dasu yafi ace dai konasu akayi dan most of the vehicles na yan ta addan a wurin sojojin suka qawcesu 🤔#securethenation,neutral,train
hau,@user even though maybe is ur houz...picx din da kikayi kwanar nan yayi yawa fa...change location..😂😜,neutral,train
hau,"@user Wannan jafa'i har ina? Idan ka lashe shekaru, dole a ci tsufa ba makawa 😃",neutral,train
hau,@user Tushen arziki a da amma 😎,neutral,train
hau,@user Kiji da naku Buharin mana 😂,neutral,train
hau,@user Emana baba abun Sai da haka 😄😄😄,neutral,train
hau,@user Topahh🤔🤔 Kaga ra'ayi daban daban aduniya,neutral,train
hau,@user Me yasa baku dora wannan video tin chikin azumi ba sai yanzu da sallah ta wuche ❓,neutral,train
hau,@user Nifa banda kudin mota 😏😏,neutral,train
hau,@user To dan Allah ni ina ruwana? 🙄🙄🙄Ko me sanyi zasu yi karewar zafi ni me ya shafeni dasu🙄,neutral,train
hau,@user To tasa ko dumima baxatai bah yasin🙉,neutral,train
hau,@user 😅😅😅 damuwana meye girman gonanda zaki girban,neutral,train
hau,@user Mutanen mu na amana ✌️✌️,neutral,train
hau,@user Ba ance ya mutu ba 🙄,neutral,train
hau,@user Yooo toh wani darene jemage baigani ba 🙄🙄,neutral,train
hau,@user Amata baqin fenti🖤,neutral,train
hau,@user Layi har yazo kansu biredi 😂😹😂😹😹😹😹,neutral,train
hau,@user 😂 haka rayuwa take me Gina rami,neutral,train
hau,@user Nidai Ina gargadin kasa ta langeriya da karta kuskura ta saka kanta cicin wannan ricikin turawan domin Nan gaba bazai haifar Mata da Mai ido ba 🤔🤔 Ta koma gefe tayi shiru 😷😷,neutral,train
hau,@user Bale ya tafi Hazard yazo.. mun dai bonu kawae 😑,neutral,train
hau,"@user Wato Akwai Yiwuwar Yan takarkarun da suka tsaya takarar Gwamna a shekarar 2011 zasu Kara fitowa domin a Kara gwabzawaaa👏😂😂 Wato Ina nufin kamar su.. Mohd Abacha, Kabiru Gaya, Malam Salihu Takai, Abdullahi T. Gwarzo... Etc",neutral,train
hau,@user Shi ai mungani a tasa fuskar jiya a life broadcast 😏,neutral,train
hau,@user Soja marmari daga ne! Na gwamna ga rawa ga yaki😎,neutral,train
hau,@user Sae kiyi kokari ayi Wufff da ke 😃😃😃,neutral,train
hau,@user Inzo kibude min WiFi tunda kina Data 😆,neutral,train
hau,@user Kawai tanemi lukman shine zaiji da presdo👌,neutral,train
hau,@user Tarihin Wanda yafara hausa a duniya 😂,neutral,train
hau,@user First frame: Anty Surutu 😂💔,neutral,train
hau,@user Wnn dani ake 😭😭,neutral,train
hau,@user Tab wallahi ya lailayota dama ya kwana biyu bai yi ba😂😂😂,neutral,train
hau,@user Gobe ma zan qara 😎,neutral,train
hau,@user ke Abida baki mun wanke wanke ba kika fito😹😹😹. Yar Minster is soo lit 🔥 🔥 🔥.,neutral,train
hau,@user Tab. Karatu kogi ne😂😂😂,neutral,train
hau,"@user 🤣😂🤣ku ce mishi ya xo min da kudinda xai Kai Karan, ni xan mishi maganinsu",neutral,train
hau,"@user 😂😂😂 sosai ma ai kima dena cewa ashe akwai kudi, kice kawai akwai kudi.",neutral,train
hau,@user 😂 😂 Aifa Lallai kam indeed ganin baya,neutral,train
hau,@user Harajin da ake bayarwa a Nigeria 🇳🇬 yayi kadan,neutral,train
hau,@user Right Away Rahama ❤️🙌,neutral,train
hau,😄😄😄 “@user: Terry ya ci gaba da murza leda a Chelsea http://t.co/J8rcFNKEsY”,neutral,train
hau,@user Tab! Akwai kura fa 😅,neutral,train
hau,@user @user Hhh alhaji ameenu nifa banga wani abuda Mahmoud yayiba saboda in real life bakowa bane xe tsallake dubaga yadda yakeson yacika burinsa naxama shahararren mawaki gashikuma sae anyimasa gyaran murya kaga duk kokarinsa bewuce yaga cikar burinsaba 🤣🤣🤣,neutral,train
hau,@user Aah danwake aci😂🤣😅,neutral,train
hau,@user Oh wai daman sunan mutum ne Twitter? 🤣😂🤣,neutral,train
hau,@user @user Ohhh rahama sadau ita MA yar barça ce?🙄,neutral,train
hau,"@user Kai da tsada sosai diga 70,000 zuwa sama wane mutum 🤭👌👌",neutral,train
hau,@user Wata rana xamu hade 🤝@user,neutral,train
hau,@user Sakayya seta Allah 😭😭,neutral,train
hau,@user Kayyasa!!! 🤣🤣🤣 Wai mutanen nan kodai dagaske ne abinda ake zato,neutral,train
hau,@user Kaji yanda akeyi don Allah🤥,neutral,train
hau,@user Tuwon shinkafa for za peelings 😋 😄,neutral,train
hau,@user 😂😂. Bushe mu akayi,neutral,train
hau,@user Da mu yake kwana da mu yake tashi ma ai 🙄💔😂,neutral,train
hau,"@user Menene """"""""""""""""""""""""""""""""Match"""""""""""""""""""""""""""""""" da hausa? 😂",neutral,train
hau,@user BBC Hausa turn to masu maganin gargajiya😂,neutral,train
hau,@user @user @user 😆Ai lallai kam Kaga yanda ta tada hanki kamar jirgi na kokarin tashi,neutral,train
hau,@user Yaransa ne ai to me kake tsammani idan aka che mai gida yazo gari ai sai abun da hali yayi 😏😏😏😏,neutral,train
hau,@user Kai kowa YA RUFEMIN BAKINSA🤐 anan,neutral,train
hau,@user Lallai sahun barawo kam😀,neutral,train
hau,"@user Indai abu rabonkane komai stanani sai ka samu. Misali,dayike talakawan Nigeria nada rabon wahala sai ya kawo musu Buhari kowa naji ajikinsa 😂😂😂😂😂😂",neutral,train
hau,@user Wannan aii ba dukkansu bane en Nigeria 🇳🇬 wasu a ciki en Niger 🇳🇪 ne.,neutral,train
hau,@user Aganina hanya dayace 🤔 Sai dai shi buharin yabi gida gida yana rabawa mutane dakansa!,neutral,train
hau,@user Dubawa za kuy😃😃,neutral,train
hau,@user Nasan buhari sabida auran nan yabar garin nan sabida yana kishi be aure Sadiya farouq ba 😂😂,neutral,train
hau,@user Ya ISA da bindiga ko kakakin magana❓,neutral,train
hau,@user Yaushe kika koma yar india kuma😂😂,neutral,train
hau,@user Shikenan mutum baida raayi🤷,neutral,train
hau,@user Ayi Yadda Zamu Gane Dan Allah 🙏🙄,neutral,train
hau,@user Chale yau ranar ku ce🤣🤣 @user,neutral,train
hau,@user Inna lillahi Wa Inna Ilaihi Rajiu Halin da Jihar mu take ciki. Hon Femi Gbajabiamila we are waiting ur respond About diz innocent peoples lives 😭 As u responded to lagos pipul 👌,neutral,train
hau,"@user Daga nan Kabari dake Makabartar Al huda Huda ta kasar Iran. Mu gaskiya Ah zamaninmu wajajen 1885 babu wata hauragiya me sunan bautar ƙasa, Mu Allah kawai muka bautawa kuma haka muka koma garei. Madalla Ah futa lahiya🙏",neutral,train
hau,@user Idan an raba su anan ai ba za'a raba su a filin break fast ba😄,neutral,train
hau,@user Hmmmm 🤔 to sugano 'yan uwan su da corona ta kashe koko su gano was?,neutral,train
hau,@user Su kuma maza su kwaci kansu kenan 🤔🤔🤔,neutral,train
hau,@user Yaushe mukayi yawa 😔 😔,neutral,train
hau,@user Ba maganin cutar so 🤔,neutral,train
hau,@user @user Dalla dubi yadda hannunsa yake rawa sai kace zai dauki hoto da matar Goodluck🙄,neutral,train
hau,@user @user Haba haka ba girman ki bane ki koma gurin Alinuhu mana ko Adam Azango nasan zaki samo su Acan 😅😅😅,neutral,train
hau,@user Yanzu Kenan A Nan Niamey Niger Republic 🇳🇪 😢🤕😱 https://t.co/HRS62KjzxA,neutral,train
hau,@user Ya dade bai maka ba😡,neutral,train
hau,@user Meye Nee Ake Maganarh Akae ❓,neutral,train
hau,@user Ashe Ruwa Ruwa na Malale 🎵🎵🎶,neutral,train
hau,@user Sarki ɗaya👆 ne kano,neutral,train
hau,@user Dayadda ake bibiyarta haka ake bibiyar tsaro da mun more🙇🙇,neutral,train
hau,"@user @user Politics is dirty game, Kowa mafitarsa yake nema🤔",neutral,train
hau,@user An sa dokar hana fita a Bayelsa 👆,neutral,train
hau,@user Abba house house kake ji 💃🏽💃🏽❤️,neutral,train
hau,@user Toh wannan karan kuma matasanmu kohme akasha🤔🤔🤔,neutral,train
hau,@user Kokarin tusa dai.. Ana ba su kudi za su sake su.. So nawa kuma🤣😂😁,neutral,train
hau,@user Kampanin COLGATE suka dauki nauyin kawo muku😄😄,neutral,train
hau,@user Shikuma stomach namun daure ta zamuyi?🙄,neutral,train
hau,@user @user @user @user Ko dai nima zanyi nawa ne ☺️,neutral,train
hau,@user Yana nufin na nesa yasha inuwarta😂,neutral,train
hau,@user Ba'a yi ba kunce baayi ba anyi kuma kunce an https://t.co/BcYtKhWd31 kenan🤣🤣,neutral,train
hau,@user Wai dan Allah a ina na kano yake ne😎,neutral,train
hau,"@user @user Toh ai ba qasar hausan suke ba, kuma ku hausawa kunce, in kaje gari kaga kowa da jela kaima kasa ko ta tsummace ka daura ni banga laifin su ba 😂😂",neutral,train
hau,@user @user Me baba yayi 🙄,neutral,train
hau,@user Sunfi cikin buhuma😂😂,neutral,train
hau,@user @user Dama mutanen kano ai sai a hankali wajen wannan cutar kawai 😀,neutral,train
hau,@user Hmhmhm 🤔🤔🤔 gaskiya bamuganiba akasa,neutral,train
hau,@user Takardar me karatu🤗,neutral,train
hau,@user Anya wannan zancen gaskiya ne 😂😂,neutral,train
hau,@user Ko ba ragargaji ba😏,neutral,train
hau,"@user Sunan wani gari wai """"""""""""""""""""""""""""""""yar Zabuwa"""""""""""""""""""""""""""""""" 🤣😂",neutral,train
hau,@user Wanan toh kila Anaconda ne snake din ko ?bye the way @user kadai xai iya tabbatar mmu da kowane irin Snake ne😀😁,neutral,train
hau,@user To Aminu saira sai kayi masu abinda sukeso domin da haka End SARS ta fara 😂 😂 😂 https://t.co/ZKayHXLTkX,neutral,train
hau,@user Nan gaba ma kwanciya kasa zaiyi ba sakko wa ba😂😂😂,neutral,train
hau,@user Ke kura😂😂toh jama’a kowa ya fara daure kudadensa don yanzu kudi guduwa suke,neutral,train
hau,@user Yndaban wace kasane hka da karpin hali??🙄,neutral,train
hau,@user Toh daman bama gwara naje zoo ba naga namun daji🙄,neutral,train
hau,@user Hhhhh Wato sai ka zama VP kenan 👌 To anqi wayon😎,neutral,train
hau,@user Shi messi din dan wani gari ne 🙄,neutral,train
hau,"@user Dakin dage akan ki iya larabci, Akan yadda kika dage Domin Ki iya Indiyanci_ Inaga Da yafi maki Riba duniya da lahira🙏 https://t.co/RTJmt1au05",neutral,train
hau,"@user Ashe mutumen haka yake, Wai! 🤔",neutral,train
hau,@user Tinda sun raba mana kyauta mai zai hana mu saka 🤔,neutral,train
hau,@user Wai basketball ake bugawa ne😂😂😂,neutral,train
hau,@user Inji wane makara in....❓,neutral,train
hau,@user Hi 🙋 Tsarki Alu,neutral,train
hau,@user Sunan wani wai shi (Garawayis)😂,neutral,train
hau,@user Hmmm ai ga wajenan 😏,neutral,train
hau,@user Allah Anty Rahama AI mun hukuntasune Sbd asan Munan man u 💪,neutral,train
hau,@user Shiko wannan ta garin yaya. 🙆,neutral,train
hau,@user Naga Mama Daso Tanayiwa Kamta Likin Kudi 😂,neutral,train
hau,@user @user Bashi da abin da zai fadawa kanawa ina da tabbacin babban dana sanin Dan Kano shine zabar Buhari da yake 😂🤣😅,neutral,train
hau,@user Topa!🤔 Babban batu,neutral,train
hau,"@user YDG Daura Photo Ko Rubutu, a internet Zai Iya Shafar Rayuwar Masu Shawar Siyasa, She Dace Ta Gane Mutum Nagari Ko Lalace ce 😆😀😫😪😝😜",neutral,train
hau,@user Tanaga marar jiki😁😂,neutral,train
hau,@user Wow nadade Ina jiranki kifadamin wannan Kalmar 💓💓💓saura kuma naga suna a first list din court😬😬,neutral,train
hau,@user Waye sabon sarkin bichi I gues bichi ppl also need there new emir ko😏,neutral,train
hau,@user Wallahi kudin shine ya kare 😂💔,neutral,train
hau,@user Laila Mai Gonar Kudi 🤑🤑🤑 #Labarina https://t.co/HVJhO4QDq0,neutral,train
hau,"@user Hmm! Indai azumine saikinyi, Mai tsoron azumi kawai😜",neutral,train
hau,@user Ya kuma naga hoton mijin gwaggo a nan ? 😂,neutral,train
hau,@user Hahahah baba Me shinkafa balae ne🤣🤣🤣🤣,neutral,train
hau,@user @user Za kusa ya sake kuma wa UK🇬🇧 duba kunnen sa koh🌚,neutral,train
hau,@user Hhhh not lyk maama irin Tsohuwa fact😜😜,neutral,train
hau,"wanda hakan yayi sanadiyar tsayar da ɗaukar shirin kacokam. Masu shirin (Producers) sun nemi da su canza jarumar, shi kuma wanda ya ɗau nauyin shirin (Executive Producer) yace sam baiyarda ba, wanda shi yayiwa lamarin kallon wani tuggu aka shiryo ma. 👇",neutral,train
hau,"@user Kifi musulmin nama, kowa ya cika yayi amai dan 🔥ne",neutral,train
hau,@user Malam maye hujjaanka nafadin hakan🤔🤔🤔,neutral,train
hau,@user Hala Madrid Dama Ai Wajenmu Ne 😍,neutral,train
hau,@user Sarki akwai Corona fa har ynxu 😀😀,neutral,train
hau,@user Har yanzo bamu ganka ba ga tafia ta fara nisa 🤔,neutral,train
hau,@user Queen Amma yaushe kika fara kallon ball ne waii????🙄😅,neutral,train
hau,@user Ita kuma wacece aisha a Nigeria ko itama dai ministre kudin ne 🤔🤔🤔,neutral,train
hau,@user Wane Hanci👃 ? Nasu ko Namu🤔.,neutral,train
hau,😂😂😂😂“@user: Ana ta yin rade radin cire ni. Hakan bai dame ni ba. Aikina kawai nake yi — Jega #AskJega”,neutral,train
hau,@user @user Babu abinda yake damuna da Buhari watarana idan natuna yadda za'amasa hisabi akan hakkin al'umma dayake kansa kuma yakasa komai 😭😭😭 Sorry Buhari,neutral,train
hau,@user Sukayi kukan me?😂😂😂,neutral,train
hau,@user Dan allah ina san abani tarihin shaharen tsohon mawakin nan na Nigeria 🇳🇬 fella,neutral,train
hau,@user @user Hmm Jay-Z kuma yace ma me 🤔🤔🤔🤔🤔🤔🤔🤔,neutral,train
hau,"hakan yasa wannan kaso daya samu ba karamin kokari yayi ba, kuma ta nuna yan kallo a shirye suke da suci gaba da cincirindon kallo idan Kannywood ta saki fim dinta. To sai dai a batun kudi baza a samu kudi masu yawa ba duk da kaso 25% da 30% daya samu...👇",neutral,train
hau,@user Muje kotun mana😃?,neutral,train
hau,@user Musbahu Kuma 😄 Amma kun Kama da wuta kowa Yana neman mafita kenan LOL,neutral,train
hau,@user Sakanni na wawuso shirin baka akeyi 😂😂,neutral,train
hau,@user Yau washa tayi turanci😳🙆‍♀️,neutral,train
hau,@user Yadai matsa saiya rufe Garin nan ko 🤔,neutral,train
hau,@user 💪Yes har na manta last da aka ɗauke wuta a Kebbi😊,neutral,train
hau,@user plx ka tsaya min na #5🙏,neutral,train
hau,@user A rage mana namu dai kafin muzo wajen😂,neutral,train
hau,@user @user Ko dambu ba😁,neutral,train
hau,@user Zamuzo mu gwada sa'armu... Zan sake kallon #GaramMasala kafin nazo 😎😎😎,neutral,train
hau,@user Inada Bukatar Ganin Shugana @user Domin Muyi Interview Da Shi 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,neutral,train
hau,@user Ba sabo ga damisa ba Azaba🤦‍♂️,neutral,train
hau,@user Suna ragewa... Idan sun rage gaba daya follwrs sai suke budewa mutun wani acc... 😉,neutral,train
hau,@user @user Lol!! Toh abun mamaki 😂😂😂,neutral,train
hau,@user Labari next season 💁??,neutral,train
hau,@user @user And kunun aya ba..😃,neutral,train
hau,@user BBC Hausa yau babu labari dai kawai so you guys wantu catch cruise. Toh mungane. 😃,neutral,train
hau,"@user Inba Tsoroba, Ki Tapi damu Zuwa India Mu Kallo MATI A ZAZZAU🤣🤣🤣🤣🤣🤣🤣",neutral,train
hau,@user Zaki understanding idan kika ga gidan sadau arufe 😏🙄,neutral,train
hau,@user Ya rungumi kaddara ya ba Buharin Amurka Dama shima ya dama😅,neutral,train
hau,"@user Muna ji, muna gani, muna kuma sauraro😊",neutral,train
hau,@user Wai menene yake damun wannan mutumin ne ? 😏😏😏,neutral,train
hau,@user @user Gaskiya yanzukam yafara fita aranmu.😠,neutral,train
hau,@user @user @user amma fa akwai🤔🤔🤔,neutral,train
hau,@user Ya maganan cigaban labarina✔✔✊✊,neutral,train
hau,@user ..dayan bitu..ko na dama ko na hagu!!😂😊,neutral,train
hau,@user @user Yau Kuma wato Tazargade ne ba ganyen shayin Madagascar ba... Kai jama'a! @user 😂😂,neutral,train
hau,@user Buhari za ayiwa tunda shine mai Nigerian 😷,neutral,train
hau,@user Dama kiran da shugaban Saudi 🇸🇦 yy masa kenan?,neutral,train
hau,"@user Aiba'ayi komiba, kamata dan najeriya yayi komi kyauta sbd wasu qasashae komi kyauta sukaeyi.🤭🤭",neutral,train
hau,@user #AcigabaDaSanya 😷😷 domin kare kai da 'yan uwa baki daya.,neutral,train
hau,@user Anyah kuwa yau Mallam 🤔,neutral,train
hau,@user Alhaki kuikuyo ne 💁‍♂️,neutral,train
hau,@user Ina kuke 👉CAN ⛪,neutral,train
hau,@user 😂😂yayi daidai!!! daman nasu ne ba’asu akan lokaci ba Toh yanzu lokaci yayi 😂😂,neutral,train
hau,@user Wani lokaci a baya...🤐🤐🤐 https://t.co/aFZ94wkp7C,neutral,train
hau,@user Sai anyi shuka a cikunta.🙌,neutral,train
