name,category,row_id,ingredient_number,ingredient,measure
Temptation Cocktail,Cocktail Classics,501,4,Dubonnet,1/2 oz
Tchoupitolas Street Guzzle,Cocktail Classics,502,1,Light Rum,1 oz
Tahitian Tea,Cocktail Classics,503,1,Gin,1/2 oz
Tahitian Tea,Cocktail Classics,503,2,Light Rum,1/2 oz
Tahitian Tea,Cocktail Classics,503,3,Vodka,1/2 oz
Tahitian Tea,Cocktail Classics,503,4,Hot Shot Tropical Fruit Liqueur,1/2 oz
Tahitian Tea,Cocktail Classics,503,5,7-Up,1 oz
Tahitian Tea,Cocktail Classics,503,6,each Cranberry Juice and orange juice,1 oz
Limey,Cocktail Classics,504,1,Light Rum,1 oz
Limey,Cocktail Classics,504,2,Lime Liqueur,1 oz
Limey,Cocktail Classics,504,3,Triple Sec,1/2 oz
Limey,Cocktail Classics,504,4,Lime Juice,2 oz
Headless Horseman,Vodka,505,1,Vodka,2 oz
Headless Horseman,Vodka,505,2,Angostura Bitters,3 oz
Love Cocktail,Cocktail Classics,506,1,Sloe gin,2 oz
Love Cocktail,Cocktail Classics,506,2,Egg White,1 oz
Love Cocktail,Cocktail Classics,506,3,Lemon Juice,1/2 oz
Love Cocktail,Cocktail Classics,506,4,Raspberry Juice,1/2 oz
Los Angeles Cocktail,Cocktail Classics,507,1,Juice of a Lemon,1/2 oz
Los Angeles Cocktail,Cocktail Classics,507,2,Powdered Sugar,1 oz
Los Angeles Cocktail,Cocktail Classics,507,3,Whole Egg,1 oz
Los Angeles Cocktail,Cocktail Classics,507,4,Sweet Vermouth,1/4 oz
Los Angeles Cocktail,Cocktail Classics,507,5,Blended whiskey,1 1/2 oz
Long Island Tea,Cocktail Classics,508,1,Vodka,1/2 oz
Long Island Tea,Cocktail Classics,508,2,Gin,1/2 oz
Long Island Tea,Cocktail Classics,508,3,Light Rum,1/2 oz
Long Island Tea,Cocktail Classics,508,4,Tequila,1/2 oz
Long Island Tea,Cocktail Classics,508,5,Juice of a Lemon,1/2 oz
Harvey Wallbanger,Vodka,509,1,Vodka,1 oz
Harvey Wallbanger,Vodka,509,2,Fresh orange juice,4 oz
Harvey Wallbanger,Vodka,509,3,Galliano,1/2 oz
Lime Giant,Cocktail Classics,510,1,Lime Vodka,2 oz
Lil Naue,Cocktail Classics,511,1,Brandy,1 oz
Lil Naue,Cocktail Classics,511,2,Port,1/2 oz
Lil Naue,Cocktail Classics,511,3,Apricot-Flavored Brandy,1/2 oz
Lil Naue,Cocktail Classics,511,4,Powdered Sugar,1 oz
Lil Naue,Cocktail Classics,511,5,Egg Yolk,1 oz
Harrington,Vodka,512,1,Vodka,1 1/2 oz
Harrington,Vodka,512,2,Triple Sec,1/4 oz
Harrington,Vodka,512,3,Green Chartreuse,1 oz
El Profesor,Brandy,513,1,Pisco,1 oz
El Profesor,Brandy,513,2,Punt e Mes,1/2 oz
El Profesor,Brandy,513,3,Benedictine,1/2 oz
El Profesor,Brandy,513,4,Aromatic bitters,2 oz
Leap Year Cocktail,Cocktail Classics,514,1,Gin,1 1/4 oz
Leap Year Cocktail,Cocktail Classics,514,2,Orange Flavored Gin,1/2 oz
Leap Year Cocktail,Cocktail Classics,514,3,Sweet Vermouth,1/2 oz
Leap Year Cocktail,Cocktail Classics,514,4,Lemon Juice,1/4 oz
Lasky Cocktail,Cocktail Classics,515,1,Grape Juice,3/4 oz
Lasky Cocktail,Cocktail Classics,515,2,Swedish Punch,3/4 oz
Lasky Cocktail,Cocktail Classics,515,3,Gin,3/4 oz
Lady Love Fizz,Cocktail Classics,516,1,Powdered Sugar,1 oz
Lady Love Fizz,Cocktail Classics,516,2,Juice of a Lemon,1/2 oz
Lady Love Fizz,Cocktail Classics,516,3,Egg White,1 oz
Lady Love Fizz,Cocktail Classics,516,4,Gin,2 oz
Lady Love Fizz,Cocktail Classics,516,5,Light cream,2 oz
Handball Cooler,Vodka,517,1,Vodka,1 1/2 oz
Handball Cooler,Vodka,517,3,Orange juice,1/2 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,1,Light Rum,1/2 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,2,White creme de cacao,1/2 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,3,Creme de banana,1/2 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,4,Vanilla Ice Cream,2 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,5,half-and-half,1 oz
Hyatt's Jamaican Banana,Cocktail Classics,518,6,Banana,1 oz
H.P.W. Cocktail,Cocktail Classics,519,1,Dry Vermouth,1 1/2 oz
H.P.W. Cocktail,Cocktail Classics,519,2,Sweet Vermouth,1 1/2 oz
H.P.W. Cocktail,Cocktail Classics,519,3,Gin,1 1/2 oz
Hot Shot Margarita,Cocktail Classics,520,1,Tequila,2 oz
Hot Shot Margarita,Cocktail Classics,520,2,Hot Shot Tropical Fruit Liqueur,1 oz
Hot Shot Margarita,Cocktail Classics,520,3,Lemon or Lime Juice,1 1/2 oz
The Groupie,Vodka,521,1,Lemon wedges,3 oz
The Groupie,Vodka,521,2,Superfine sugar,1/2 oz
The Groupie,Vodka,521,3,Citrus-flavored vodka,2 oz
Hot Brandy Flip,Cocktail Classics,522,1,Whole Egg,1
Hot Brandy Flip,Cocktail Classics,522,2,Powdered Sugar,1 oz
Hot Brandy Flip,Cocktail Classics,522,3,Brandy,1 1/2 oz
Grape Nehi,Vodka,523,1,Vodka,1 oz
Grape Nehi,Vodka,523,2,Raspberry-flavored liqueur,1 oz
Grape Nehi,Vodka,523,3,Fresh lemon juice,1 oz
Hole-in-One Cocktai,Cocktail Classics,524,1,Scotch,1 3/4 oz
Hole-in-One Cocktai,Cocktail Classics,524,2,Vermouth,3/4 oz
Hole-in-One Cocktai,Cocktail Classics,524,3,Lemon Juice,1/4 oz
Hole-in-One Cocktai,Cocktail Classics,524,4,Orange Bitters,1 oz
Grapefruit Gimlet Royale,Vodka,525,1,Vodka,1 1/2 oz
Grapefruit Gimlet Royale,Vodka,525,2,Fresh grapefruit juice,1 oz
Grapefruit Gimlet Royale,Vodka,525,3,Fresh Lime Juice,1/4 oz
Grapefruit Gimlet Royale,Vodka,525,4,Simple Syrup,1/4 oz
Grapefruit Gimlet Royale,Vodka,525,5,Chilled Champagne,2 oz
Hair Raiser,Cocktail Classics,526,1,100-proof Vodka,1 1/2 oz
Hair Raiser,Cocktail Classics,526,2,Rock and Rye,1/2 oz
Hair Raiser,Cocktail Classics,526,3,Lemon Juice,1 oz
Godmother,Vodka,527,1,Vodka,1 1/2 oz
Godmother,Vodka,527,2,Amaretto,3/4 oz
Green Opal,Cocktail Classics,528,1,Gin,1/2 oz
Green Opal,Cocktail Classics,528,2,Anisette,1/2 oz
Green Opal,Cocktail Classics,528,3,Anis,1 oz
Green Hornet (Dry),Cocktail Classics,529,1,Lime Vodka,2 oz
Green Hornet (Dry),Cocktail Classics,529,6,Powdered Sugar,1 oz
Green Fizz,Cocktail Classics,530,1,Powdered Sugar,1 oz
Green Fizz,Cocktail Classics,530,2,Egg White,1 oz
Green Fizz,Cocktail Classics,530,3,Juice of a Lemon,1/2 oz
Green Fizz,Cocktail Classics,530,4,Gin,2 oz
Green Fizz,Cocktail Classics,530,5,Green creme de menthe,1 oz
Godchild,Vodka,531,1,Vodka,1 oz
Godchild,Vodka,531,2,Amaretto,1 oz
Godchild,Vodka,531,3,Heavy cream,1 oz
Grape Vodka Froth,Cocktail Classics,532,1,Vodka,1 1/2 oz
Grape Vodka Froth,Cocktail Classics,532,2,Grape Juice,1 oz
Grape Vodka Froth,Cocktail Classics,532,3,Egg White,1 oz
Grape Vodka Froth,Cocktail Classics,532,4,Lemon Juice,1 oz
Grapefruit Nog,Cocktail Classics,533,1,Brandy,1 1/2 oz
Grapefruit Nog,Cocktail Classics,533,2,Grapefruit Juice,1/2 oz
Grapefruit Nog,Cocktail Classics,533,3,Lemon Juice,1 oz
Grapefruit Nog,Cocktail Classics,533,4,Honey,1 oz
Grapefruit Nog,Cocktail Classics,533,5,Whole Egg,1 oz
Golden Slipper,Cocktail Classics,534,1,Yellow Chartreuse,3/4 oz
Golden Slipper,Cocktail Classics,534,2,Apricot-Flavored Brandy,2 oz
Golden Frappe,Cocktail Classics,536,1,Orange Juice,1 oz
Golden Frappe,Cocktail Classics,536,2,Lemon Juice,2 oz
Golden Frappe,Cocktail Classics,536,3,Sugar,1 oz
Golden Frappe,Cocktail Classics,536,4,Port,1 oz
Glass Tower,Vodka,537,1,Vodka,1 oz
Glass Tower,Vodka,537,2,Peach schnapps,1 oz
Glass Tower,Vodka,537,3,White rum,1 oz
Glass Tower,Vodka,537,4,Triple Sec,1 oz
Glass Tower,Vodka,537,5,Sambuca,1/2 oz
Golden Fizz,Cocktail Classics,538,1,Juice of a Lemon,1/2 oz
Golden Fizz,Cocktail Classics,538,2,Powdered Sugar,1/2 oz
Golden Fizz,Cocktail Classics,538,3,Gin,1 1/2 oz
Golden Fizz,Cocktail Classics,538,4,Egg Yolk,1 oz
Gloom Lifter,Cocktail Classics,539,1,Blended whiskey,1 oz
Gloom Lifter,Cocktail Classics,539,2,Brandy,1/2 oz
Gloom Lifter,Cocktail Classics,539,3,Juice of a Lemon,1/2 oz
Gloom Lifter,Cocktail Classics,539,4,Raspberry Syrup,1 oz
Gloom Lifter,Cocktail Classics,539,5,Sugar,1/2 oz
Gloom Lifter,Cocktail Classics,539,6,Egg White,1/2 oz
Glogg,Cocktail Classics,540,1,"Wine (Port, Cream Sherry, Claret, Burgundy, or Madeira)",2 750-ml
Glogg,Cocktail Classics,540,2,Dried Orange Peel,2 oz
Glogg,Cocktail Classics,540,3,Cinnamon sticks,2 oz
Glogg,Cocktail Classics,540,5,cloves,25
Georgia Peach,Vodka,541,1,Vodka,1 1/2 oz
Georgia Peach,Vodka,541,2,Peach schnapps,1/2 oz
Georgia Peach,Vodka,541,3,Grenadine,1 oz
Georgia Mule,Vodka,542,1,"Peach slice, skinned",1 oz
Georgia Mule,Vodka,542,2,Vodka,1 1/2 oz
Georgia Mule,Vodka,542,3,Fresh lemon juice,1/2 oz
Georgia Mule,Vodka,542,4,Peach bitters,2 oz
Gentle Ben,Vodka,543,1,Vodka,1 oz
Gentle Ben,Vodka,543,2,Gin,1 oz
Gentle Ben,Vodka,543,3,Blanco tequila,1 oz
East India Cocktail No. 1,Brandy,544,1,Brandy,1 1/2 oz
East India Cocktail No. 1,Brandy,544,2,Jamaica Rum,1/2 oz
East India Cocktail No. 1,Brandy,544,3,Triple Sec,1/2 oz
East India Cocktail No. 1,Brandy,544,4,Pineapple Juice,1/2 oz
East India Cocktail No. 1,Brandy,544,5,Angostura Bitters,1 oz
General Harrison's Eggnog,Cocktail Classics,545,1,Whole Egg,1 oz
General Harrison's Eggnog,Cocktail Classics,545,2,Powdered Sugar,1 oz
Gables Collins,Vodka,546,1,Vodka,1 1/2 oz
Gables Collins,Vodka,546,2,Creme de noyaux,1 oz
Gables Collins,Vodka,546,3,Fresh lemon juice,1/2 oz
Gables Collins,Vodka,546,4,Pineapple Juice,1/2 oz
Frozen Brandy and Rum,Cocktail Classics,547,1,Brandy,1 1/2 oz
Frozen Brandy and Rum,Cocktail Classics,547,2,Light Rum,1 oz
Frozen Brandy and Rum,Cocktail Classics,547,3,Lemon Juice,1 oz
Frozen Brandy and Rum,Cocktail Classics,547,4,Egg Yolk,1 oz
Frozen Brandy and Rum,Cocktail Classics,547,5,Powdered Sugar,1 oz
Frozen Apple,Cocktail Classics,548,1,Applejack,1 1/2 oz
Frozen Apple,Cocktail Classics,548,2,Lime Juice,1 oz
Frozen Apple,Cocktail Classics,548,3,Sugar,1 oz
Frozen Apple,Cocktail Classics,548,4,Egg White,1/2 oz
Frisky Witch,Vodka,549,1,Vodka,1 oz
Frisky Witch,Vodka,549,2,Sambuca,1 oz
Froth Blower Cocktail,Cocktail Classics,550,1,Egg White,1 oz
Froth Blower Cocktail,Cocktail Classics,550,2,Gin,2 oz
Froth Blower Cocktail,Cocktail Classics,550,3,Grenadine,1 oz
French Martini,Vodka,551,1,Vodka,1 1/2 oz
French Martini,Vodka,551,2,Black raspberry liqueur,3/4 oz
French Martini,Vodka,551,3,Pineapple Juice,3/4 oz
Flatiron Martini,Vodka,552,1,Splash triple sec,1 oz
Flatiron Martini,Vodka,552,2,Orange-flavored vodka,1 1/2 oz
Flatiron Martini,Vodka,552,3,Lillet Blanc,1 1/2 oz
Favourite Cocktail,Cocktail Classics,553,1,Apricot-Flavored Brandy,3/4 oz
Favourite Cocktail,Cocktail Classics,553,2,Dry Vermouth,3/4 oz
Favourite Cocktail,Cocktail Classics,553,3,Lemon Juice,3/4 oz
Favourite Cocktail,Cocktail Classics,553,4,Gin,1/4 oz
Electric Jam,Vodka,554,1,Vodka,1 1/4 oz
Electric Jam,Vodka,554,2,Blue curacao,1/2 oz
Electric Jam,Vodka,554,3,Simple Syrup,1 oz
Electric Jam,Vodka,554,4,Fresh lemon juice,1 oz
Fairy Belle Cocktail,Cocktail Classics,555,1,Egg White,1 oz
Fairy Belle Cocktail,Cocktail Classics,555,2,Grenadine,1 oz
Fairy Belle Cocktail,Cocktail Classics,555,3,Apricot-Flavored Brandy,3/4 oz
Fairy Belle Cocktail,Cocktail Classics,555,4,Gin,1 1/2 oz
Duke Cocktail,Cocktail Classics,556,1,Triple Sec,1/2 oz
Duke Cocktail,Cocktail Classics,556,2,Orange Juice,1 oz
Duke Cocktail,Cocktail Classics,556,3,Lemon Juice,2 oz
Duke Cocktail,Cocktail Classics,556,4,Maraschino,1/2 oz
Duke Cocktail,Cocktail Classics,556,5,Whole Egg,1 oz
Dreamy Dorini Smoking Martini,Vodka,557,1,Vodka,2 oz
Dreamy Dorini Smoking Martini,Vodka,557,2,"Smoky Scotch, such as Laphroaig",1/2 oz
Dreamy Dorini Smoking Martini,Vodka,557,3,Pastis,4 oz
Dubonnet Highball,Cocktail Classics,558,1,Dubonnet,2 oz
Dubonnet Fizz,Cocktail Classics,559,1,Juice of Orange,1/2 oz
Dubonnet Fizz,Cocktail Classics,559,2,Juice of a Lemon,1/4 oz
Dubonnet Fizz,Cocktail Classics,559,3,cherry-flavored brandy,1 oz
Dubonnet Fizz,Cocktail Classics,559,4,Dubonnet,2 oz
Dubonnet Cocktail,Cocktail Classics,560,1,Dubonnet,1 1/2 oz
Dubonnet Cocktail,Cocktail Classics,560,2,Gin,3/4 oz
Dubonnet Cocktail,Cocktail Classics,560,3,Orange Bitters (if desired),1 oz
Doctor Cook,Cocktail Classics,561,1,Gin,3/4 oz
Doctor Cook,Cocktail Classics,561,2,Lemon Juice,1 oz
Doctor Cook,Cocktail Classics,561,3,Maraschino,1 oz
Doctor Cook,Cocktail Classics,561,4,Egg White,1 oz
Desert Sunrise,Vodka,562,1,Vodka,1 1/4 oz
Desert Sunrise,Vodka,562,2,Fresh orange juice,1 1/2 oz
Desert Sunrise,Vodka,562,3,Pineapple Juice,1 1/2 oz
Desert Sunrise,Vodka,562,4,Grenadine,1 oz
Dillatini,Cocktail Classics,563,1,Gin,1 1/2 oz
Dillatini,Cocktail Classics,563,2,Dry Vermouth,3/4 oz
Devil's Cocktail,Cocktail Classics,564,1,Lemon Juice,1/2 oz
Devil's Cocktail,Cocktail Classics,564,2,Port,1 1/2 oz
Devil's Cocktail,Cocktail Classics,564,3,Dry Vermouth,1 1/2 oz
Derby Fizz,Cocktail Classics,565,1,Juice of a Lemon,1/2 oz
Derby Fizz,Cocktail Classics,565,2,Powdered Sugar,1 oz
Derby Fizz,Cocktail Classics,565,3,Whole Egg,1
Derby Fizz,Cocktail Classics,565,4,Scotch,2 oz
Derby Fizz,Cocktail Classics,565,5,Triple Sec,1 oz
Cubeltini,Vodka,566,1,Cucumber slices,3 oz
Cubeltini,Vodka,566,2,Fresh mint leaves,5
Cubeltini,Vodka,566,3,Simple Syrup,1 1/2 oz
Cubeltini,Vodka,566,4,Vodka,2 oz
Cubeltini,Vodka,566,5,Fresh Lime Juice,1 oz
Crocodile Cooler,Vodka,567,1,Citrus-flavored vodka,1 1/2 oz
Crocodile Cooler,Vodka,567,2,Melon liqueur,1 oz
Crocodile Cooler,Vodka,567,3,Triple Sec,3/4 oz
Crocodile Cooler,Vodka,567,4,Simple Syrup,3/4 oz
Crocodile Cooler,Vodka,567,5,Fresh lemon juice,1 oz
Cosmopolitan,Vodka,568,1,Vodka,1 1/2 oz
Cosmopolitan,Vodka,568,2,Fresh Lime Juice,1/2 oz
Cosmopolitan,Vodka,568,3,Triple Sec,1/2 oz
Cosmopolitan,Vodka,568,4,Cranberry Juice,1/2 oz
Dream Cocktail,Brandy,569,1,Brandy,1 1/2 oz
Dream Cocktail,Brandy,569,2,Triple Sec,3/4 oz
Dream Cocktail,Brandy,569,3,Anisette,1 oz
Jean Lafitte Cocktail,Cocktail Classics,570,1,Gin,1 oz
Jean Lafitte Cocktail,Cocktail Classics,570,2,Triple Sec,1/2 oz
Jean Lafitte Cocktail,Cocktail Classics,570,3,Anis,1/2 oz
Jean Lafitte Cocktail,Cocktail Classics,570,4,Powdered Sugar,1 oz
Jean Lafitte Cocktail,Cocktail Classics,570,5,Egg Yolk,1 oz
Japanese Fizz,Cocktail Classics,571,1,Juice of a Lemon,1/2 oz
Japanese Fizz,Cocktail Classics,571,2,Powdered Sugar,1 oz
Japanese Fizz,Cocktail Classics,571,3,Blended whiskey,1 1/2 oz
Japanese Fizz,Cocktail Classics,571,4,Port,1 oz
Japanese Fizz,Cocktail Classics,571,5,Egg White,1 oz
Citronella Cooler,Vodka,572,1,Citrus-flavored vodka,1 oz
Citronella Cooler,Vodka,572,2,Fresh Lime Juice,1 oz
Citronella Cooler,Vodka,572,3,Lemonade,2 oz
Citronella Cooler,Vodka,572,4,Cranberry Juice,1 oz
North Pole Cocktail,Cocktail Classics,573,1,Egg White,1 oz
North Pole Cocktail,Cocktail Classics,573,2,Lemon Juice,1/2 oz
North Pole Cocktail,Cocktail Classics,573,3,Maraschino,1/2 oz
North Pole Cocktail,Cocktail Classics,573,4,Gin,1 oz
The Cinquecento,Vodka,574,1,Bison grass vodka (Zubrowka),1 1/2 oz
The Cinquecento,Vodka,574,2,Benedictine,1/2 oz
The Cinquecento,Vodka,574,3,Campari,1/2 oz
The Cinquecento,Vodka,574,4,Fresh grapefruit juice,3/4 oz
The Cinquecento,Vodka,574,5,Angostura Bitters,1 oz
New Orleans Gin Fizz,Cocktail Classics,575,1,Juice of a Lemon,1/2 oz
New Orleans Gin Fizz,Cocktail Classics,575,2,Juice of a Lime,1/2 oz
New Orleans Gin Fizz,Cocktail Classics,575,3,Powdered Sugar,1 oz
New Orleans Gin Fizz,Cocktail Classics,575,4,Egg White,1 oz
New Orleans Gin Fizz,Cocktail Classics,575,5,Gin,2 oz
New Orleans Gin Fizz,Cocktail Classics,575,6,"Light cream, 1/2 oz",1 oz
Napoleon,Cocktail Classics,576,1,Gin,2 oz
Napoleon,Cocktail Classics,576,2,Curacao,1/2 oz
Napoleon,Cocktail Classics,576,3,Dubonnet,1/2 oz
Zombie,Rum - Daiquiris,577,1,Gold rum,1 oz
Zombie,Rum - Daiquiris,577,2,151-Proof Rum,1 oz
Zombie,Rum - Daiquiris,577,3,Light Rum,1 oz
Zombie,Rum - Daiquiris,577,4,"each Fresh Lime Juice, lemon juice, pineapple juie, and passion fruit syrup",1 oz
Zombie,Rum - Daiquiris,577,5,Demerara Syrup,2 oz
Zombie,Rum - Daiquiris,577,6,Tiki (such as Bittermen's 'Elemakule) or Angostura bitters (optional) Garnish: Fresh mint sprig,1 oz
Kiss the Boys Goodbye,Cocktail Classics,578,1,Sloe gin,3/4 oz
Kiss the Boys Goodbye,Cocktail Classics,578,2,Brandy,3/4 oz
Kiss the Boys Goodbye,Cocktail Classics,578,3,Egg White,1/2 oz
Kiss the Boys Goodbye,Cocktail Classics,578,4,Juice of a Lemon,1 oz
X.Y.Z. Cocktail,Rum - Daiquiris,579,1,Light Rum,1 oz
X.Y.Z. Cocktail,Rum - Daiquiris,579,2,Triple Sec,1/2 oz
X.Y.Z. Cocktail,Rum - Daiquiris,579,3,Fresh lemon juice,1/2 oz
K.G.B. Cocktail,Cocktail Classics,580,1,Kummel,1/2 oz
K.G.B. Cocktail,Cocktail Classics,580,2,Gin,1 1/2 oz
K.G.B. Cocktail,Cocktail Classics,580,3,Apricot-Flavored Brandy,1/4 oz
K.G.B. Cocktail,Cocktail Classics,580,4,Lemon Juice,1/4 oz
Eye-Opener,Cocktail Classics,581,1,Egg Yolk,1 oz
Eye-Opener,Cocktail Classics,581,2,Powdered Sugar,1/2 oz
Eye-Opener,Cocktail Classics,581,3,Anis,1 oz
Eye-Opener,Cocktail Classics,581,4,Triple Sec,1 oz
Eye-Opener,Cocktail Classics,581,5,White creme de cacao,1 oz
Eye-Opener,Cocktail Classics,581,6,Light Rum,2 oz
Wiki Waki Woo,Rum - Daiquiris,582,1,Light Rum,1/2 oz
Wiki Waki Woo,Rum - Daiquiris,582,2,151-Proof Rum,1/2 oz
Wiki Waki Woo,Rum - Daiquiris,582,3,"each Vodka, tequila blanco, triple sec",1/2 oz
Wiki Waki Woo,Rum - Daiquiris,582,4,Amaretto,1 oz
Wiki Waki Woo,Rum - Daiquiris,582,5,"each Fresh orange juice, pineapple juice, cranberry juice",1 oz
Elk's Own Cocktail,Cocktail Classics,583,1,Egg White,1 oz
Elk's Own Cocktail,Cocktail Classics,583,2,Blended whiskey,1 1/2 oz
Elk's Own Cocktail,Cocktail Classics,583,3,Port,3/4 oz
Elk's Own Cocktail,Cocktail Classics,583,4,Juice of a Lemon,1/4 oz
Elk's Own Cocktail,Cocktail Classics,583,5,Powdered Sugar,1 oz
Eggnog Supreme,Cocktail Classics,584,1,Medium Eggs,1 oz
Eggnog Supreme,Cocktail Classics,584,2,Sugar,1 oz
Eggnog Supreme,Cocktail Classics,584,3,Whole milk,1 1/2 oz
Eggnog Supreme,Cocktail Classics,584,4,"Heavy Cream, Whipped",1 oz
Eggnog Supreme,Cocktail Classics,584,5,Cognac,1 750-ml
Egg Sour,Cocktail Classics,585,1,Whole Egg,1 oz
Egg Sour,Cocktail Classics,585,2,Powdered Sugar,1 oz
Egg Sour,Cocktail Classics,585,3,Juice of a Lemon,1/2 oz
Egg Sour,Cocktail Classics,585,4,Brandy,2 oz
Egg Sour,Cocktail Classics,585,5,Triple Sec,1/4 oz
White Lion Cocktail,Cocktail Classics,586,1,Light Rum,1 1/2 oz
White Lion Cocktail,Cocktail Classics,586,2,Fresh lemon juice,1 oz
White Lion Cocktail,Cocktail Classics,586,3,Simple Syrup,1/2 oz
White Lion Cocktail,Cocktail Classics,586,4,Grenadine,1 oz
White Lion Cocktail,Cocktail Classics,586,5,Angostura Bitters,2 oz
White Lily Cocktail,Rum - Daiquiris,587,1,Light Rum,3/4 oz
White Lily Cocktail,Rum - Daiquiris,587,2,Triple Sec,3/4 oz
White Lily Cocktail,Rum - Daiquiris,587,3,Gin,3/4 oz
White Lily Cocktail,Rum - Daiquiris,587,4,Anisette,1 oz
Ice Cream Flip,Rum - Daiquiris,588,1,Whole Egg,1 oz
Ice Cream Flip,Rum - Daiquiris,588,2,Maraschino,1 oz
Ice Cream Flip,Rum - Daiquiris,588,3,Triple Sec,1 oz
Outrigger,Cocktail Classics,589,1,Peach-flavored brandy,1 oz
Outrigger,Cocktail Classics,589,2,Lime Vodka,1 oz
Outrigger,Cocktail Classics,589,3,Pineapple Juice,1 oz
Opera Cocktail,Cocktail Classics,590,1,Maraschino,1 oz
Opera Cocktail,Cocktail Classics,590,2,Dubonnet,1/2 oz
Opera Cocktail,Cocktail Classics,590,3,Gin,1 1/2 oz
Virginia Dare,Rum - Daiquiris,591,1,Ripe pear,2 oz
Virginia Dare,Rum - Daiquiris,591,2,Dark rum,2 oz
Virginia Dare,Rum - Daiquiris,591,3,Benedictine,1/2 oz
Virginia Dare,Rum - Daiquiris,591,4,Angostura Bitters,2 oz
Opening Cocktail,Cocktail Classics,592,1,Grenadine,1/2 oz
Opening Cocktail,Cocktail Classics,592,2,Sweet Vermouth,1/2 oz
Opening Cocktail,Cocktail Classics,592,3,Blended whiskey,1 1/2 oz
Queen Bee,Cocktail Classics,593,1,Lime Vodka,1 1/2 oz
Queen Bee,Cocktail Classics,593,2,Coffee-flavored brandy,1 oz
Queen Bee,Cocktail Classics,593,3,Cream sherry,1/2 oz
Van Vleet,Rum - Daiquiris,594,1,Light Rum,3 oz
Van Vleet,Rum - Daiquiris,594,2,Maple Syrup,1 oz
Van Vleet,Rum - Daiquiris,594,3,Fresh lemon juice,1 oz
Zaza Cocktail,Cocktail Classics,595,1,Gin,1 1/2 oz
Zaza Cocktail,Cocktail Classics,595,2,Dubonnet,3/4 oz
The Vacation Cocktail,Rum - Daiquiris,596,1,Peeled and chopped fresh ginger,1 oz
The Vacation Cocktail,Rum - Daiquiris,596,2,Fresh Lime Juice,3/4 oz
The Vacation Cocktail,Rum - Daiquiris,596,3,"each Simple Syrup, light rum, dark rum",1/2 oz
The Vacation Cocktail,Rum - Daiquiris,596,4,Mango juice,1 oz
The Vacation Cocktail,Rum - Daiquiris,596,5,"each Cranberry Juice, orange juice, spiced rum",1/2 oz
Dolores,Brandy,597,1,"Brandy, preferably Spanish",1 oz
Dolores,Brandy,597,2,Cherry liqueur,1 oz
Dolores,Brandy,597,3,White or dark creme de cacao,1 oz
Dolores,Brandy,597,4,Egg White,1 oz
Vesuvio,Cocktail Classics,598,1,Light Rum,1 oz
Vesuvio,Cocktail Classics,598,2,Juice of a Lemon,1/2 oz
Vesuvio,Cocktail Classics,598,3,Powdered Sugar,1 oz
Vesuvio,Cocktail Classics,598,4,Egg White,1/2 oz
Vesuvio,Cocktail Classics,598,5,Sweet Vermouth,1/2 oz
Urban Anxiety,Rum,599,1,Cachaca,1 oz
Urban Anxiety,Rum,599,2,Sweet Vermouth,1 oz
Urban Anxiety,Rum,599,3,Cynar,3/4 oz
Urban Anxiety,Rum,599,4,Angostura Bitters,2 oz
Virgin,Cocktail Classics,600,1,Gin,1 oz
Virgin,Cocktail Classics,600,2,White creme de menthe,1/2 oz
Virgin,Cocktail Classics,600,3,Forbidden Fruit,1 oz
Tropica Cocktail,Rum - Daiquiris,601,1,Light Rum,2 oz
Tropica Cocktail,Rum - Daiquiris,601,2,Pineapple Juice,3 oz
Tropica Cocktail,Rum - Daiquiris,601,3,Fresh grapefruit juice,1 oz
Tropica Cocktail,Rum - Daiquiris,601,4,Grenadine,1 oz
Vermouth Cassis,Cocktail Classics,602,1,Creme de Cassis,3/4 oz
Vermouth Cassis,Cocktail Classics,602,2,Dry Vermouth,1 1/2 oz
Verboten,Cocktail Classics,603,1,Gin,1 1/2 oz
Verboten,Cocktail Classics,603,2,Forbidden Fruit,1 oz
Verboten,Cocktail Classics,603,3,Orange Juice,1 oz
Verboten,Cocktail Classics,603,4,Lemon Juice,1 oz
Velvet Hammer No. 2,Cocktail Classics,604,1,Strega,1 1/2 oz
Velvet Hammer No. 2,Cocktail Classics,604,2,White creme de cacao,1 oz
Velvet Hammer No. 2,Cocktail Classics,604,3,Light cream,1 oz
Velvet Hammer No. 1,Cocktail Classics,605,1,Vodka,1 1/2 oz
Velvet Hammer No. 1,Cocktail Classics,605,2,Creme de Cacao,1 oz
Velvet Hammer No. 1,Cocktail Classics,605,3,Light cream,1 oz
Ulanda Cocktail,Cocktail Classics,606,1,Gin,1 1/2 oz
Ulanda Cocktail,Cocktail Classics,606,2,Triple Sec,3/4 oz
Ulanda Cocktail,Cocktail Classics,606,3,Anis,1/4 oz
Torridora Cocktail,Rum - Daiquiris,607,1,Light Rum,1 1/2 oz
Torridora Cocktail,Rum - Daiquiris,607,2,Coffee-flavored brandy,1/2 oz
