season_name,season,episode,title,day,challenge_type,winners,winning_tribe
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Mikayla,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Edna,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Brandon,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Rick,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Albert,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Coach,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,reward,Sophie,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Stacey,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Mikayla,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Edna,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Brandon,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Rick,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Albert,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Coach,Upolu
Survivor: South Pacific,23,3,Reap What You Sow,8,immunity,Sophie,Upolu
Survivor: South Pacific,23,4,Survivalism,11,reward,Elyse,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Ozzy,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Keith,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Jim,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Dawn,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Whitney,Savaii
Survivor: South Pacific,23,4,Survivalism,11,reward,Cochran,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Elyse,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Ozzy,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Keith,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Jim,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Dawn,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Whitney,Savaii
Survivor: South Pacific,23,4,Survivalism,11,immunity,Cochran,Savaii
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Mikayla,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Edna,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Brandon,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Rick,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Albert,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Coach,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,reward,Sophie,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Mikayla,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Edna,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Brandon,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Rick,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Albert,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Coach,Upolu
Survivor: South Pacific,23,5,Taste the Victory,14,immunity,Sophie,Upolu
Survivor: South Pacific,23,6,Free Agent,16,reward,Ozzy,Savaii
Survivor: South Pacific,23,6,Free Agent,16,reward,Keith,Savaii
Survivor: South Pacific,23,6,Free Agent,16,reward,Jim,Savaii
Survivor: South Pacific,23,6,Free Agent,16,reward,Dawn,Savaii
Survivor: South Pacific,23,6,Free Agent,16,reward,Whitney,Savaii
Survivor: South Pacific,23,6,Free Agent,16,reward,Cochran,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Ozzy,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Keith,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Jim,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Dawn,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Whitney,Savaii
Survivor: South Pacific,23,6,Free Agent,16,immunity,Cochran,Savaii
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Edna,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Brandon,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Rick,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Albert,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Coach,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,reward,Sophie,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Edna,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Brandon,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Rick,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Albert,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Coach,Upolu
Survivor: South Pacific,23,7,Trojan Horse,18,immunity,Sophie,Upolu
Survivor: South Pacific,23,8,Double Agent,21,immunity,Dawn,NA
Survivor: South Pacific,23,8,Double Agent,21,immunity,Ozzy,NA
Survivor: South Pacific,23,9,Cut Throat,22,immunity,Jim,NA
Survivor: South Pacific,23,9,Cut Throat,24,immunity,Whitney,NA
Survivor: South Pacific,23,10,Running the Show,27,immunity,Sophie,NA
Survivor: South Pacific,23,10,Running the Show,27,immunity,Sophie,NA
Survivor: South Pacific,23,12,Cult Like,30,reward,Albert(Cochran),NA
Survivor: South Pacific,23,12,Cult Like,30,reward,Coach,NA
Survivor: South Pacific,23,12,Cult Like,30,immunity,Albert,NA
Survivor: South Pacific,23,13,Ticking Time Bomb,32,immunity,Coach,NA
Survivor: South Pacific,23,14,Then There Were Five,35,reward,Brandon,NA
Survivor: South Pacific,23,14,Then There Were Five,35,reward,Rick,NA
Survivor: South Pacific,23,14,Then There Were Five,35,immunity,Brandon,NA
Survivor: South Pacific,23,15,Loyalties Will Be Broken,37,immunity,Ozzy,NA
Survivor: South Pacific,23,15,Loyalties Will Be Broken,38,immunity,Sophie,NA
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Russell,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Krista,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Stephanie,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Sarita,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Mike,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,David,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Julie,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Ralph,Zapatera
Survivor: Redemption Island,22,1,You're Looking at the New Leader of Your Tribe,3,immunity,Steve,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Russell,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Krista,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Stephanie,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Sarita,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Mike,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,David,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Julie,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Ralph,Zapatera
Survivor: Redemption Island,22,2,You Own My Vote,5,immunity,Steve,Zapatera
Survivor: Redemption Island,22,3,Keep Hope Alive,8,reward,Matt,NA
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Kristina,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Matt,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Andrea,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Grant,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Ashley,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Natalie,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Phillip,Ometepe
Survivor: Redemption Island,22,3,Keep Hope Alive,8,immunity,Rob,Ometepe
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,reward,Matt,NA
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Krista,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Stephanie,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Sarita,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Mike,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,David,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Julie,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Ralph,Zapatera
Survivor: Redemption Island,22,4,Don't You Work for Me?,11,immunity,Steve,Zapatera
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,reward,Matt,NA
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Matt,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Andrea,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Grant,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Ashley,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Natalie,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Phillip,Ometepe
Survivor: Redemption Island,22,5,We Hate Our Tribe,13,immunity,Rob,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,reward,Matt,NA
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Matt,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Andrea,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Grant,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Ashley,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Natalie,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Phillip,Ometepe
Survivor: Redemption Island,22,6,Their Red-Headed Step Child,16,immunity,Rob,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,reward,Matt,NA
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Matt,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Andrea,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Grant,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Ashley,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Natalie,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Phillip,Ometepe
Survivor: Redemption Island,22,7,It Don't Take a Smart One,18,immunity,Rob,Ometepe
Survivor: Redemption Island,22,8,This Game Respects Big Moves,21,reward,Matt,NA
Survivor: Redemption Island,22,8,This Game Respects Big Moves,21,immunity,Natalie,NA
Survivor: Redemption Island,22,9,The Buddy System,22,immunity,Grant,NA
Survivor: Redemption Island,22,9,The Buddy System,24,immunity,Andrea,NA
Survivor: Redemption Island,22,10,Rice Wars,27,reward,Mike,NA
Survivor: Redemption Island,22,10,Rice Wars,27,reward,Matt,NA
Survivor: Redemption Island,22,10,Rice Wars,27,immunity,Rob,NA
Survivor: Redemption Island,22,11,A Mystery Package,30,reward,Matt,NA
Survivor: Redemption Island,22,11,A Mystery Package,30,reward,Mike,NA
Survivor: Redemption Island,22,11,A Mystery Package,30,immunity,Grant,NA
Survivor: Redemption Island,22,11,A Mystery Package,30,immunity,Rob,NA
Survivor: Redemption Island,22,12,You Mangled My Nets,32,reward,Mike,NA
Survivor: Redemption Island,22,12,You Mangled My Nets,32,reward,Matt,NA
Survivor: Redemption Island,22,12,You Mangled My Nets,32,reward,Ralph,NA
Survivor: Redemption Island,22,12,You Mangled My Nets,32,immunity,Rob,NA
Survivor: Redemption Island,22,13,Too Close For Comfort,35,reward,Mike,NA
Survivor: Redemption Island,22,13,Too Close For Comfort,35,reward,Matt,NA
Survivor: Redemption Island,22,13,Too Close For Comfort,35,reward,Andrea,NA
Survivor: Redemption Island,22,13,Too Close For Comfort,35,immunity,Ashley,NA
Survivor: Redemption Island,22,14,Seems Like a No Brainer,37,reward,Andrea,NA
Survivor: Redemption Island,22,14,Seems Like a No Brainer,37,immunity,Ashley,NA
Survivor: Redemption Island,22,14,Seems Like a No Brainer,38,reward,,NA
Survivor: Redemption Island,22,14,Seems Like a No Brainer,38,immunity,Rob,NA
Survivor: Nicaragua,21,1,Young at Heart,3,reward,Brenda (La Flor),NA
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Shannon,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Kelly B.,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Alina,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Brenda,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,NaOnka,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Kelly S.,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Benry,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Sash,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Chase,La Flor
Survivor: Nicaragua,21,1,Young at Heart,3,immunity,Fabio,La Flor
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Jimmy J.,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Jimmy T.,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Tyrone,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Yve,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Jill,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Marty,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Jane,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Dan,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,reward,Holly,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Jimmy J.,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Jimmy T.,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Tyrone,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Yve,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Jill,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Marty,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Jane,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Dan,Espada
Survivor: Nicaragua,21,2,Fatigue Makes Cowards of Us All,6,immunity,Holly,Espada
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Kelly B.,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Alina,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Brenda,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,NaOnka,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Kelly S.,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Benry,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Sash,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Chase,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,reward,Fabio,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Kelly B.,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Alina,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Brenda,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,NaOnka,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Kelly S.,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Benry,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Sash,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Chase,La Flor
Survivor: Nicaragua,21,3,Glitter in Their Eyes,8,immunity,Fabio,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Kelly B.,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Alina,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Brenda,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,NaOnka,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Kelly S.,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Benry,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Sash,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Chase,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,reward,Fabio,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Kelly B.,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Alina,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Brenda,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,NaOnka,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Kelly S.,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Benry,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Sash,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Chase,La Flor
Survivor: Nicaragua,21,4,Pulling the Trigger,11,immunity,Fabio,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Tyrone,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Yve,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Alina,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,NaOnka,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Benry,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Dan,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Holly,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,reward,Chase,Espada
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Kelly B.,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Jill,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Marty,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Brenda,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Kelly S.,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Jane,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Sash,La Flor
Survivor: Nicaragua,21,5,Turf Wars,14,immunity,Fabio,La Flor
Survivor: Nicaragua,21,6,Worst Case Scenario,15,reward,Jill,NA
Survivor: Nicaragua,21,6,Worst Case Scenario,15,immunity,Jill,NA
Survivor: Nicaragua,21,6,Worst Case Scenario,15,immunity,Holly,NA
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,Alina,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,NaOnka,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,Benry,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,Dan,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,Holly,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,reward,Chase,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,Alina,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,NaOnka,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,Benry,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,Dan,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,Holly,Espada
Survivor: Nicaragua,21,7,"What Goes Around, Comes Around",18,immunity,Chase,Espada
Survivor: Nicaragua,21,8,Company Will Be Arriving Soon,22,immunity,Jane,NA
Survivor: Nicaragua,21,8,Company Will Be Arriving Soon,22,immunity,Fabio,NA
Survivor: Nicaragua,21,9,Running the Camp,24,reward,Benry,NA
Survivor: Nicaragua,21,9,Running the Camp,24,reward,Dan,NA
Survivor: Nicaragua,21,9,Running the Camp,24,reward,Fabio,NA
Survivor: Nicaragua,21,9,Running the Camp,24,reward,Marty,NA
Survivor: Nicaragua,21,9,Running the Camp,24,reward,Sash,NA
Survivor: Nicaragua,21,9,Running the Camp,24,immunity,Brenda,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,reward,Chase,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,reward,Fabio,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,reward,Jane,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,reward,Kelly S.,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,reward,NaOnka,NA
Survivor: Nicaragua,21,10,Stuck in the Middle,27,immunity,Jane,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,reward,Benry,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,reward,Chase,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,reward,Holly,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,reward,NaOnka,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,reward,Dan,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,immunity,None,NA
Survivor: Nicaragua,21,12,"You Started, You're Finishing",28,immunity,None,NA
Survivor: Nicaragua,21,13,Not Sure Where I Stand,32,reward,Chase,NA
Survivor: Nicaragua,21,13,Not Sure Where I Stand,32,reward,Holly,NA
Survivor: Nicaragua,21,13,Not Sure Where I Stand,32,reward,Jane,NA
Survivor: Nicaragua,21,13,Not Sure Where I Stand,32,immunity,Sash,NA
Survivor: Nicaragua,21,14,This is Going to Hurt,36,reward,Chase,NA
Survivor: Nicaragua,21,14,This is Going to Hurt,36,reward,Holly,NA
Survivor: Nicaragua,21,14,This is Going to Hurt,36,reward,Sash,NA
Survivor: Nicaragua,21,14,This is Going to Hurt,36,immunity,Fabio,NA
Survivor: Nicaragua,21,15,What About Me?,37,immunity,Fabio,NA
Survivor: Nicaragua,21,15,What About Me?,38,immunity,Fabio,NA
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Sugar,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Stephenie,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Cirie,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Tom,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,James,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,J.T.,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Amanda,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Candice,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Rupert,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,reward,Colby,Heroes
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Randy,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Tyson,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Rob,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Coach,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Courtney,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Danielle,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Jerri,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Russell,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Parvati,Villains
Survivor: Heroes vs. Villains,20,1,"Slay Everyone, Trust No One",3,immunity,Sandra,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Randy,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Tyson,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Rob,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Coach,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Courtney,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Danielle,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Jerri,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Russell,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Parvati,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,reward,Sandra,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Randy,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Tyson,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Rob,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Coach,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Courtney,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Danielle,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Jerri,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Russell,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Parvati,Villains
Survivor: Heroes vs. Villains,20,2,It's Getting the Best of Me,6,immunity,Sandra,Villains
Survivor: Heroes vs. Villains,20,3,That Girl is Like a Virus,8,reward,Cirie,Heroes
Survivor: Heroes vs. Villains,20,3,That Girl is Like a Virus,8,reward,Tom,Heroes
Survivor: Heroes vs. Villains,20,3,That Girl is Like a Virus,8,reward,James,Heroes
Survivor: Heroes vs. Villains,20,3,That Girl is Like a Virus,8,reward,J.T.,Heroes
